u,v,key,osmid,name,highway,length,access,width,geometry
1509433134,3066001913,0,1079642634,Miner's Mile,track,26.47151160819819,,,"LINESTRING (-111.519587 40.625626, -111.519642 40.625611, -111.519705 40.625602, -111.519766 40.625604, -111.519815 40.625624, -111.519861 40.625669)"
1509433145,9545984023,0,803571176,McConkeys,track,719.3108955956094,,,"LINESTRING (-111.524129 40.623179, -111.524135 40.623084, -111.524096 40.622897, -111.524067 40.62278, -111.52405 40.622733, -111.524037 40.622708, -111.524011 40.62267, -111.523968 40.622623, -111.523933 40.622595, -111.523894 40.622573, -111.523852 40.622562, -111.523758 40.62255, -111.523662 40.622533, -111.523609 40.622511, -111.523582 40.622489, -111.523552 40.622448, -111.52354 40.622405, -111.523535 40.62237, -111.523547 40.622327, -111.523584 40.622266, -111.523728 40.622102, -111.523935 40.621899, -111.524037 40.621818, -111.524143 40.621758, -111.524316 40.621683, -111.524496 40.621621, -111.524615 40.621574, -111.524692 40.62153, -111.524756 40.621476, -111.524857 40.62136, -111.524958 40.621197, -111.525049 40.62102, -111.525129 40.620868, -111.525213 40.620775, -111.525384 40.620626, -111.526422 40.619824, -111.526761 40.619588, -111.527799 40.61903, -111.528252 40.618832, -111.528311 40.618771, -111.528389 40.618569)"
1509433145,3635410674,0,1103583270,Webster Road,track,181.73223564745985,,,"LINESTRING (-111.524129 40.623179, -111.524209 40.623182, -111.524462 40.623208, -111.524815 40.623244, -111.525111 40.623251, -111.525475 40.623266, -111.52562 40.623261, -111.525752 40.623248, -111.525869 40.623235, -111.525976 40.623237, -111.526272 40.623259)"
1509433145,1793626877,0,1103583270,Webster Road,track,279.0172685789825,,,"LINESTRING (-111.524129 40.623179, -111.524076 40.62319, -111.524008 40.623216, -111.523822 40.623314, -111.523515 40.62347, -111.522887 40.623817, -111.522674 40.623896, -111.522474 40.623942, -111.522328 40.623966, -111.521741 40.624015, -111.521381 40.624029, -111.521244 40.624038, -111.521128 40.624055)"
1509433193,3635410650,0,358640062,Two Step,path,95.16965950372442,,,"LINESTRING (-111.520155 40.626223, -111.520289 40.626556, -111.520398 40.626829, -111.520457 40.627047)"
1509433193,3635410674,0,358640063,Keystone Trail,path,662.5362970494317,,,"LINESTRING (-111.520155 40.626223, -111.520147 40.626171, -111.520149 40.626134, -111.520166 40.626085, -111.520252 40.625863, -111.520411 40.625484, -111.520473 40.625219, -111.520519 40.625121, -111.520602 40.625038, -111.520701 40.624975, -111.520879 40.624894, -111.521227 40.624793, -111.521592 40.624752, -111.521879 40.624755, -111.522066 40.624737, -111.522213 40.624713, -111.522418 40.624651, -111.522653 40.624519, -111.524097 40.623928, -111.52536 40.623498, -111.525778 40.623373, -111.526149 40.623297, -111.526272 40.623259)"
1509433193,3066001913,0,1079868975,Thaynes Road,track,67.24511834146819,,,"LINESTRING (-111.520155 40.626223, -111.520074 40.626142, -111.520026 40.626085, -111.51999 40.626029, -111.51992 40.625807, -111.519861 40.625669)"
1509433193,9896382028,0,1079868975,Thaynes Road,track,476.17368975130273,,,"LINESTRING (-111.520155 40.626223, -111.520348 40.626388, -111.520476 40.626526, -111.520533 40.626614, -111.520601 40.62676, -111.52065 40.626935, -111.5207 40.627174, -111.520718 40.627381, -111.520715 40.627531, -111.52067 40.627707, -111.520566 40.627907, -111.520412 40.628139, -111.520314 40.628319, -111.520233 40.628527, -111.520233 40.628742, -111.520266 40.628967, -111.520336 40.629275, -111.520361 40.629509, -111.52037 40.62972, -111.520381 40.62998, -111.520364 40.630192, -111.520377 40.630315)"
1509433348,9869072987,0,309481196,Keystone Trail,path,195.18973560075622,,,"LINESTRING (-111.528156 40.623883, -111.528076 40.623982, -111.528019 40.624032, -111.527907 40.624094, -111.527798 40.624126, -111.527639 40.624169, -111.527443 40.624216, -111.52724 40.624277, -111.526863 40.624434, -111.526541 40.624581, -111.526327 40.624688, -111.526213 40.624776)"
1509433348,9898209242,0,1036099764,Keystone Trail,path,454.2739104039679,,,"LINESTRING (-111.528156 40.623883, -111.528312 40.623649, -111.528411 40.62348, -111.528451 40.62338, -111.528512 40.623261, -111.52856 40.623204, -111.528604 40.623158, -111.52862 40.623108, -111.528615 40.623, -111.528609 40.622935, -111.528601 40.622899, -111.528543 40.622854, -111.528409 40.622794, -111.528323 40.622756, -111.528277 40.622722, -111.528256 40.622679, -111.528257 40.622624, -111.528241 40.622513, -111.52823 40.622471, -111.528204 40.622434, -111.528143 40.622408, -111.528036 40.622378, -111.527933 40.62234, -111.527875 40.622306, -111.527835 40.622283, -111.5278 40.622251, -111.527753 40.622228, -111.527676 40.622229, -111.527601 40.622232, -111.527548 40.622246, -111.527456 40.622303, -111.527349 40.622421, -111.527308 40.622492, -111.52729 40.622508, -111.527265 40.622509, -111.52725 40.622505, -111.527076 40.622396, -111.527051 40.622392, -111.527022 40.622399, -111.527015 40.622412, -111.527078 40.622569, -111.527087 40.622595, -111.527088 40.622609, -111.52708 40.62262, -111.52706 40.622631, -111.526958 40.622691, -111.526879 40.622719, -111.526847 40.622722, -111.526826 40.622716, -111.526792 40.622688, -111.526762 40.622685, -111.526739 40.622692, -111.526719 40.622709, -111.526696 40.622734, -111.526693 40.622758, -111.526704 40.622788, -111.526738 40.622822, -111.526842 40.622896, -111.526891 40.622949, -111.526905 40.622973, -111.526902 40.622995, -111.526886 40.623015, -111.526858 40.623017, -111.526826 40.623003, -111.526769 40.622981, -111.526705 40.622977, -111.526655 40.622986, -111.526627 40.623005, -111.526613 40.623038, -111.526596 40.623066, -111.526557 40.62308, -111.526512 40.623084)"
1509433348,3635410674,0,1103583270,Webster Road,track,184.71719485823888,,,"LINESTRING (-111.528156 40.623883, -111.528159 40.623839, -111.528156 40.623803, -111.52814 40.623765, -111.528113 40.623728, -111.528082 40.623698, -111.528029 40.623664, -111.52797 40.623635, -111.527649 40.623517, -111.527397 40.623433, -111.527229 40.623382, -111.52716 40.623365, -111.526984 40.623335, -111.526647 40.623293, -111.526272 40.623259)"
1510679468,3057941673,0,10158576,,track,458.39440544611085,,,"LINESTRING (-111.527658 40.641899, -111.527656 40.642064, -111.527641 40.642259, -111.527603 40.642411, -111.527512 40.642566, -111.527431 40.642716, -111.52735 40.642882, -111.527328 40.643069, -111.527342 40.643214, -111.527342 40.643425, -111.527333 40.64367, -111.527287 40.64408, -111.527211 40.644438, -111.527142 40.644707, -111.527104 40.644786, -111.527053 40.644836, -111.526954 40.644934, -111.526831 40.645074, -111.526751 40.645224, -111.526631 40.645464, -111.526566 40.645675, -111.526538 40.645861)"
1510679468,9900613576,0,1080124233,Claim Jumper,track,135.0934858340211,,,"LINESTRING (-111.527658 40.641899, -111.527672 40.641743, -111.527693 40.641528, -111.527735 40.641287, -111.527802 40.641075, -111.527828 40.640967, -111.52783 40.640843, -111.52778 40.6407)"
1510679468,2481633195,0,1080124233,Claim Jumper,track,582.1914902241658,,,"LINESTRING (-111.527658 40.641899, -111.527741 40.641892, -111.52783 40.64192, -111.527993 40.642023, -111.528066 40.6421, -111.528108 40.642145, -111.528124 40.642173, -111.52815 40.642242, -111.528178 40.64237, -111.528199 40.642441, -111.528225 40.642492, -111.528278 40.642535, -111.528337 40.642568, -111.528423 40.642618, -111.528488 40.64268, -111.52851 40.642717, -111.528533 40.642765, -111.528542 40.642788, -111.528528 40.642854, -111.5285 40.642962, -111.528465 40.643043, -111.528442 40.643077, -111.528411 40.643102, -111.528344 40.643139, -111.528297 40.643167, -111.528246 40.643213, -111.528155 40.643316, -111.528101 40.64339, -111.528066 40.643474, -111.52805 40.643518, -111.52804 40.643573, -111.528045 40.643646, -111.52804 40.643777, -111.528033 40.643837, -111.527846 40.644606, -111.527816 40.644716, -111.527767 40.644811, -111.52765 40.64499, -111.527529 40.64518, -111.527447 40.645355, -111.527438 40.645428, -111.52744 40.645481, -111.527459 40.64552, -111.527489 40.645543, -111.527531 40.645554, -111.527576 40.645555, -111.527646 40.645547, -111.527725 40.645522, -111.527823 40.645481, -111.528187 40.645306, -111.52846 40.645118, -111.528668 40.644995)"
1510695247,9900613486,0,518591517,H.A.M.,path,107.72970047759253,,,"LINESTRING (-111.53125 40.643593, -111.531208 40.643602, -111.531167 40.64361, -111.531134 40.643624, -111.531032 40.6437, -111.530794 40.643848, -111.530406 40.644173, -111.530312 40.644235)"
1510695247,9900613473,0,518591517,H.A.M.,path,847.1529569687741,,,"LINESTRING (-111.53125 40.643593, -111.531314 40.643574, -111.531358 40.643551, -111.531476 40.643429, -111.531509 40.643367, -111.531561 40.643251, -111.531595 40.643194, -111.531618 40.643167, -111.531635 40.643156, -111.53166 40.643153, -111.531697 40.643175, -111.531759 40.643261, -111.531799 40.643328, -111.531803 40.643358, -111.531808 40.643383, -111.531823 40.643403, -111.531847 40.64341, -111.531866 40.643426, -111.531878 40.643448, -111.531881 40.643484, -111.531896 40.643566, -111.532026 40.64396, -111.532107 40.644651, -111.532057 40.645301, -111.532085 40.645767, -111.532101 40.645834, -111.532117 40.645875, -111.532162 40.645892, -111.532256 40.645909, -111.532669 40.645931, -111.533151 40.645962, -111.533473 40.646033, -111.533649 40.646063, -111.533747 40.646061, -111.533765 40.646074, -111.533774 40.646088, -111.533761 40.646108, -111.533732 40.646134, -111.53363 40.646223, -111.533412 40.646434, -111.533272 40.64651, -111.533215 40.646598, -111.533175 40.646702, -111.533084 40.646785, -111.532803 40.647212, -111.532497 40.647524, -111.532216 40.647815, -111.532133 40.647956, -111.532026 40.648116, -111.531891 40.648326, -111.531896 40.648353, -111.531926 40.648365, -111.53197 40.648358, -111.532023 40.64834, -111.532217 40.648305)"
1510695247,9900613544,0,1103583258,,track,43.55255787875099,,,"LINESTRING (-111.53125 40.643593, -111.53114 40.643779, -111.53104 40.64395)"
1510695247,1509418695,0,1103583258,,track,702.8071993086774,,,"LINESTRING (-111.53125 40.643593, -111.531669 40.642805, -111.532074 40.642094, -111.532526 40.641364, -111.53293 40.640627, -111.533016 40.640434, -111.53318 40.639964, -111.533216 40.639902, -111.53326 40.639847, -111.533375 40.639739, -111.533484 40.639622, -111.533878 40.638988, -111.534012 40.638863, -111.534163 40.638666, -111.534262 40.638397, -111.534394 40.637787)"
1510717206,9499107978,0,302345047,CMG,path,1019.19003103615,,,"LINESTRING (-111.515978 40.645031, -111.515986 40.645065, -111.515988 40.645098, -111.515977 40.645143, -111.515955 40.645171, -111.5159 40.645351, -111.515871 40.645626, -111.515872 40.645823, -111.515888 40.646025, -111.515976 40.646435, -111.516127 40.646651, -111.516499 40.647093, -111.516565 40.647197, -111.516599 40.647316, -111.516588 40.647475, -111.516603 40.647691, -111.516463 40.64791, -111.51637 40.64801, -111.516352 40.648082, -111.516491 40.648328, -111.516569 40.648585, -111.516934 40.649283, -111.517087 40.649626, -111.517199 40.649952, -111.517406 40.650357, -111.517515 40.650522, -111.517682 40.650705, -111.517799 40.650803, -111.51793 40.650856, -111.51808 40.650877, -111.518185 40.650875, -111.518481 40.650826, -111.520109 40.650407, -111.520764 40.650188, -111.520862 40.650197, -111.521053 40.650301, -111.521145 40.650335, -111.521278 40.650325, -111.521449 40.650247)"
1510717206,5941576034,0,302345047,CMG,path,179.19077508095287,,,"LINESTRING (-111.515978 40.645031, -111.515952 40.644985, -111.515917 40.644927, -111.515869 40.644889, -111.515781 40.644844, -111.515734 40.644833, -111.515668 40.6448, -111.515644 40.644769, -111.515631 40.644738, -111.515587 40.64468, -111.515506 40.644597, -111.515456 40.644516, -111.51534 40.644229, -111.515273 40.644146, -111.515127 40.644043, -111.515046 40.643997, -111.514917 40.64395, -111.51477 40.643914, -111.51471 40.643911, -111.514654 40.643909)"
1510717206,9898526055,0,1079883746,Gotcha Cuttoff,track,1638.0005198927588,,,"LINESTRING (-111.515978 40.645031, -111.516028 40.645013, -111.516078 40.645006, -111.516139 40.645029, -111.51615 40.645079, -111.516134 40.645134, -111.516085 40.645214, -111.516058 40.645291, -111.516049 40.645607, -111.516037 40.645789, -111.516055 40.645838, -111.516081 40.645882, -111.516102 40.645928, -111.516113 40.64614, -111.516122 40.646269, -111.516152 40.646296, -111.516206 40.64631, -111.516252 40.646287, -111.51629 40.646231, -111.516364 40.646102, -111.516466 40.645934, -111.516649 40.645659, -111.516884 40.645401, -111.517018 40.645242, -111.517076 40.645208, -111.517145 40.6452, -111.517218 40.645226, -111.517248 40.645268, -111.517249 40.645321, -111.517233 40.645378, -111.517175 40.645472, -111.517099 40.645612, -111.517045 40.645749, -111.516981 40.645932, -111.516915 40.646278, -111.516878 40.646424, -111.516861 40.64648, -111.516875 40.646509, -111.516912 40.646523, -111.516957 40.646518, -111.51699 40.646498, -111.517046 40.646384, -111.517125 40.64624, -111.517217 40.646098, -111.517358 40.645955, -111.517586 40.645748, -111.517719 40.64561, -111.517758 40.645541, -111.517785 40.645457, -111.517786 40.645391, -111.517772 40.645306, -111.517721 40.645164, -111.517668 40.645024, -111.517654 40.644972, -111.517648 40.644905, -111.517668 40.644819, -111.51771 40.644698, -111.517754 40.644601, -111.51779 40.644446, -111.517799 40.644318, -111.517765 40.644218, -111.517701 40.64412, -111.517615 40.644007, -111.517475 40.643884, -111.517304 40.643738, -111.517186 40.643614, -111.517111 40.643521, -111.517096 40.643454, -111.517119 40.643418, -111.517166 40.643397, -111.517209 40.643396, -111.517253 40.643415, -111.51731 40.643476, -111.517396 40.643575, -111.517535 40.643721, -111.517832 40.643896, -111.517994 40.643975, -111.518162 40.644052, -111.518256 40.64413, -111.518331 40.644231, -111.518408 40.644364, -111.518461 40.644503, -111.518489 40.644643, -111.518546 40.64495, -111.518574 40.645089, -111.518634 40.645236, -111.518737 40.645433, -111.518767 40.645528, -111.518774 40.645624, -111.518764 40.645737, -111.518744 40.645911, -111.518709 40.646182, -111.518693 40.646366, -111.518667 40.646433, -111.518631 40.646505, -111.518585 40.646564, -111.518552 40.646619, -111.518539 40.646664, -111.518553 40.646702, -111.518597 40.646721, -111.518653 40.646711, -111.518684 40.646686, -111.518739 40.64663, -111.518828 40.646514, -111.518966 40.646335, -111.519084 40.64618, -111.519213 40.645985, -111.519245 40.645789, -111.519245 40.645635, -111.519242 40.645558, -111.519272 40.645509, -111.51932 40.645501, -111.519376 40.645572, -111.519417 40.645649, -111.519444 40.645764, -111.51948 40.645931, -111.519451 40.646166, -111.519414 40.646328, -111.519359 40.646509, -111.519314 40.646647, -111.519293 40.646735, -111.519294 40.646802, -111.51931 40.646854, -111.519361 40.646928, -111.519418 40.646972, -111.519486 40.647004, -111.519557 40.64702, -111.519596 40.647021)"
1510717206,3732774704,0,1079883746,Gotcha Cuttoff,track,243.3196493387956,,,"LINESTRING (-111.515978 40.645031, -111.515893 40.645127, -111.515812 40.645236, -111.515643 40.645409, -111.515482 40.645596, -111.515363 40.645736, -111.515267 40.645842, -111.515203 40.645949, -111.515176 40.646034, -111.515176 40.646116, -111.515195 40.64619, -111.515278 40.646451, -111.515345 40.646667, -111.515354 40.646757, -111.515348 40.646817, -111.51531 40.646848, -111.515244 40.646872, -111.51518 40.646853, -111.515111 40.646822)"
1510735343,3727506402,0,368909393,Sweeney Switchbacks,path,614.0139028771279,,,"LINESTRING (-111.502765 40.642096, -111.5027 40.642248, -111.502653 40.64232, -111.502614 40.642347, -111.502566 40.642376, -111.50252 40.642391, -111.502441 40.642398, -111.502358 40.642412, -111.502317 40.642417, -111.5023 40.642413, -111.502279 40.642407, -111.502263 40.642408, -111.502249 40.642411, -111.50224 40.642418, -111.502236 40.64243, -111.502237 40.64244, -111.502244 40.64245, -111.502259 40.642459, -111.502269 40.642463, -111.502271 40.642466, -111.502275 40.642472, -111.502272 40.642477, -111.502266 40.642482, -111.502261 40.642486, -111.502258 40.64249, -111.502258 40.642496, -111.502258 40.642511, -111.50225 40.642524, -111.502239 40.642531, -111.502202 40.642547, -111.502165 40.642577, -111.502159 40.642614, -111.502168 40.642646, -111.502199 40.642676, -111.502275 40.642694, -111.502378 40.642706, -111.502473 40.642724, -111.50261 40.642726, -111.502764 40.642704, -111.503005 40.642647, -111.503049 40.64265, -111.503056 40.642663, -111.503046 40.642684, -111.502983 40.642708, -111.502916 40.642738, -111.502855 40.642778, -111.502758 40.642897, -111.502351 40.643264, -111.502276 40.643306, -111.502228 40.643332, -111.502118 40.643354, -111.502022 40.643374, -111.501912 40.643381, -111.501806 40.64338, -111.501467 40.643404, -111.501427 40.643412, -111.501387 40.643422, -111.501348 40.643418, -111.501281 40.643397, -111.501207 40.64336, -111.501161 40.643329, -111.501136 40.643283, -111.501114 40.643246, -111.501107 40.643226, -111.501098 40.643195, -111.501089 40.643184, -111.50107 40.643178, -111.501052 40.64318, -111.501035 40.64319, -111.501024 40.643203, -111.501023 40.64322, -111.501016 40.64324, -111.501011 40.643276, -111.500996 40.643334, -111.501 40.64337, -111.501014 40.643407, -111.501047 40.643454, -111.501102 40.643523, -111.501113 40.643553, -111.501112 40.643574, -111.501098 40.643589, -111.501071 40.643586, -111.501049 40.643575, -111.50101 40.643539, -111.500945 40.643467, -111.500929 40.643446, -111.500908 40.643438, -111.500892 40.64344, -111.500882 40.643454, -111.500883 40.643472, -111.500886 40.643486, -111.500906 40.643539, -111.500943 40.643581, -111.501009 40.643622, -111.501108 40.643684, -111.50126 40.643759, -111.501289 40.643779, -111.501303 40.643807, -111.501291 40.643833, -111.501299 40.64386, -111.501327 40.643885, -111.501364 40.6439, -111.501399 40.64391, -111.501427 40.643911, -111.501469 40.643913, -111.501535 40.643901, -111.501572 40.643883, -111.501605 40.643873, -111.501635 40.643876, -111.50165 40.643887, -111.501651 40.643903, -111.501636 40.643936, -111.501591 40.643973, -111.501531 40.644012, -111.501507 40.644024, -111.501453 40.644028, -111.501408 40.644028, -111.501362 40.64403, -111.501334 40.644028, -111.501289 40.644014, -111.501254 40.644007, -111.50122 40.644001, -111.501202 40.644001, -111.501183 40.644006, -111.501174 40.644014)"
1510735343,5058230649,0,702340529,Trestle,path,70.20122267433283,,0.5,"LINESTRING (-111.502765 40.642096, -111.502792 40.642035, -111.503157 40.64154)"
1510735343,5058230652,0,1103646561,Sweeneys,path,140.42610607041206,,,"LINESTRING (-111.502765 40.642096, -111.502899 40.64202, -111.503034 40.641965, -111.503115 40.641945, -111.503214 40.641933, -111.503757 40.641926, -111.504043 40.641922, -111.504373 40.641918)"
1510735343,10099187281,0,1103646567,,path,85.6832104170707,,,"LINESTRING (-111.502765 40.642096, -111.502368 40.64228, -111.502299 40.642303, -111.502232 40.64232, -111.502114 40.64231, -111.502017 40.6423, -111.501923 40.642268, -111.501844 40.642245)"
1510742046,9898395957,0,1343884061,Meadow Road,track,14.097304560813381,,,"LINESTRING (-111.520286 40.630726, -111.52036 40.630612)"
1510742046,3147530599,0,358640061,,path,50.17877087120536,,,"LINESTRING (-111.520286 40.630726, -111.520351 40.630835, -111.520552 40.630826, -111.520676 40.630804, -111.520697 40.630885)"
1510742046,9898350497,0,1079868971,,track,220.80046882997314,,,"LINESTRING (-111.520286 40.630726, -111.520245 40.630835, -111.520202 40.630916, -111.520123 40.631018, -111.519921 40.631215, -111.519656 40.631471, -111.519268 40.63187, -111.519126 40.632042, -111.518991 40.632222, -111.518883 40.632388)"
1510742046,9898350491,0,1343884061,Meadow Road,track,231.20479635778233,,,"LINESTRING (-111.520286 40.630726, -111.520074 40.63091, -111.519551 40.631363, -111.519291 40.631605, -111.519077 40.631835, -111.51889 40.632009, -111.5187 40.632219, -111.518649 40.632318, -111.518636 40.63237)"
1686050491,12132335682,0,156346981,,cycleway,147.13629497267405,,,"LINESTRING (-111.490706 40.663299, -111.490795 40.663432, -111.490912 40.663617, -111.490872 40.663696, -111.490902 40.663888, -111.491131 40.664478, -111.491224 40.664506)"
1686050491,4984146476,0,661225420,Union Pacific Rail Trail,cycleway,308.230469791333,,,"LINESTRING (-111.490706 40.663299, -111.492398 40.662902, -111.494205 40.6625)"
1686050491,485569927,0,661225420,Union Pacific Rail Trail,cycleway,316.0557907598242,,,"LINESTRING (-111.490706 40.663299, -111.489849 40.663513, -111.48921 40.663662, -111.488701 40.663815, -111.488281 40.664, -111.487875 40.664257, -111.487464 40.664603)"
1686050491,4984146478,0,998445905,Bonanza Trail,track,243.5099183965454,,,"LINESTRING (-111.490706 40.663299, -111.490616 40.663233, -111.490584 40.663168, -111.490768 40.663102, -111.491095 40.663083, -111.491677 40.662876, -111.493034 40.662396)"
1686050589,12113574788,0,156346979,Rail Trail,cycleway,110.01773483410571,,,"LINESTRING (-111.497718 40.661363, -111.498121 40.661311, -111.498332 40.661287, -111.498444 40.661448, -111.498635 40.661751)"
1686050589,12113574792,0,661225420,Union Pacific Rail Trail,cycleway,144.3103870336215,,,"LINESTRING (-111.497718 40.661363, -111.498258 40.661162, -111.498278 40.661154, -111.499253 40.660791)"
1686050589,11036072560,0,661225420,Union Pacific Rail Trail,cycleway,129.02653600238105,,,"LINESTRING (-111.497718 40.661363, -111.497188 40.661561, -111.496334 40.661858)"
1718933566,13720566543,0,845898532,Lowell Avenue,residential,26.656187560308886,,,"LINESTRING (-111.506614 40.652016, -111.506426 40.651823)"
1718933566,83882357,0,159785063,,service,92.2078684119509,,,"LINESTRING (-111.506614 40.652016, -111.506718 40.652022, -111.506895 40.652055, -111.507022 40.652109, -111.50714 40.652248, -111.507172 40.652405, -111.507142 40.65258)"
1718933615,10734507589,0,1154217586,,service,8.38889159219993,,,"LINESTRING (-111.508172 40.652898, -111.508205 40.652827)"
1718933615,10734507585,0,1154217586,,service,34.025552717160174,,,"LINESTRING (-111.508172 40.652898, -111.507779 40.652831)"
1718933615,11217334583,0,1210700014,,service,41.54342462037202,,,"LINESTRING (-111.508172 40.652898, -111.508523 40.652904, -111.508664 40.652898)"
1718933629,11217334574,0,1154217595,,service,9.265950472761675,,,"LINESTRING (-111.508161 40.653026, -111.50807 40.653073)"
1718933629,11217334577,0,1210700008,,service,10.960221491408818,,,"LINESTRING (-111.508161 40.653026, -111.508291 40.653028)"
1718933629,7013165824,0,1210700008,,service,32.26126707305077,,,"LINESTRING (-111.508161 40.653026, -111.507797 40.652936)"
1793626877,10099170104,0,10161591,Flat Iron,track,617.0873011381345,,,"LINESTRING (-111.521128 40.624055, -111.520964 40.624104, -111.52077 40.624168, -111.520545 40.624261, -111.520319 40.624383, -111.519902 40.624614, -111.519665 40.624755, -111.519551 40.624822, -111.519455 40.624899, -111.51934 40.625022, -111.519266 40.625118, -111.519151 40.625262, -111.51896 40.625502, -111.518826 40.625595, -111.518692 40.625659, -111.518574 40.625695, -111.518477 40.625724, -111.518406 40.625755, -111.518344 40.625795, -111.518268 40.625866, -111.517854 40.626294, -111.517606 40.626613, -111.517177 40.627026, -111.51645 40.627688, -111.51625 40.627886, -111.51616 40.62798)"
1793626877,664696718,0,137625538,McConkeys,track,67.53140842242851,,,"LINESTRING (-111.521128 40.624055, -111.521197 40.623959, -111.521267 40.62385, -111.521317 40.623744, -111.521379 40.623597, -111.521424 40.623493)"
1793626877,9545984057,0,1079868975,Thaynes Road,track,73.59285314864998,,,"LINESTRING (-111.521128 40.624055, -111.521137 40.62401, -111.521131 40.623971, -111.521111 40.623942, -111.521083 40.62392, -111.521017 40.623901, -111.520898 40.623889, -111.520737 40.623895, -111.52061 40.623921, -111.520506 40.623945, -111.520425 40.623965)"
1793626877,3066001896,0,1079868975,Thaynes Road,track,196.82622321062874,,,"LINESTRING (-111.521128 40.624055, -111.521005 40.624141, -111.520802 40.62427, -111.520652 40.624367, -111.520446 40.624518, -111.52029 40.624649, -111.520085 40.624829, -111.519973 40.624962, -111.519909 40.625069, -111.519821 40.625211, -111.519801 40.625266, -111.519784 40.625325, -111.519774 40.625368, -111.519765 40.625435)"
1793626877,1509433145,0,1103583270,Webster Road,track,279.0172685789825,,,"LINESTRING (-111.521128 40.624055, -111.521244 40.624038, -111.521381 40.624029, -111.521741 40.624015, -111.522328 40.623966, -111.522474 40.623942, -111.522674 40.623896, -111.522887 40.623817, -111.523515 40.62347, -111.523822 40.623314, -111.524008 40.623216, -111.524076 40.62319, -111.524129 40.623179)"
1902745475,1902745475,0,380914525,Berrett Lane,pedestrian,55.84269472402389,,,"LINESTRING (-111.499803 40.663193, -111.49983 40.663178, -111.499862 40.663171, -111.499896 40.663172, -111.499928 40.66318, -111.499954 40.663196, -111.499974 40.663219, -111.499982 40.663245, -111.499979 40.663273, -111.499963 40.663297, -111.499937 40.663317, -111.499904 40.663328, -111.499868 40.663331, -111.499833 40.663324, -111.499803 40.663308, -111.499783 40.663288, -111.499772 40.663264, -111.499772 40.663238, -111.499783 40.663214, -111.499803 40.663193)"
1902745475,1902745475,1,380914525,Berrett Lane,pedestrian,55.8426947240239,,,"LINESTRING (-111.499803 40.663193, -111.499783 40.663214, -111.499772 40.663238, -111.499772 40.663264, -111.499783 40.663288, -111.499803 40.663308, -111.499833 40.663324, -111.499868 40.663331, -111.499904 40.663328, -111.499937 40.663317, -111.499963 40.663297, -111.499979 40.663273, -111.499982 40.663245, -111.499974 40.663219, -111.499954 40.663196, -111.499928 40.66318, -111.499896 40.663172, -111.499862 40.663171, -111.49983 40.663178, -111.499803 40.663193)"
1902745475,12139108355,0,380914526,Berrett Lane,pedestrian,375.75544459682004,,,"LINESTRING (-111.499803 40.663193, -111.499668 40.663083, -111.499503 40.662955, -111.499444 40.662914, -111.498917 40.662451, -111.498514 40.662641, -111.498336 40.66271, -111.498215 40.662758, -111.497997 40.662884, -111.497953 40.66293, -111.497936 40.662977, -111.497797 40.663056, -111.497642 40.663107, -111.497449 40.663173, -111.497278 40.663188, -111.497154 40.663223, -111.496978 40.66337, -111.496822 40.66348, -111.496581 40.663566, -111.496371 40.663563, -111.496353 40.663563, -111.49627 40.663564)"
2164893761,83891171,0,10163035,Royal Street,tertiary,55.62914408923115,,,"LINESTRING (-111.490448 40.623284, -111.489824 40.623124)"
2164893761,83891170,0,10163035,Royal Street,tertiary,58.88039163940172,,,"LINESTRING (-111.490448 40.623284, -111.491133 40.623384)"
2164893761,9391298059,0,206481666,Stein Way,service,173.46892073204205,,,"LINESTRING (-111.490448 40.623284, -111.490461 40.62316, -111.490494 40.623104, -111.490523 40.623073, -111.490561 40.623051, -111.490637 40.623022, -111.490761 40.622996, -111.490941 40.62297, -111.491119 40.622944, -111.491207 40.622924, -111.491257 40.622895, -111.491292 40.622864, -111.491321 40.622835, -111.491336 40.622801, -111.491342 40.622766, -111.49134 40.622721, -111.491329 40.622672, -111.49128 40.62254, -111.491225 40.62241, -111.491157 40.622286, -111.491138 40.622238, -111.491126 40.622196)"
2164893768,83882945,0,10163035,Royal Street,tertiary,49.15766301553256,,,"LINESTRING (-111.488208 40.625301, -111.488439 40.625707)"
2164893768,83891176,0,10163035,Royal Street,tertiary,237.1958389845638,,,"LINESTRING (-111.488208 40.625301, -111.488098 40.625028, -111.488088 40.624908, -111.488121 40.624772, -111.488195 40.624504, -111.488216 40.624344, -111.4882 40.624177, -111.48817 40.624086, -111.488102 40.62388, -111.487911 40.623589, -111.487857 40.623413, -111.48785 40.623238)"
2164893768,83886659,0,36744117,Bald Eagle Drive,residential,82.39584373708345,,,"LINESTRING (-111.488208 40.625301, -111.487778 40.625415, -111.487622 40.625415, -111.487521 40.625383, -111.487465 40.625319, -111.487466 40.625202)"
2164893787,83885263,0,10163033,Royal Street,tertiary,55.98211502726203,,,"LINESTRING (-111.482159 40.638928, -111.48206 40.638882, -111.482004 40.638822, -111.481976 40.638746, -111.482002 40.638651, -111.482062 40.638584, -111.48216 40.638544)"
2164893787,9900556724,0,10163033,Royal Street,tertiary,381.312062899798,,,"LINESTRING (-111.482159 40.638928, -111.482449 40.639018, -111.482558 40.639099, -111.483687 40.640355, -111.484093 40.64084, -111.48467 40.641306, -111.485019 40.641522)"
