trail_name,sampled_length_miles,topography_sample_count,minimum_elevation_feet,maximum_elevation_feet,mean_elevation_feet,elevation_range_feet,mean_slope_degrees,median_slope_degrees,maximum_slope_degrees,north_facing_pct,east_facing_pct,south_facing_pct,west_facing_pct,final_area,latitude,longitude,distance_miles,source
Cobblestone Trail,1.7,141,6505.3,6938.7,6723.8,433.4,11.4,10.3,28.4,25.5,10.6,8.5,55.3,Jeremy Ranch / Glenwild,40.75512641497514,-111.52744418745776,1.7237877253936833,OpenStreetMap
Colin's Trail,1.8,152,6641.1,7390.4,7029.9,749.2,21.7,22.5,34.0,3.3,0.0,53.9,42.8,Jeremy Ranch / Glenwild,40.69629937433107,-111.55671582168428,1.7996675634848909,OpenStreetMap
Crazy Eights,0.8,66,6460.7,6726.9,6580.7,266.2,11.1,11.4,14.2,7.6,72.7,19.7,0.0,Jeremy Ranch / Glenwild,40.74908550583131,-111.55291850861556,0.7774459190815921,OpenStreetMap
Cutter Lane,0.2,21,6431.6,6445.1,6437.7,13.5,2.1,2.0,3.3,0.0,33.3,66.7,0.0,Jeremy Ranch / Glenwild,40.7083260127391,-111.53140227257067,0.2201115857377402,OpenStreetMap
Dropout,0.9,79,6420.7,6743.0,6576.0,322.2,8.2,7.7,12.5,0.0,16.5,83.5,0.0,Jeremy Ranch / Glenwild,40.74673233142679,-111.55449028155309,0.885472021426475,OpenStreetMap
Dubois,1.4,121,6622.8,7164.4,6878.9,541.6,16.3,18.1,32.1,24.8,1.7,34.7,38.8,Jeremy Ranch / Glenwild,40.698630398586985,-111.55581872982933,1.3918128789172683,OpenStreetMap
Fink Again,0.9,77,6445.1,6727.8,6586.2,282.7,11.7,11.8,14.8,66.2,33.8,0.0,0.0,Jeremy Ranch / Glenwild,40.75125285000831,-111.55541181172696,0.9363825896037886,OpenStreetMap
Flying Dog,6.1,494,6867.4,7759.1,7321.2,891.7,17.8,17.6,31.1,54.3,26.7,9.5,9.5,Jeremy Ranch / Glenwild,40.77237660098178,-111.54161762597796,6.0632071432821455,OpenStreetMap
Glenwild Loop,5.9,481,6431.8,7136.4,6701.6,704.7,11.6,10.8,29.7,35.1,19.3,6.4,39.1,Jeremy Ranch / Glenwild,40.73989427988239,-111.52813430357229,5.873480493400596,OpenStreetMap
Glenwild Loop / Wasatch,0.2,21,6444.0,6454.5,6451.3,10.5,3.4,1.7,9.0,57.1,0.0,0.0,42.9,Jeremy Ranch / Glenwild,40.74589846722535,-111.509614206256,0.2431296361157769,OpenStreetMap
Insurgent,0.6,50,7618.3,8148.8,7873.2,530.5,21.7,22.6,32.5,0.0,0.0,74.0,26.0,Jeremy Ranch / Glenwild,40.68610182305705,-111.58195303109213,0.5805135364726814,OpenStreetMap
Iron Bill,2.0,169,6718.2,7267.2,7034.2,549.1,19.0,19.1,32.3,16.6,0.0,29.0,54.4,Jeremy Ranch / Glenwild,40.70817834974828,-111.55726593666238,1.9824030524192755,OpenStreetMap
Jailbreak,0.5,50,6261.8,6299.2,6277.4,37.5,10.6,8.6,29.3,18.0,60.0,22.0,0.0,Jeremy Ranch / Glenwild,40.75712939272894,-111.56214780445411,0.5489737037583557,OpenStreetMap
Legacy Loop,0.7,60,7260.5,7397.4,7342.6,136.9,17.1,16.5,26.3,25.0,30.0,1.7,43.3,Jeremy Ranch / Glenwild,40.705995804360256,-111.55961886682412,0.662737942065351,OpenStreetMap
Legacy Ridge,0.5,41,7364.1,7451.5,7414.3,87.3,10.3,9.7,21.0,2.4,43.9,12.2,41.5,Jeremy Ranch / Glenwild,40.70648419743829,-111.5603960205038,0.4942346051091288,OpenStreetMap
Legacy. Loop,0.4,34,7345.2,7385.4,7363.1,40.2,15.4,15.0,20.8,0.0,29.4,38.2,32.4,Jeremy Ranch / Glenwild,40.70737188748682,-111.5599210439625,0.3709751000415134,OpenStreetMap
Miss Billy's,1.1,104,6557.2,6663.6,6614.6,106.5,2.9,2.6,7.1,0.0,1.9,67.3,30.8,Jeremy Ranch / Glenwild,40.69127466685039,-111.54016400735836,1.081904915000023,OpenStreetMap
Mountain Ranch,0.2,17,6438.4,6472.3,6453.3,33.9,4.0,3.4,7.0,0.0,29.4,70.6,0.0,Jeremy Ranch / Glenwild,40.719482563829935,-111.5082007499112,0.1871364768926466,OpenStreetMap
North 400 West,0.5,41,6427.3,6455.3,6441.4,28.0,1.2,1.0,3.2,0.0,7.3,53.7,39.0,Jeremy Ranch / Glenwild,40.70279368500318,-111.51897621463831,0.4898579521444969,OpenStreetMap
Preserve Connector,0.9,76,7066.5,7395.2,7230.0,328.7,18.8,19.4,29.7,28.9,68.4,1.3,1.3,Jeremy Ranch / Glenwild,40.76330147562161,-111.54585203221042,0.923971673887967,OpenStreetMap
RTS,2.6,233,6478.1,6718.6,6598.1,240.5,7.8,7.2,18.3,2.1,0.0,22.3,75.5,Jeremy Ranch / Glenwild,40.71664642216084,-111.55523569599896,2.5792028251408645,OpenStreetMap
RTS / BLT,0.4,30,6711.6,6827.5,6768.3,115.9,17.1,17.3,28.4,10.0,0.0,6.7,83.3,Jeremy Ranch / Glenwild,40.71544842193981,-111.5580228733734,0.3549339694146537,OpenStreetMap
Short Cut,0.9,76,7945.4,8245.4,8081.5,300.0,19.6,23.0,31.3,28.9,0.0,47.4,23.7,Jeremy Ranch / Glenwild,40.68025862222409,-111.57883598783349,0.9264544503510076,OpenStreetMap
Stealth Connector / Pheasant Way,0.3,22,6330.9,6398.1,6361.5,67.2,5.3,4.7,14.3,59.1,9.1,27.3,4.5,Jeremy Ranch / Glenwild,40.73167942348123,-111.54708752211994,0.2537640804940234,OpenStreetMap
Stealth Trail,2.3,200,6346.1,6903.5,6560.0,557.4,15.2,16.1,27.2,66.5,32.0,0.5,1.0,Jeremy Ranch / Glenwild,40.73631275924013,-111.5447596003018,2.311077272526553,OpenStreetMap
Team Cutthroat Downhill,0.3,29,6546.5,6754.3,6618.0,207.7,12.4,12.3,17.8,0.0,0.0,100.0,0.0,Jeremy Ranch / Glenwild,40.74619331694971,-111.55242052130288,0.3422325804737415,OpenStreetMap
The Graduate,0.7,64,6257.5,6445.1,6343.1,187.5,13.1,11.3,30.2,17.2,50.0,28.1,4.7,Jeremy Ranch / Glenwild,40.7534431855279,-111.56237742796368,0.7069880473321413,OpenStreetMap
Winchester Trail,0.2,21,6433.3,6465.9,6453.0,32.6,7.5,7.9,12.5,0.0,0.0,0.0,100.0,Jeremy Ranch / Glenwild,40.71094932830698,-111.54449441430567,0.2434703478411478,OpenStreetMap
An Unexpected Journey Trail,0.6,51,6708.3,6758.4,6731.9,50.1,21.3,22.6,26.9,13.7,86.3,0.0,0.0,Jordanelle,40.584095263003086,-111.41492155800285,0.6097309546769157,OpenStreetMap
Beep Beep Trail,1.5,129,6583.6,6771.5,6670.3,187.9,16.3,16.1,26.5,0.0,20.2,66.7,13.2,Jordanelle,40.59039066618902,-111.4033797731244,1.544574065330985,OpenStreetMap
Big Dipper,2.2,175,6614.9,7331.5,6961.2,716.6,21.1,21.2,34.9,39.4,0.0,4.0,56.6,Jordanelle,40.66018548005414,-111.43175307695702,2.150852926658403,OpenStreetMap
Constellation Trail,0.7,58,6191.6,6323.4,6261.6,131.9,9.0,8.6,16.7,5.2,0.0,10.3,84.5,Jordanelle,40.6428753631073,-111.43505033038012,0.6966569774617706,OpenStreetMap
Coyote Loop Trail,0.8,62,6834.6,6980.4,6895.7,145.9,11.1,10.1,26.7,9.7,6.5,58.1,25.8,Jordanelle,40.58676467246392,-111.40272629625528,0.7495610202043609,OpenStreetMap
Deep Park Circle,0.2,14,6368.7,6401.6,6383.2,32.9,7.2,6.4,17.5,0.0,0.0,50.0,50.0,Jordanelle,40.626894083286025,-111.43587347972714,0.1506330714576121,OpenStreetMap
Jordanelle (West Bank) Trail,2.3,199,6170.8,6291.4,6210.9,120.6,9.7,9.2,24.7,24.1,2.0,42.2,31.7,Jordanelle,40.63639192686843,-111.4311179892118,2.3115618395412643,OpenStreetMap
Jordanelle Perimeter Trail,9.3,765,6169.9,6411.7,6216.7,241.9,15.2,14.7,34.0,30.5,40.5,11.2,17.8,Jordanelle,40.633349610731685,-111.4121970547725,9.288208231184122,OpenStreetMap
Kaboom Trail / Call Sign Casa Trail,1.1,93,6791.2,7063.8,6888.6,272.6,22.7,22.4,32.9,0.0,0.0,35.5,64.5,Jordanelle,40.62794719612903,-111.45468580169128,1.1339625494783907,OpenStreetMap
Keetley,0.9,76,6176.9,6309.9,6255.4,133.0,5.8,5.5,11.3,36.8,59.2,3.9,0.0,Jordanelle,40.6438983646529,-111.4097274639112,0.9241192040692142,OpenStreetMap
Longview,0.3,26,6286.3,6315.8,6299.6,29.5,9.2,8.1,22.1,26.9,69.2,3.8,0.0,Jordanelle,40.65785550770212,-111.4151527495857,0.2990694202291336,OpenStreetMap
Looney Tunes Trail,1.2,99,6976.5,7255.9,7149.3,279.3,12.9,13.2,21.5,0.0,3.0,78.8,18.2,Jordanelle,40.58370423178651,-111.40605522395904,1.2149332537913544,OpenStreetMap
Milky Way,1.2,99,6613.3,6963.5,6795.1,350.2,20.9,21.0,24.9,78.8,7.1,0.0,14.1,Jordanelle,40.65767372971338,-111.43373089841624,1.2128282786264954,OpenStreetMap
Milky Way / Two Rocks,0.5,42,6482.8,6616.9,6558.6,134.1,17.8,17.5,24.0,64.3,0.0,0.0,35.7,Jordanelle,40.66056479638159,-111.42608338059031,0.4980221542265608,OpenStreetMap
North Ross Creek Trail,0.8,70,6296.2,6565.5,6405.0,269.4,11.7,9.8,33.0,31.4,12.9,15.7,40.0,Jordanelle,40.66585897507511,-111.42082357173696,0.8483496767419276,OpenStreetMap
Oh Deer Flow,0.6,51,6282.9,6510.0,6403.1,227.1,14.6,15.3,20.1,7.8,0.0,0.0,92.2,Jordanelle,40.66237367218405,-111.42118550237925,0.612800950513697,OpenStreetMap
Putty Tat Trail,0.6,49,6468.3,6590.1,6514.0,121.8,10.5,9.5,25.2,0.0,30.6,59.2,10.2,Jordanelle,40.59267845848291,-111.40267007297948,0.5716105826740486,OpenStreetMap
Riverview West Trail,1.8,154,6501.9,6978.6,6730.6,476.7,18.7,20.9,27.7,11.7,51.9,33.1,3.2,Jordanelle,40.58565113588149,-111.41386481977428,1.8207027453567053,OpenStreetMap
Skyridge Peak Trail / Milky Way,1.2,97,6963.5,7331.5,7139.2,368.0,22.4,23.3,33.7,59.8,28.9,0.0,11.3,Jordanelle,40.65984634182248,-111.4368345884266,1.1880734420167751,OpenStreetMap
Sven,0.1,15,6282.2,6318.4,6299.4,36.2,11.9,10.3,19.9,13.3,86.7,0.0,0.0,Jordanelle,40.66216079919324,-111.41880056586604,0.1209209035330993,OpenStreetMap
Tideline,0.1,12,6521.2,6544.8,6530.0,23.7,15.1,14.5,25.1,91.7,8.3,0.0,0.0,Jordanelle,40.64171272429878,-111.40053564270964,0.1156865066044314,OpenStreetMap
Tweety Bird Trail,0.7,55,6477.2,6665.7,6568.1,188.5,10.6,10.3,18.3,0.0,20.0,80.0,0.0,Jordanelle,40.59084253440856,-111.40816741687898,0.6642941640675584,OpenStreetMap
Wada Way,1.7,138,6181.8,6350.5,6267.2,168.7,6.6,6.2,14.8,23.2,76.1,0.7,0.0,Jordanelle,40.65139897157171,-111.41292348157292,1.6600420391582622,OpenStreetMap
We'll Go From There,0.1,13,6666.1,6712.9,6692.5,46.8,10.7,9.9,18.4,0.0,0.0,23.1,76.9,Jordanelle,40.633559740125165,-111.4528915193202,0.1478023793008544,OpenStreetMap
You Get It,0.5,42,6702.7,6863.6,6774.5,161.0,14.4,14.5,21.0,4.8,0.0,4.8,90.5,Jordanelle,40.63417280890808,-111.45447628262694,0.483350030265907,OpenStreetMap
9K Trail,5.8,485,8959.5,9439.0,9222.8,479.4,20.4,21.0,37.9,18.4,9.7,46.2,25.8,Park City / PCMR,40.61454424262402,-111.5340694590712,5.767282904473127,OpenStreetMap
Alta-Brighton Trail,0.9,74,8748.9,9462.1,9081.0,713.2,12.4,11.7,28.0,13.5,2.7,25.7,58.1,Park City / PCMR,40.59874189108338,-111.5904390735144,0.9015372231824904,OpenStreetMap
Apex,2.2,186,8755.5,9591.9,9146.4,836.4,18.6,17.3,36.0,0.0,34.4,65.1,0.5,Park City / PCMR,40.62520958876211,-111.53395003281469,2.200414655117812,OpenStreetMap
Armstrong,3.8,312,6958.3,8237.6,7566.3,1279.4,20.8,21.5,33.2,0.0,8.3,30.4,61.2,Park City / PCMR,40.65248508262897,-111.52994268919429,3.8278321903815673,OpenStreetMap
Blazing Saddle,0.7,58,9295.6,9481.6,9384.9,186.0,18.3,19.7,28.9,51.7,0.0,0.0,48.3,Park City / PCMR,40.61652898868821,-111.55635878361066,0.6851559960428182,OpenStreetMap
Boot Hill,0.3,26,6805.1,6895.8,6853.1,90.7,16.2,16.7,22.9,46.2,50.0,3.8,0.0,Park City / PCMR,40.66311538182378,-111.50841776480048,0.2893387629353953,OpenStreetMap
Boot Hill Connect,0.2,20,6895.8,6941.9,6921.4,46.2,11.7,12.5,16.7,20.0,45.0,30.0,5.0,Park City / PCMR,40.66384832032967,-111.50809692977944,0.2267447819986804,OpenStreetMap
Brighton Lakes Trail,1.9,169,8827.7,9547.3,9276.0,719.6,15.1,13.7,36.8,6.5,16.0,50.9,26.6,Park City / PCMR,40.59287052758444,-111.58751257009568,1.897257838504431,OpenStreetMap
CMG,2.9,249,7010.6,8231.6,7606.5,1221.0,21.0,21.5,38.4,0.0,36.1,41.0,22.9,Park City / PCMR,40.645848884326966,-111.51679268892973,2.9354415022680653,OpenStreetMap
Catherine's Pass Trail,1.5,124,9379.6,10222.3,9753.9,842.7,16.9,17.1,36.8,16.9,39.5,16.9,26.6,Park City / PCMR,40.585096359880005,-111.59078643106362,1.5251058935096915,OpenStreetMap
Claim Jumper,1.4,133,7689.3,8633.5,8147.6,944.2,17.2,19.1,28.0,2.3,66.9,21.1,9.8,Park City / PCMR,40.63958065995946,-111.52518162563226,1.4407665489024002,OpenStreetMap
Clayton Peak Trail,2.0,175,9358.3,10347.8,9813.5,989.4,19.0,18.5,35.6,1.1,38.3,54.3,6.3,Park City / PCMR,40.58693552999217,-111.57085635011327,2.017634735594292,OpenStreetMap
Colony Mid Mountain Connector,0.5,39,8408.0,8464.3,8429.2,56.4,26.1,29.3,34.9,0.0,0.0,17.9,82.1,Park City / PCMR,40.65011049975458,-111.53932673410868,0.4704632133189834,OpenStreetMap
Comstock Mine Trail,0.6,52,8545.6,8846.5,8723.6,300.9,13.4,13.2,25.9,0.0,0.0,13.5,86.5,Park City / PCMR,40.62270505527668,-111.54357954562096,0.6324903168932815,OpenStreetMap
Crescent Ridge,1.0,95,7832.5,8633.9,8289.2,801.4,11.1,10.8,16.6,1.1,23.2,75.8,0.0,Park City / PCMR,40.64328062856461,-111.5205999025961,1.0433609873417355,OpenStreetMap
Cyn City,2.6,214,8372.6,9048.5,8700.1,675.9,21.1,21.0,34.1,1.4,7.0,85.5,6.1,Park City / PCMR,40.62106458390316,-111.52108056020784,2.616941651468565,OpenStreetMap
Dawns Trail,0.9,71,7415.0,7576.9,7505.7,161.9,21.9,20.3,35.0,0.0,46.5,31.0,22.5,Park City / PCMR,40.65039115727101,-111.52578815180028,0.8691095373150084,OpenStreetMap
Dead Tree,0.8,65,9569.8,9775.6,9653.6,205.8,26.5,27.5,37.8,35.4,21.5,43.1,0.0,Park City / PCMR,40.611358588022426,-111.54588982448988,0.7709582364292185,OpenStreetMap
Eagle Trail,0.5,46,7477.4,7838.4,7664.9,361.0,22.7,23.0,32.0,0.0,0.0,95.7,4.3,Park City / PCMR,40.65138382915936,-111.51929067308184,0.5175131513522067,OpenStreetMap
Eagle Way,0.9,75,7416.7,7660.5,7538.9,243.7,11.8,11.7,19.5,21.3,25.3,40.0,13.3,Park City / PCMR,40.65295946154777,-111.48775315119684,0.9169203474436032,OpenStreetMap
East Fallen Pines Lane,0.6,50,8602.1,8801.9,8712.4,199.8,12.6,12.9,19.7,0.0,2.0,72.0,26.0,Park City / PCMR,40.61551642366452,-111.57912837068116,0.5879803275441051,OpenStreetMap
Easy Rider,2.3,192,8764.0,9471.9,9141.3,707.9,14.6,13.4,33.3,0.5,82.3,16.1,1.0,Park City / PCMR,40.59580193116481,-111.57632308440664,2.2708947344219883,OpenStreetMap
Evil Empire,0.9,75,8443.1,9143.3,8746.8,700.2,13.8,14.4,22.8,0.0,0.0,68.0,32.0,Park City / PCMR,40.61923823662483,-111.52513988679308,0.8743382179085835,OpenStreetMap
Fat Lip,1.0,83,8870.4,8982.9,8931.1,112.5,20.9,20.7,36.0,34.9,0.0,6.0,59.0,Park City / PCMR,40.62192963761681,-111.5279713594279,0.9500749325664994,OpenStreetMap
First Time,0.5,56,6905.7,7178.9,7041.1,273.2,8.6,8.6,19.4,0.0,3.6,57.1,39.3,Park City / PCMR,40.65050878239233,-111.51048291433958,0.5496569147394741,OpenStreetMap
First Time Return,0.7,67,6953.0,7139.2,7073.8,186.2,15.6,15.9,24.7,0.0,0.0,22.4,77.6,Park City / PCMR,40.65021414919943,-111.51090683334832,0.6912391260436946,OpenStreetMap
Flat Cable,1.0,92,7399.9,7706.1,7565.4,306.2,13.5,12.9,28.3,0.0,37.0,51.1,12.0,Park City / PCMR,40.644102718034645,-111.505628746172,0.9540180176956105,OpenStreetMap
Flat Iron,0.6,52,8260.7,8492.0,8393.5,231.3,15.3,14.7,28.6,19.2,0.0,15.4,65.4,Park City / PCMR,40.62696082564811,-111.51719430456902,0.5992409148204252,OpenStreetMap
Forest Glen Trail,0.2,21,8661.3,8874.6,8765.8,213.3,24.6,26.4,35.4,0.0,95.2,4.8,0.0,Park City / PCMR,40.61089948644494,-111.5784844905115,0.2453640829723189,OpenStreetMap
Freemason,1.5,129,6779.4,7074.6,6949.6,295.2,21.4,21.4,30.0,5.4,40.3,54.3,0.0,Park City / PCMR,40.65768683021079,-111.49819012622744,1.5379335402343446,OpenStreetMap
Full Steam Billy,0.3,29,7161.5,7277.5,7246.4,116.1,14.8,15.0,18.5,27.6,72.4,0.0,0.0,Park City / PCMR,40.64842922650065,-111.4945100220623,0.3374081234612734,OpenStreetMap
Gambel Oak North,0.3,28,7038.2,7171.9,7112.6,133.7,14.8,14.6,18.8,0.0,92.9,7.1,0.0,Park City / PCMR,40.65915752473873,-111.48180315635692,0.3167296696104135,OpenStreetMap
Gambel Oak Trail,1.0,89,7205.8,7543.6,7408.0,337.8,12.0,14.4,18.4,71.9,0.0,12.4,15.7,Park City / PCMR,40.64847351910524,-111.48419757905585,1.0303762680603132,OpenStreetMap
Gold Finger,1.1,93,7876.6,8290.6,8081.9,414.1,25.9,25.7,31.6,0.0,100.0,0.0,0.0,Park City / PCMR,40.65997467243904,-111.55431689925648,1.1421294028531843,OpenStreetMap
Golden Needle,0.8,69,9288.1,10347.8,9811.4,1059.8,17.7,17.1,28.2,2.9,95.7,1.4,0.0,Park City / PCMR,40.59452078975266,-111.56725110409884,0.832380653077749,OpenStreetMap
Gotcha Cuttoff,1.5,130,7178.9,8078.5,7673.2,899.6,20.8,21.4,35.8,0.8,0.0,3.1,96.2,Park City / PCMR,40.64587964864319,-111.5166123821088,1.4811424334770853,OpenStreetMap
H.A.M.,0.8,69,7699.4,7896.1,7780.5,196.7,25.5,24.6,37.0,1.4,15.9,36.2,46.4,Park City / PCMR,40.64547382276132,-111.53139851516626,0.7953158162855987,OpenStreetMap
Hang Time South,0.3,24,6861.7,7117.7,6970.8,255.9,12.7,12.3,19.7,0.0,33.3,66.7,0.0,Park City / PCMR,40.65853660632904,-111.49606808644194,0.2624543793306007,OpenStreetMap
Iron Man,2.9,242,7976.8,8555.0,8305.8,578.2,25.4,25.4,36.0,9.5,45.9,16.5,28.1,Park City / PCMR,40.6585520468376,-111.5452566956134,2.9350941430116486,OpenStreetMap
Iron Mountain Trail,0.5,45,8553.9,9013.4,8753.8,459.4,19.3,20.1,26.2,26.7,53.3,15.6,4.4,Park City / PCMR,40.65649532455427,-111.54475504732362,0.5413267620786247,OpenStreetMap
Jenni's Trail,1.4,124,6966.1,7501.1,7207.7,535.0,15.8,15.8,25.3,1.6,8.9,35.5,54.0,Park City / PCMR,40.64869166733497,-111.51220769740809,1.4050051306446678,OpenStreetMap
Jenni's Trail upper,3.1,266,7487.3,8174.7,7789.7,687.4,20.5,20.2,38.0,0.0,22.6,47.4,30.1,Park City / PCMR,40.63937813819639,-111.5112423147728,3.115540806319588,OpenStreetMap
Johns '99,1.1,96,8080.5,8193.1,8128.2,112.6,19.7,20.3,35.7,43.8,0.0,38.5,17.7,Park City / PCMR,40.62911828578874,-111.50998374795329,1.1463272598720602,OpenStreetMap
Johns Trail,1.8,159,7711.1,8249.6,8041.4,538.5,13.1,13.9,25.5,8.2,3.8,53.5,34.6,Park City / PCMR,40.63760825426597,-111.50539626371148,1.8455851721343832,OpenStreetMap
Jupiter Peak,1.2,107,9729.6,9994.3,9871.3,264.6,14.3,12.7,30.3,26.2,39.3,21.5,13.1,Park City / PCMR,40.610319419324455,-111.54904593331813,1.2326219673735002,OpenStreetMap
Jupiter Ridge,0.2,16,9741.8,9992.4,9869.4,250.7,16.9,16.3,26.1,12.5,0.0,6.2,81.2,Park City / PCMR,40.61268065771163,-111.53867835914352,0.1794359184741005,OpenStreetMap
Keystone Trail,2.6,221,8572.7,9030.6,8890.7,457.8,17.5,17.7,34.7,19.5,26.7,25.8,28.1,Park City / PCMR,40.62506440637064,-111.53055382777043,2.603688918161734,OpenStreetMap
Loose Moose,0.8,70,7294.0,7580.3,7446.3,286.3,22.5,23.8,36.4,0.0,77.1,22.9,0.0,Park City / PCMR,40.64358346695202,-111.50940341630726,0.8327992481641062,OpenStreetMap
Lost Prospector,3.2,275,6865.2,7153.9,7044.5,288.7,19.8,20.1,32.6,5.5,42.2,46.5,5.8,Park City / PCMR,40.659849225736586,-111.4888557229514,3.165131184572034,OpenStreetMap
Lower Masonic,0.6,54,7070.4,7149.0,7113.0,78.7,21.2,21.4,30.9,27.8,63.0,9.3,0.0,Park City / PCMR,40.65358630670372,-111.49972319928794,0.6332320084261772,OpenStreetMap
Masonic,1.3,106,7131.6,7508.3,7283.0,376.8,18.7,18.8,28.4,0.0,9.4,72.6,17.9,Park City / PCMR,40.65628760128763,-111.48965728213436,1.271607741089301,OpenStreetMap
McConkeys,2.1,186,8486.4,9586.3,8958.8,1099.9,14.0,13.8,26.4,1.1,3.2,40.3,55.4,Park City / PCMR,40.617956923480186,-111.52625119796232,2.0961182087109456,OpenStreetMap
McConkeys / Io Trail (Middle),0.6,51,9432.6,9692.2,9588.6,259.6,19.8,24.9,29.9,72.5,0.0,7.8,19.6,Park City / PCMR,40.61168680632571,-111.53326494678502,0.6153542674060682,OpenStreetMap
Mid-Mountain Connect,0.1,11,8162.9,8233.9,8201.7,70.9,12.6,11.6,20.5,18.2,0.0,18.2,63.6,Park City / PCMR,40.63223012461414,-111.51309555497544,0.1167135462795945,OpenStreetMap
Mid-Mountain Trail,18.5,1567,7828.1,8515.6,8168.3,687.6,22.2,22.8,43.0,9.3,15.6,32.0,43.0,Park City / PCMR,40.64534582424172,-111.53118141177607,18.51272067997981,OpenStreetMap
Miner's Mile,0.4,37,8340.5,8549.3,8457.0,208.8,7.8,7.9,11.2,0.0,0.0,21.6,78.4,Park City / PCMR,40.62728968091632,-111.51804021102016,0.3540798612341984,OpenStreetMap
Mojave,0.9,83,8364.7,8732.7,8540.4,368.0,18.7,19.2,30.2,0.0,86.7,13.3,0.0,Park City / PCMR,40.634971780917176,-111.5211432294971,0.9499789145357528,OpenStreetMap
Moose Tracks Trail,0.9,82,9081.2,9389.1,9258.1,307.9,16.5,15.7,26.8,14.6,78.0,7.3,0.0,Park City / PCMR,40.59516414126596,-111.57427709390586,0.9482843470853516,OpenStreetMap
Moosehouse,0.3,26,7714.9,8073.3,7902.6,358.3,16.2,18.9,24.8,7.7,0.0,65.4,26.9,Park City / PCMR,40.63204398195126,-111.5038481086022,0.3062561137781002,OpenStreetMap
Old Stage Crest Connect,0.3,28,8989.0,9157.0,9057.3,168.0,21.7,19.4,31.0,10.7,75.0,14.3,0.0,Park City / PCMR,40.61247305094488,-111.5715274805363,0.3344944466360897,OpenStreetMap
Payday,1.7,145,7139.7,8117.7,7598.1,978.1,11.4,11.3,22.6,0.0,16.6,75.9,7.6,Park City / PCMR,40.64053545819342,-111.51124538504462,1.6578445014012289,OpenStreetMap
Perrier Pass,0.1,11,9397.1,9469.1,9445.9,72.0,21.9,24.1,25.7,0.0,0.0,90.9,9.1,Park City / PCMR,40.61814002894983,-111.53826776190397,0.1195695840680592,OpenStreetMap
Pinecone Ridge,3.9,320,8421.5,9841.4,9084.9,1419.9,22.7,23.0,32.2,6.2,20.0,35.6,38.1,Park City / PCMR,40.63337906740186,-111.54644099265712,3.9309991287172,OpenStreetMap
Pioneer Ridge,0.8,70,9398.0,9865.2,9598.5,467.2,17.9,16.4,31.7,2.9,10.0,58.6,28.6,Park City / PCMR,40.61649374604546,-111.53892521633333,0.7767517912685624,OpenStreetMap
Powerline Trail,0.6,55,8185.7,8545.6,8362.6,359.9,13.0,13.1,19.1,0.0,3.6,7.3,89.1,Park City / PCMR,40.63015217582808,-111.53743024085954,0.6425841178093065,OpenStreetMap
Red Bull,1.2,105,7139.7,8293.6,7769.0,1153.9,19.0,20.4,29.9,0.0,0.0,48.6,51.4,Park City / PCMR,40.63958635838598,-111.51326842477698,1.2102526894976444,OpenStreetMap
Richochet,2.5,218,6918.4,8101.8,7468.3,1183.4,22.5,22.8,36.7,0.0,1.4,60.1,38.5,Park City / PCMR,40.68638148266805,-111.57139393545772,2.4846855392912626,OpenStreetMap
Rock Chuck Trail,1.0,85,9377.3,9855.0,9680.6,477.7,12.5,11.5,28.4,0.0,47.1,52.9,0.0,Park City / PCMR,40.58874474594925,-111.56839301918852,1.0077375525097023,OpenStreetMap
Rogue Rider Trail,2.2,198,9049.7,9871.9,9423.9,822.2,16.5,15.5,29.0,0.5,27.8,71.7,0.0,Park City / PCMR,40.60699361060532,-111.56187339427328,2.151498304166323,OpenStreetMap
Rosebud,0.4,37,8315.5,8439.7,8390.4,124.2,17.4,16.4,24.9,0.0,75.7,24.3,0.0,Park City / PCMR,40.63966083548988,-111.52257618003053,0.4046585947783027,OpenStreetMap
Rosebud's Heaven,2.1,173,7148.5,7503.1,7326.9,354.6,26.9,26.5,39.8,55.5,2.3,4.6,37.6,Park City / PCMR,40.69195554103422,-111.5659528759652,2.109044841061128,OpenStreetMap
SOS,0.3,23,6720.9,6916.3,6803.8,195.3,13.6,14.3,26.1,0.0,8.7,78.3,13.0,Park City / PCMR,40.666448184385416,-111.48116864087982,0.2614854280682154,OpenStreetMap
Scott's Bypass,1.4,114,9481.4,9770.8,9658.7,289.3,20.2,20.1,35.8,21.1,69.3,9.6,0.0,Park City / PCMR,40.612047856355446,-111.55918064050742,1.3748730967894798,OpenStreetMap
Seldom Seen,1.9,163,7104.9,7720.5,7435.6,615.6,20.5,19.1,37.4,0.6,9.2,19.0,71.2,Park City / PCMR,40.64892938917546,-111.51571616491609,1.9030165817159364,OpenStreetMap
Shadow Lake,0.8,72,9037.5,9310.6,9179.4,273.1,15.7,14.4,34.6,8.3,15.3,41.7,34.7,Park City / PCMR,40.61596037279941,-111.55009628848111,0.8338649151150108,OpenStreetMap
Short Fuse,0.3,27,8340.4,8526.1,8439.4,185.7,19.4,21.8,26.7,0.0,3.7,77.8,18.5,Park City / PCMR,40.6346970517688,-111.52339576593836,0.3171547261851281,OpenStreetMap
Silver Queen,1.0,79,8376.5,8720.1,8558.9,343.6,22.5,23.1,30.5,2.5,0.0,0.0,97.5,Park City / PCMR,40.63391819864852,-111.51755091640152,0.9580834923564564,OpenStreetMap
