trail_name,final_area,latitude,longitude,distance_miles,segment_count,node_count,source,review_notes
Payday,Park City / PCMR,40.64053545819342,-111.51124538504462,1.6578445014012289,7,8,OpenStreetMap,
Perrier Pass,Park City / PCMR,40.61814002894983,-111.53826776190397,0.1195695840680592,1,2,OpenStreetMap,
Pinecone Ridge,Park City / PCMR,40.63337906740186,-111.54644099265712,3.9309991287172,2,3,OpenStreetMap,
Pioneer Ridge,Park City / PCMR,40.61649374604546,-111.53892521633333,0.7767517912685624,5,6,OpenStreetMap,
Powerline Trail,Park City / PCMR,40.63015217582808,-111.53743024085954,0.6425841178093065,2,3,OpenStreetMap,
Red Bull,Park City / PCMR,40.63958635838598,-111.51326842477698,1.2102526894976444,5,6,OpenStreetMap,
Richochet,Park City / PCMR,40.68638148266805,-111.57139393545772,2.4846855392912626,13,14,OpenStreetMap,
Rock Chuck Trail,Park City / PCMR,40.58874474594925,-111.56839301918852,1.0077375525097023,3,4,OpenStreetMap,
Rogue Rider Trail,Park City / PCMR,40.60699361060532,-111.56187339427328,2.151498304166323,18,17,OpenStreetMap,
Rosebud,Park City / PCMR,40.63966083548988,-111.52257618003053,0.4046585947783027,3,4,OpenStreetMap,
Rosebud's Heaven,Park City / PCMR,40.69195554103422,-111.5659528759652,2.109044841061128,2,3,OpenStreetMap,
SOS,Park City / PCMR,40.666448184385416,-111.48116864087982,0.2614854280682154,1,2,OpenStreetMap,
Scott's Bypass,Park City / PCMR,40.612047856355446,-111.55918064050742,1.3748730967894798,2,3,OpenStreetMap,
Seldom Seen,Park City / PCMR,40.64892938917546,-111.51571616491609,1.9030165817159364,7,8,OpenStreetMap,
Shadow Lake,Park City / PCMR,40.61596037279941,-111.55009628848111,0.8338649151150108,3,4,OpenStreetMap,
Short Fuse,Park City / PCMR,40.6346970517688,-111.52339576593836,0.3171547261851281,1,2,OpenStreetMap,
Silver Queen,Park City / PCMR,40.63391819864852,-111.51755091640152,0.9580834923564564,1,2,OpenStreetMap,
Silver Spur,Park City / PCMR,40.65266965116334,-111.5117818738982,0.6613452460505429,8,9,OpenStreetMap,
Skid Row,Park City / PCMR,40.66845831872771,-111.47381352761975,1.228688630949173,3,4,OpenStreetMap,
Snake Pit Trail,Park City / PCMR,40.58750533085767,-111.57189033610032,1.0930327267451514,4,5,OpenStreetMap,
South Sweeney,Park City / PCMR,40.64194117786604,-111.49870009761844,0.6611871113329626,5,6,OpenStreetMap,
Spiro Trail,Park City / PCMR,40.64755384631944,-111.52407012433112,3.086557445228568,9,10,OpenStreetMap,
Steps,Park City / PCMR,40.63116043759045,-111.5173271228493,1.0271865786170828,5,6,OpenStreetMap,
Stiff Upper Lip,Park City / PCMR,40.61611691879028,-111.52987009616064,0.5478703892584404,3,4,OpenStreetMap,
Sweeney Switchbacks,Park City / PCMR,40.64428684826398,-111.50263935593632,1.0134383788578578,3,4,OpenStreetMap,
Sweeneys,Park City / PCMR,40.6416793962084,-111.50380066992643,0.3059058167097205,5,6,OpenStreetMap,
Thaynes Canyon,Park City / PCMR,40.62644528922062,-111.539067377105,1.171831613979995,3,4,OpenStreetMap,
Three Candles,Park City / PCMR,40.62931137475258,-111.52248914366156,0.736203524043283,1,2,OpenStreetMap,
Tommys Two Step,Park City / PCMR,40.629024211109055,-111.51829238121942,1.5425276492714048,5,6,OpenStreetMap,
Town,Park City / PCMR,40.64755940729975,-111.49861999854691,0.1071943441342347,2,3,OpenStreetMap,
Trestle,Park City / PCMR,40.63650074050743,-111.50791633233914,1.2563377707356245,11,12,OpenStreetMap,
Upper Loose,Park City / PCMR,40.64060205866311,-111.5081407284332,0.3297738671152663,1,2,OpenStreetMap,
Upper Loose Moose,Park City / PCMR,40.64060459750891,-111.5062344507794,0.1773282288689789,1,2,OpenStreetMap,
Wasatch Crest Connect,Park City / PCMR,40.616974136223725,-111.55736099806312,1.7334255358820347,10,11,OpenStreetMap,
Wasatch Wiggle Trail,Park City / PCMR,40.58570056880523,-111.57390345809982,1.823392089659444,5,6,OpenStreetMap,
BYOB,Pinebrook,40.718283985000745,-111.55661288864135,0.6534171971818998,5,6,OpenStreetMap,
Canyons Downhill,Pinebrook,40.68430916809496,-111.56849091879047,1.2349972851489512,1,2,OpenStreetMap,
Ecker Hill Trail,Pinebrook,40.740364526144575,-111.5667817840803,0.5065013929210281,3,4,OpenStreetMap,
Gorgoza Park,Pinebrook,40.75144469967726,-111.581432624726,1.639316024629228,3,4,OpenStreetMap,
High Meadows Connector,Pinebrook,40.74134938710701,-111.56847869190176,0.1519029057589137,1,2,OpenStreetMap,
Holly's,Pinebrook,40.68604417524608,-111.57782170773478,2.155907893140113,5,6,OpenStreetMap,
Moose Puddle,Pinebrook,40.70548588260783,-111.56718578772085,3.3616251296423325,6,7,OpenStreetMap,
OMH,Pinebrook,40.71997692753587,-111.55773747935044,0.8914186515580015,1,2,OpenStreetMap,
Olympic,Pinebrook,40.69996684096533,-111.57868853500152,1.1975079731476488,1,2,OpenStreetMap,
Pinebrook Point,Pinebrook,40.75079411917499,-111.57994193527573,0.2881355953837226,2,3,OpenStreetMap,
Pinebrook Pointe South,Pinebrook,40.74959135152933,-111.5795998040212,0.1134043234835374,1,2,OpenStreetMap,
Pinebrook Southeast Perimeter / Hunter's Trail of the Mid Mountain,Pinebrook,40.71419878562093,-111.5896757552273,4.525811705643719,1,2,OpenStreetMap,
Pinebrook Southeast Perimeter / Pinebrook SE Perimeter,Pinebrook,40.72863077219642,-111.58102679054537,1.699187531263875,1,2,OpenStreetMap,
Pinebrook Southeast Perimeter Trail,Pinebrook,40.73058687532795,-111.57244227312069,3.880521017620167,5,6,OpenStreetMap,
Powerline,Pinebrook,40.74237998272819,-111.5716363238219,0.3434758479310734,2,3,OpenStreetMap,
Powerline Connector,Pinebrook,40.74298978990414,-111.5728828415412,0.1379497777037637,1,2,OpenStreetMap,
Rob's Trail,Pinebrook,40.69704664952428,-111.5702364046946,2.135786089441396,3,4,OpenStreetMap,
Tall Oaks Circle,Pinebrook,40.73938310561022,-111.57541687830556,0.2701610359040627,1,2,OpenStreetMap,
Yeti's,Pinebrook,40.70910944007779,-111.57083697014414,3.001535224781529,11,10,OpenStreetMap,
Amenti,Round Valley,40.71749758221375,-111.50096260266577,0.6201527187356672,5,6,OpenStreetMap,
Ancient Forest Loop,Round Valley,40.7314260153664,-111.49224006112888,1.0088314000247345,1,2,OpenStreetMap,
Ashley Avenue,Round Valley,40.68155854272997,-111.50389122653404,0.3878409183241668,1,2,OpenStreetMap,
Backslide,Round Valley,40.686236769495366,-111.49111386346571,1.0187654729293538,4,5,OpenStreetMap,
Bamm Bamm,Round Valley,40.71001316656963,-111.50256230173504,0.4041968793867334,1,2,OpenStreetMap,
Barrel Roll,Round Valley,40.69153134198254,-111.48458530535574,0.3669888734172983,2,3,OpenStreetMap,
Big Easy,Round Valley,40.696128326880846,-111.48285293654745,4.8269436046071705,12,13,OpenStreetMap,
Bourbon Street,Round Valley,40.70798253656,-111.48164466049944,0.2584540618096012,1,2,OpenStreetMap,
Bronto Jam,Round Valley,40.71004954775594,-111.501977414722,0.4627420126832732,1,2,OpenStreetMap,
Cammy's,Round Valley,40.69072662264133,-111.49673800313964,0.2430864375303162,4,5,OpenStreetMap,
Downward Dog,Round Valley,40.68865758594976,-111.48489883261024,1.5754699777071195,3,4,OpenStreetMap,
Eagle Cove,Round Valley,40.68665016051084,-111.49786169389527,0.126857981573994,1,2,OpenStreetMap,
Equestrian,Round Valley,40.70215181343843,-111.50219785223597,0.7015956398226353,4,5,OpenStreetMap,
Euston,Round Valley,40.65772556817424,-111.48315877249176,0.3602988732150772,2,3,OpenStreetMap,
Fairway Hills Trail,Round Valley,40.67853348641883,-111.47699791832557,0.329661526415702,2,3,OpenStreetMap,
Fast Pitch Trail,Round Valley,40.6798165110769,-111.47671870073196,1.3230966189034814,7,8,OpenStreetMap,
Field Stone,Round Valley,40.71706243943152,-111.49059329339536,0.3748577406112056,2,3,OpenStreetMap,
Fox Tail Trail,Round Valley,40.66564803508002,-111.47503092801368,0.7903515237253332,4,5,OpenStreetMap,
Gambel Oak Cut,Round Valley,40.65967079074984,-111.47871602858976,0.2825752537940119,1,2,OpenStreetMap,
Happy Gilmor,Round Valley,40.70712360033319,-111.5014684546231,2.0414220867562056,14,15,OpenStreetMap,
Happy Trailside,Round Valley,40.708413441306845,-111.50471867526606,0.1440901138707861,2,3,OpenStreetMap,
Hat Trick Trail,Round Valley,40.678830976721535,-111.47596646172724,1.3099808312583217,5,6,OpenStreetMap,
High Side,Round Valley,40.69388247977245,-111.4770589235944,0.5549129452262923,1,2,OpenStreetMap,
Kari's,Round Valley,40.69160040530727,-111.47515847036864,0.8242142951974101,2,3,OpenStreetMap,
La Dee Duh,Round Valley,40.69261799590889,-111.5001632592338,0.9507017857018896,4,5,OpenStreetMap,
Lynx #2,Round Valley,40.66734087696376,-111.46694625830712,1.5756217268412172,3,4,OpenStreetMap,
Matt's Flat,Round Valley,40.68924275786925,-111.49221205396208,0.9927422892442336,13,14,OpenStreetMap,
Mountain Ranch Estates,Round Valley,40.7173985998433,-111.50812726137713,1.4037578124872,13,14,OpenStreetMap,
Mountain Willow,Round Valley,40.71402930681007,-111.48565937361776,0.3535045636364693,1,2,OpenStreetMap,
Mr Muchrocks,Round Valley,40.70904482572548,-111.50323360919846,0.5037211665124999,10,11,OpenStreetMap,
Nick NAC,Round Valley,40.69210865876878,-111.490120990647,0.1333699109363034,4,5,OpenStreetMap,
Nowhere Elks,Round Valley,40.69018989582584,-111.48311322310164,1.2758017113875393,10,11,OpenStreetMap,
PorcUclimb,Round Valley,40.69402326414524,-111.48517031749344,0.802158431556794,3,4,OpenStreetMap,
Practice Loops,Round Valley,40.68336469607561,-111.47532267974417,0.5628768131850682,4,5,OpenStreetMap,
Pulp Friction,Round Valley,40.69884233324062,-111.50344523686547,1.38302990451943,2,3,OpenStreetMap,
Quinn's Connect,Round Valley,40.68185946906874,-111.4726829059293,0.4939434785004416,4,5,OpenStreetMap,
Rademan Ridge,Round Valley,40.69522706920315,-111.49835765815162,1.3367658963568754,10,11,OpenStreetMap,
Ramble On,Round Valley,40.70159467934347,-111.48028465593316,2.814865841371379,5,6,OpenStreetMap,
Rambler,Round Valley,40.69772226627651,-111.49065578495473,5.416205714045331,21,22,OpenStreetMap,
Rambler DT,Round Valley,40.699080350519786,-111.50674680507665,0.2305178170430023,1,2,OpenStreetMap,
RocMon,Round Valley,40.68788668982749,-111.4548390225179,0.5590620051312057,1,2,OpenStreetMap,
Round Valley Connect,Round Valley,40.70875221615484,-111.50427592382064,0.1195327127740979,4,5,OpenStreetMap,
Round Valley Connector,Round Valley,40.709506874143365,-111.48774034228174,1.923446131207782,14,14,OpenStreetMap,
Round Valley Express,Round Valley,40.69308554123404,-111.4897696424948,3.673050614354681,28,28,OpenStreetMap,
Rusty Shovel,Round Valley,40.69776625143012,-111.4804885556652,1.6576899125243745,1,2,OpenStreetMap,
Rusty Spur,Round Valley,40.70159189598121,-111.4765958017646,0.1232911364079461,2,3,OpenStreetMap,
SQ Connector Trail,Round Valley,40.68949659271035,-111.47067515084642,0.2778453173735368,2,3,OpenStreetMap,
Saved By The Bell,Round Valley,40.71689792497153,-111.49958806368429,1.2879197121150288,9,10,OpenStreetMap,
Seventy 101,Round Valley,40.68968411592925,-111.49103639156762,0.4149126989718539,4,5,OpenStreetMap,
Silver Creek Trail,Round Valley,40.728195917662575,-111.48449884114967,1.5007527883111849,3,4,OpenStreetMap,
Silver Gate,Round Valley,40.72728013881357,-111.46748664430804,0.4310718574879157,5,6,OpenStreetMap,
Sloppy Joe,Round Valley,40.71599935057343,-111.49742827056478,0.3312919889127892,1,2,OpenStreetMap,
Somewhere Elks,Round Valley,40.68702802029736,-111.47813858810876,0.9545314589567504,1,2,OpenStreetMap,
South Canyon,Round Valley,40.697084178294816,-111.45372200426904,3.956260431627382,2,3,OpenStreetMap,
Sunny Slopes Trail,Round Valley,40.68377753714063,-111.48540217687854,0.1238837904180493,3,4,OpenStreetMap,
TSP Skils Area,Round Valley,40.70929244417837,-111.50545423904256,0.3144598032521032,12,11,OpenStreetMap,
Tar Pits Jump Line,Round Valley,40.70948336187246,-111.50501444482678,0.1137408600215062,2,3,OpenStreetMap,
The Great Gazoo,Round Valley,40.70997890100696,-111.50140660314835,0.4774335634393079,1,2,OpenStreetMap,
Tim Man,Round Valley,40.70348842863846,-111.50080894755244,1.4313906993806629,4,5,OpenStreetMap,
Trailside,Round Valley,40.71864159830864,-111.50336949570412,0.1336978553050026,2,3,OpenStreetMap,
Trailside Connector,Round Valley,40.71611276967259,-111.5017965665912,0.1025662080838177,1,2,OpenStreetMap,
Trailside Loop,Round Valley,40.71199117049012,-111.50483999800892,1.2478704334332318,19,19,OpenStreetMap,
Truckhole,Round Valley,40.704351116822174,-111.50022157042804,0.6522932844577867,4,5,OpenStreetMap,
Unga Bunga Skills and Pump Tradk,Round Valley,40.71158064400824,-111.50217787755837,0.2154924693046523,11,9,OpenStreetMap,
Up Track,Round Valley,40.71007968280768,-111.50314659118624,0.502449343667892,17,18,OpenStreetMap,
Wasatch,Round Valley,40.742724215036304,-111.49568804225927,1.5775080558002732,9,10,OpenStreetMap,
Yabba Dabba Doo,Round Valley,40.71031601545331,-111.5039304608668,0.2606656020311819,1,2,OpenStreetMap,
A Toll New World,Summit Park,40.74525880222984,-111.59660432287036,1.3199893411215402,1,2,OpenStreetMap,
Alexander Creek Trail,Summit Park,40.75856130522611,-111.67962308025976,0.7556387957061136,1,2,OpenStreetMap,
Dead Reckoning,Summit Park,40.74804102527887,-111.5901705440554,0.5811514147534005,1,2,OpenStreetMap,
Discovery,Summit Park,40.74903521550762,-111.59463162387972,0.447115427740376,5,6,OpenStreetMap,
Hidden Cove,Summit Park,40.756655895607175,-111.597334386164,0.1768928860880538,1,2,OpenStreetMap,
Little Engine Trail,Summit Park,40.756690732809,-111.59562244098744,0.251119741016382,2,3,OpenStreetMap,
Moose Hollow,Summit Park,40.76397899834495,-111.58866445905328,0.954982345096457,2,3,OpenStreetMap,
No Worries,Summit Park,40.73716048778493,-111.60234213265907,2.143146367786249,1,2,OpenStreetMap,
Pale Green Dot,Summit Park,40.74689592786439,-111.59182437672968,0.9578629059030004,1,2,OpenStreetMap,
Parley's Lane,Summit Park,40.75375624958085,-111.59849347383722,0.9976139571246816,4,5,OpenStreetMap,
Road to WOS,Summit Park,40.73344363030311,-111.61407104321202,2.846894499542623,4,5,OpenStreetMap,
Short Ribs,Summit Park,40.7348537895427,-111.62048055745409,0.2382647489870312,1,2,OpenStreetMap,
Short Stack,Summit Park,40.73936874753804,-111.6200542747078,1.5298419589516867,2,3,OpenStreetMap,
Spare Change,Summit Park,40.74164553017363,-111.60031464541484,0.278084249654691,1,2,OpenStreetMap,
The Avenues,Summit Park,40.75998198374273,-111.6028265058925,1.7294010502001815,2,3,OpenStreetMap,
The Sheep Trail,Summit Park,40.75746633469589,-111.667341513995,2.1588708273199493,4,5,OpenStreetMap,
The Up Trail,Summit Park,40.74822119025095,-111.58934600493023,1.0089891491898684,4,5,OpenStreetMap,
The Upper Avenues,Summit Park,40.75942210135698,-111.60997791538348,1.4526363665703086,1,2,OpenStreetMap,
Great Western Trail,Wasatch Crest / Millcreek,40.77286580912175,-111.6406537725031,4.063745438997692,3,4,OpenStreetMap,
Great Western Trail / Great Western Trail bypass,Wasatch Crest / Millcreek,40.7535574542296,-111.6313027356856,1.37457545430615,2,3,OpenStreetMap,
