date,trail_name,trail_latitude,trail_longitude,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,snowfall_sum,precip_1d,precip_3d,precip_7d,mean_temp_3d,mean_temp_7d,freeze_thaw,freeze_thaw_3d,freeze_thaw_7d,snowfall_3d,snowfall_7d,days_since_precip,distance_miles,minimum_elevation_feet,maximum_elevation_feet,elevation_gain_feet,elevation_loss_feet,elevation_range_feet,sample_count
2023-07-01,Ripple Trail,40.63461739999999,-111.47774560000002,74.3,49.3,61.5,0.0,0.0,0.0,0.0,0.2600000000000001,0.47299999999999986,57.066666666666656,56.91428571428571,0,0.0,0.0,0.0,0.0,2,2.3,7239.6,7860.8,5.0,621.8,621.3,189
2023-07-01,Round Valley Express,40.68866779999999,-111.4899257,77.9,48.8,63.9,0.0,0.0,0.0,0.0,0.043,0.1730000000000001,59.23333333333334,58.91428571428571,0,0.0,0.0,0.0,0.0,2,1.3,6716.9,6963.5,250.4,26.0,246.6,104
2023-07-01,Solamere,40.65173099999999,-111.472688,76.9,45.3,61.3,0.0,0.0,0.0,0.0,0.15,0.21699999999999986,56.9,57.2,0,0.0,0.0,0.0,0.0,2,0.4,7231.7,7422.9,178.9,29.9,191.2,32
2023-07-01,Spiro Trail,40.64795199999999,-111.524792,72.7,51.6,62.2,0.0,0.0,0.0,0.0,0.0980000000000005,0.535,56.6,56.48571428571428,0,0.0,0.0,0.0,0.0,2,3.1,6935.6,8185.2,1283.2,48.2,1249.6,250
2023-07-01,Tidal Wave,40.61150069999999,-111.4904225,71.5,46.5,58.7,0.0,0.0,0.0,0.0,0.2600000000000001,0.47299999999999986,54.23333333333334,54.10000000000001,0,0.0,0.0,0.0,0.0,2,2.7,8128.9,9254.0,5.3,1120.5,1125.1,217
2023-07-02,9K Trail,40.6156847,-111.5370738,67.6,53.3,60.9,0.008,0.008,0.0,0.008,0.09899999999999973,0.6660000000000003,57.26666666666666,53.8,0,0.0,0.0,0.0,0.27599999999999913,2,4.7,9101.3,9443.5,623.0,487.0,342.2,383
2023-07-02,Apex,40.6249077,-111.5331572,68.1,53.8,61.4,0.008,0.008,0.0,0.008,0.09899999999999973,0.6660000000000003,57.79999999999999,54.34285714285715,0,0.0,0.0,0.0,0.27599999999999913,2,2.2,8754.8,9605.0,33.7,843.5,850.2,179
2023-07-02,Armstrong,40.6520798,-111.52831220000002,76.5,57.0,66.2,0.0,0.0,0.0,0.0,0.0,0.535,62.93333333333334,59.3,0,0.0,0.0,0.0,0.0,3,3.0,6947.7,7900.9,10.6,956.3,953.2,243
2023-07-02,Big Easy,40.68756230000001,-111.4890656,80.2,46.1,65.3,0.0,0.0,0.0,0.0,0.0,0.1730000000000001,62.833333333333336,59.642857142857146,0,0.0,0.0,0.0,0.0,3,1.2,6758.6,6824.3,86.4,30.1,65.6,94
2023-07-02,CMG,40.64492680000001,-111.5159166,74.2,54.8,64.0,0.0,0.0,0.0,0.0,0.0,0.535,60.73333333333334,57.10000000000001,0,0.0,0.0,0.0,0.0,3,2.9,7013.4,8235.3,3.6,1214.5,1221.9,238
2023-07-02,Cyn City,40.62087939999999,-111.5211681,71.6,52.2,61.4,0.0,0.0,0.0,0.0,0.0,0.535,58.133333333333326,54.5,0,0.0,0.0,0.0,0.0,3,2.6,8371.9,9047.9,11.3,675.5,676.0,212
2023-07-02,Empire Link,40.624661,-111.5080778,74.7,51.9,63.4,0.0,0.0,0.0,0.0,0.0,0.47299999999999986,59.73333333333333,56.357142857142854,0,0.0,0.0,0.0,0.0,3,2.2,7855.6,8275.8,544.3,208.7,420.2,179
2023-07-02,Flagstaff Loop,40.60789630000001,-111.4971378,71.6,48.8,60.3,0.0,0.0,0.0,0.0,0.0,0.47299999999999986,56.63333333333333,53.271428571428565,0,0.0,0.0,0.0,0.0,3,2.2,8782.4,8935.8,230.3,236.2,153.4,181
2023-07-02,Jenni's Trail upper,40.6395667,-111.5112078,76.0,53.2,64.7,0.0,0.0,0.0,0.0,0.0,0.47299999999999986,61.03333333333333,57.67142857142857,0,0.0,0.0,0.0,0.0,3,3.1,7491.0,8170.4,150.1,805.3,679.5,253
2023-07-02,Keystone Trail,40.62398249999998,-111.5280761,68.9,54.6,62.2,0.008,0.008,0.0,0.008,0.09899999999999973,0.6660000000000003,58.599999999999994,55.142857142857146,0,0.0,0.0,0.0,0.27599999999999913,2,2.6,8568.0,9029.7,99.2,553.8,461.7,211
2023-07-02,Lost Prospector,40.65901600000001,-111.490176,79.4,45.4,64.5,0.0,0.0,0.0,0.0,0.0,0.1730000000000001,62.1,58.885714285714286,0,0.0,0.0,0.0,0.0,3,3.2,6868.8,7160.7,336.0,271.2,291.9,256
2023-07-02,Mid-Mountain Trail,40.62806400000001,-111.51399,73.0,53.6,62.7,0.0,0.0,0.0,0.0,0.0,0.535,59.43333333333334,55.84285714285714,0,0.0,0.0,0.0,0.0,3,7.4,8096.5,8520.7,868.9,751.7,424.2,597
2023-07-02,Mother Urban,40.63643319999999,-111.5009833,76.0,53.2,64.7,0.0,0.0,0.0,0.0,0.0,0.47299999999999986,61.03333333333333,57.67142857142857,0,0.0,0.0,0.0,0.0,3,2.4,7664.3,8279.0,46.4,639.4,614.7,192
2023-07-02,Rambler,40.69544569999999,-111.4874682,80.2,46.2,65.4,0.0,0.0,0.0,0.0,0.0,0.1730000000000001,62.93333333333334,59.714285714285715,0,0.0,0.0,0.0,0.0,3,2.1,6766.9,7064.2,131.3,319.7,297.3,167
2023-07-02,Ripple Trail,40.63461739999999,-111.47774560000002,76.0,53.2,64.7,0.0,0.0,0.0,0.0,0.0,0.47299999999999986,61.03333333333333,57.67142857142857,0,0.0,0.0,0.0,0.0,3,2.3,7239.6,7860.8,5.0,621.8,621.3,189
2023-07-02,Round Valley Express,40.68866779999999,-111.4899257,80.0,46.0,65.2,0.0,0.0,0.0,0.0,0.0,0.1730000000000001,62.73333333333333,59.51428571428572,0,0.0,0.0,0.0,0.0,3,1.3,6716.9,6963.5,250.4,26.0,246.6,104
2023-07-02,Solamere,40.65173099999999,-111.472688,78.6,45.8,63.9,0.0,0.0,0.0,0.0,0.0,0.21699999999999986,60.63333333333333,57.81428571428571,0,0.0,0.0,0.0,0.0,3,0.4,7231.7,7422.9,178.9,29.9,191.2,32
2023-07-02,Spiro Trail,40.64795199999999,-111.524792,74.2,54.8,64.0,0.0,0.0,0.0,0.0,0.0,0.535,60.73333333333334,57.10000000000001,0,0.0,0.0,0.0,0.0,3,3.1,6935.6,8185.2,1283.2,48.2,1249.6,250
2023-07-02,Tidal Wave,40.61150069999999,-111.4904225,73.2,50.4,61.9,0.0,0.0,0.0,0.0,0.0,0.47299999999999986,58.23333333333334,54.857142857142854,0,0.0,0.0,0.0,0.0,3,2.7,8128.9,9254.0,5.3,1120.5,1125.1,217
2023-07-03,9K Trail,40.6156847,-111.5370738,71.2,53.7,63.2,0.063,0.063,0.0,0.063,0.07899999999999972,0.7290000000000003,61.03333333333333,54.92857142857143,0,0.0,0.0,0.0,0.27599999999999913,0,4.7,9101.3,9443.5,623.0,487.0,342.2,383
2023-07-03,Apex,40.6249077,-111.5331572,71.7,54.3,63.7,0.063,0.063,0.0,0.063,0.07899999999999972,0.7290000000000003,61.533333333333324,55.471428571428575,0,0.0,0.0,0.0,0.27599999999999913,0,2.2,8754.8,9605.0,33.7,843.5,850.2,179
2023-07-03,Armstrong,40.6520798,-111.52831220000002,77.2,55.3,65.9,0.571,0.571,0.0,0.571,0.5710000000000004,1.1059999999999999,65.5,60.15714285714286,0,0.0,0.0,0.0,0.0,0,3.0,6947.7,7900.9,10.6,956.3,953.2,243
2023-07-03,Big Easy,40.68756230000001,-111.4890656,78.5,47.3,63.8,0.0,0.0,0.0,0.0,0.0,0.1730000000000001,64.36666666666666,60.185714285714276,0,0.0,0.0,0.0,0.0,4,1.2,6758.6,6824.3,86.4,30.1,65.6,94
2023-07-03,CMG,40.64492680000001,-111.5159166,74.9,53.1,63.7,0.571,0.571,0.0,0.571,0.5710000000000004,1.1059999999999999,63.30000000000001,57.95714285714286,0,0.0,0.0,0.0,0.0,0,2.9,7013.4,8235.3,3.6,1214.5,1221.9,238
2023-07-03,Cyn City,40.62087939999999,-111.5211681,72.3,50.5,61.1,0.571,0.571,0.0,0.571,0.5710000000000004,1.1059999999999999,60.699999999999996,55.357142857142854,0,0.0,0.0,0.0,0.0,0,2.6,8371.9,9047.9,11.3,675.5,676.0,212
2023-07-03,Empire Link,40.624661,-111.5080778,76.4,51.9,63.2,0.106,0.106,0.0,0.106,0.10600000000000011,0.5789999999999998,62.26666666666667,57.199999999999996,0,0.0,0.0,0.0,0.0,0,2.2,7855.6,8275.8,544.3,208.7,420.2,179
2023-07-03,Flagstaff Loop,40.60789630000001,-111.4971378,73.3,48.8,60.1,0.106,0.106,0.0,0.106,0.10600000000000011,0.5789999999999998,59.166666666666664,54.114285714285714,0,0.0,0.0,0.0,0.0,0,2.2,8782.4,8935.8,230.3,236.2,153.4,181
2023-07-03,Jenni's Trail upper,40.6395667,-111.5112078,77.7,53.2,64.5,0.106,0.106,0.0,0.106,0.10600000000000011,0.5789999999999998,63.56666666666666,58.51428571428572,0,0.0,0.0,0.0,0.0,0,3.1,7491.0,8170.4,150.1,805.3,679.5,253
2023-07-03,Keystone Trail,40.62398249999998,-111.5280761,72.5,55.1,64.5,0.063,0.063,0.0,0.063,0.07899999999999972,0.7290000000000003,62.333333333333336,56.271428571428565,0,0.0,0.0,0.0,0.27599999999999913,0,2.6,8568.0,9029.7,99.2,553.8,461.7,211
2023-07-03,Lost Prospector,40.65901600000001,-111.490176,77.8,46.6,63.1,0.0,0.0,0.0,0.0,0.0,0.1730000000000001,63.63333333333333,59.44285714285714,0,0.0,0.0,0.0,0.0,4,3.2,6868.8,7160.7,336.0,271.2,291.9,256
2023-07-03,Mid-Mountain Trail,40.62806400000001,-111.51399,73.7,51.8,62.5,0.571,0.571,0.0,0.571,0.5710000000000004,1.1059999999999999,62.03333333333333,56.699999999999996,0,0.0,0.0,0.0,0.0,0,7.4,8096.5,8520.7,868.9,751.7,424.2,597
2023-07-03,Mother Urban,40.63643319999999,-111.5009833,77.7,53.2,64.5,0.106,0.106,0.0,0.106,0.10600000000000011,0.5789999999999998,63.56666666666666,58.51428571428572,0,0.0,0.0,0.0,0.0,0,2.4,7664.3,8279.0,46.4,639.4,614.7,192
2023-07-03,Rambler,40.69544569999999,-111.4874682,78.6,47.4,63.9,0.0,0.0,0.0,0.0,0.0,0.1730000000000001,64.46666666666667,60.271428571428565,0,0.0,0.0,0.0,0.0,4,2.1,6766.9,7064.2,131.3,319.7,297.3,167
2023-07-03,Ripple Trail,40.63461739999999,-111.47774560000002,77.7,53.2,64.5,0.106,0.106,0.0,0.106,0.10600000000000011,0.5789999999999998,63.56666666666666,58.51428571428572,0,0.0,0.0,0.0,0.0,0,2.3,7239.6,7860.8,5.0,621.8,621.3,189
2023-07-03,Round Valley Express,40.68866779999999,-111.4899257,78.4,47.2,63.7,0.0,0.0,0.0,0.0,0.0,0.1730000000000001,64.26666666666667,60.07142857142858,0,0.0,0.0,0.0,0.0,4,1.3,6716.9,6963.5,250.4,26.0,246.6,104
2023-07-03,Solamere,40.65173099999999,-111.472688,78.2,45.2,62.4,0.0,0.0,0.0,0.0,0.0,0.21699999999999986,62.53333333333333,58.07142857142857,0,0.0,0.0,0.0,0.0,4,0.4,7231.7,7422.9,178.9,29.9,191.2,32
2023-07-03,Spiro Trail,40.64795199999999,-111.524792,74.9,53.1,63.7,0.571,0.571,0.0,0.571,0.5710000000000004,1.1059999999999999,63.30000000000001,57.95714285714286,0,0.0,0.0,0.0,0.0,0,3.1,6935.6,8185.2,1283.2,48.2,1249.6,250
2023-07-03,Tidal Wave,40.61150069999999,-111.4904225,74.9,50.4,61.7,0.106,0.106,0.0,0.106,0.10600000000000011,0.5789999999999998,60.76666666666667,55.699999999999996,0,0.0,0.0,0.0,0.0,0,2.7,8128.9,9254.0,5.3,1120.5,1125.1,217
2023-07-04,9K Trail,40.6156847,-111.5370738,64.0,49.0,56.1,0.358,0.358,0.0,0.358,0.4289999999999997,0.8940000000000003,60.06666666666666,55.699999999999996,0,0.0,0.0,0.0,0.27599999999999913,0,4.7,9101.3,9443.5,623.0,487.0,342.2,383
2023-07-04,Apex,40.6249077,-111.5331572,64.5,49.5,56.6,0.358,0.358,0.0,0.358,0.4289999999999997,0.8940000000000003,60.56666666666666,56.24285714285715,0,0.0,0.0,0.0,0.27599999999999913,0,2.2,8754.8,9605.0,33.7,843.5,850.2,179
2023-07-04,Armstrong,40.6520798,-111.52831220000002,71.8,52.7,61.3,0.531,0.531,0.0,0.531,1.1020000000000003,1.495,64.46666666666665,60.642857142857146,0,0.0,0.0,0.0,0.0,0,3.0,6947.7,7900.9,10.6,956.3,953.2,243
2023-07-04,Big Easy,40.68756230000001,-111.4890656,75.4,50.7,62.0,0.047,0.047,0.0,0.047,0.047,0.2120000000000001,63.69999999999999,60.785714285714285,0,0.0,0.0,0.0,0.0,0,1.2,6758.6,6824.3,86.4,30.1,65.6,94
2023-07-04,CMG,40.64492680000001,-111.5159166,69.5,50.5,59.1,0.531,0.531,0.0,0.531,1.1020000000000003,1.495,62.26666666666667,58.442857142857136,0,0.0,0.0,0.0,0.0,0,2.9,7013.4,8235.3,3.6,1214.5,1221.9,238
2023-07-04,Cyn City,40.62087939999999,-111.5211681,66.9,47.9,56.5,0.531,0.531,0.0,0.531,1.1020000000000003,1.495,59.666666666666664,55.84285714285714,0,0.0,0.0,0.0,0.0,0,2.6,8371.9,9047.9,11.3,675.5,676.0,212
2023-07-04,Empire Link,40.624661,-111.5080778,68.3,50.0,57.8,0.559,0.559,0.0,0.559,0.6650000000000001,1.1139999999999999,61.46666666666666,57.67142857142857,0,0.0,0.0,0.0,0.0,0,2.2,7855.6,8275.8,544.3,208.7,420.2,179
2023-07-04,Flagstaff Loop,40.60789630000001,-111.4971378,65.2,47.0,54.7,0.559,0.559,0.0,0.559,0.6650000000000001,1.1139999999999999,58.366666666666674,54.58571428571428,0,0.0,0.0,0.0,0.0,0,2.2,8782.4,8935.8,230.3,236.2,153.4,181
2023-07-04,Jenni's Trail upper,40.6395667,-111.5112078,69.6,51.4,59.1,0.559,0.559,0.0,0.559,0.6650000000000001,1.1139999999999999,62.76666666666666,58.98571428571428,0,0.0,0.0,0.0,0.0,0,3.1,7491.0,8170.4,150.1,805.3,679.5,253
2023-07-04,Keystone Trail,40.62398249999998,-111.5280761,65.3,50.3,57.4,0.358,0.358,0.0,0.358,0.4289999999999997,0.8940000000000003,61.36666666666667,57.042857142857144,0,0.0,0.0,0.0,0.27599999999999913,0,2.6,8568.0,9029.7,99.2,553.8,461.7,211
2023-07-04,Lost Prospector,40.65901600000001,-111.490176,74.6,50.0,61.3,0.047,0.047,0.0,0.047,0.047,0.2120000000000001,62.96666666666667,60.05714285714286,0,0.0,0.0,0.0,0.0,0,3.2,6868.8,7160.7,336.0,271.2,291.9,256
2023-07-04,Mid-Mountain Trail,40.62806400000001,-111.51399,68.3,49.2,57.9,0.531,0.531,0.0,0.531,1.1020000000000003,1.495,61.03333333333333,57.18571428571429,0,0.0,0.0,0.0,0.0,0,7.4,8096.5,8520.7,868.9,751.7,424.2,597
2023-07-04,Mother Urban,40.63643319999999,-111.5009833,69.6,51.4,59.1,0.559,0.559,0.0,0.559,0.6650000000000001,1.1139999999999999,62.76666666666666,58.98571428571428,0,0.0,0.0,0.0,0.0,0,2.4,7664.3,8279.0,46.4,639.4,614.7,192
2023-07-04,Rambler,40.69544569999999,-111.4874682,75.5,50.8,62.1,0.047,0.047,0.0,0.047,0.047,0.2120000000000001,63.800000000000004,60.885714285714286,0,0.0,0.0,0.0,0.0,0,2.1,6766.9,7064.2,131.3,319.7,297.3,167
2023-07-04,Ripple Trail,40.63461739999999,-111.47774560000002,69.6,51.4,59.1,0.559,0.559,0.0,0.559,0.6650000000000001,1.1139999999999999,62.76666666666666,58.98571428571428,0,0.0,0.0,0.0,0.0,0,2.3,7239.6,7860.8,5.0,621.8,621.3,189
2023-07-04,Round Valley Express,40.68866779999999,-111.4899257,75.3,50.6,61.9,0.047,0.047,0.0,0.047,0.047,0.2120000000000001,63.6,60.68571428571429,0,0.0,0.0,0.0,0.0,0,1.3,6716.9,6963.5,250.4,26.0,246.6,104
2023-07-04,Solamere,40.65173099999999,-111.472688,73.9,47.5,59.5,0.165,0.165,0.0,0.165,0.165,0.34299999999999986,61.93333333333334,58.62857142857143,0,0.0,0.0,0.0,0.0,0,0.4,7231.7,7422.9,178.9,29.9,191.2,32
2023-07-04,Spiro Trail,40.64795199999999,-111.524792,69.5,50.5,59.1,0.531,0.531,0.0,0.531,1.1020000000000003,1.495,62.26666666666667,58.442857142857136,0,0.0,0.0,0.0,0.0,0,3.1,6935.6,8185.2,1283.2,48.2,1249.6,250
2023-07-04,Tidal Wave,40.61150069999999,-111.4904225,66.8,48.5,56.3,0.559,0.559,0.0,0.559,0.6650000000000001,1.1139999999999999,59.96666666666667,56.17142857142857,0,0.0,0.0,0.0,0.0,0,2.7,8128.9,9254.0,5.3,1120.5,1125.1,217
2023-07-05,9K Trail,40.6156847,-111.5370738,64.9,48.8,57.5,0.067,0.067,0.0,0.067,0.4879999999999997,0.6890000000000003,58.93333333333334,56.94285714285714,0,0.0,0.0,0.0,0.0,0,4.7,9101.3,9443.5,623.0,487.0,342.2,383
2023-07-05,Apex,40.6249077,-111.5331572,65.4,49.3,58.1,0.067,0.067,0.0,0.067,0.4879999999999997,0.6890000000000003,59.46666666666666,57.48571428571428,0,0.0,0.0,0.0,0.0,0,2.2,8754.8,9605.0,33.7,843.5,850.2,179
2023-07-05,Armstrong,40.6520798,-111.52831220000002,73.8,51.0,62.8,0.008,0.008,0.0,0.008,1.1100000000000003,1.208,63.333333333333336,61.8,0,0.0,0.0,0.0,0.0,1,3.0,6947.7,7900.9,10.6,956.3,953.2,243
2023-07-05,Big Easy,40.68756230000001,-111.4890656,77.8,49.0,63.7,0.004,0.004,0.0,0.004,0.051000000000000004,0.09400000000000011,63.166666666666664,61.82857142857143,0,0.0,0.0,0.0,0.0,1,1.2,6758.6,6824.3,86.4,30.1,65.6,94
2023-07-05,CMG,40.64492680000001,-111.5159166,71.5,48.7,60.6,0.008,0.008,0.0,0.008,1.1100000000000003,1.208,61.13333333333333,59.6,0,0.0,0.0,0.0,0.0,1,2.9,7013.4,8235.3,3.6,1214.5,1221.9,238
2023-07-05,Cyn City,40.62087939999999,-111.5211681,68.9,46.2,58.0,0.008,0.008,0.0,0.008,1.1100000000000003,1.208,58.53333333333333,57.0,0,0.0,0.0,0.0,0.0,1,2.6,8371.9,9047.9,11.3,675.5,676.0,212
2023-07-05,Empire Link,40.624661,-111.5080778,71.8,48.7,59.9,0.035,0.035,0.0,0.035,0.7000000000000002,0.96,60.29999999999999,58.785714285714285,0,0.0,0.0,0.0,0.0,0,2.2,7855.6,8275.8,544.3,208.7,420.2,179
2023-07-05,Flagstaff Loop,40.60789630000001,-111.4971378,68.7,45.6,56.8,0.035,0.035,0.0,0.035,0.7000000000000002,0.96,57.199999999999996,55.699999999999996,0,0.0,0.0,0.0,0.0,0,2.2,8782.4,8935.8,230.3,236.2,153.4,181
2023-07-05,Jenni's Trail upper,40.6395667,-111.5112078,73.1,50.0,61.2,0.035,0.035,0.0,0.035,0.7000000000000002,0.96,61.599999999999994,60.10000000000001,0,0.0,0.0,0.0,0.0,0,3.1,7491.0,8170.4,150.1,805.3,679.5,253
2023-07-05,Keystone Trail,40.62398249999998,-111.5280761,66.2,50.1,58.9,0.067,0.067,0.0,0.067,0.4879999999999997,0.6890000000000003,60.26666666666667,58.285714285714285,0,0.0,0.0,0.0,0.0,0,2.6,8568.0,9029.7,99.2,553.8,461.7,211
2023-07-05,Lost Prospector,40.65901600000001,-111.490176,77.1,48.3,62.9,0.004,0.004,0.0,0.004,0.051000000000000004,0.09400000000000011,62.43333333333334,61.1,0,0.0,0.0,0.0,0.0,1,3.2,6868.8,7160.7,336.0,271.2,291.9,256
2023-07-05,Mid-Mountain Trail,40.62806400000001,-111.51399,70.3,47.5,59.4,0.008,0.008,0.0,0.008,1.1100000000000003,1.208,59.93333333333334,58.357142857142854,0,0.0,0.0,0.0,0.0,1,7.4,8096.5,8520.7,868.9,751.7,424.2,597
2023-07-05,Mother Urban,40.63643319999999,-111.5009833,73.1,50.0,61.2,0.035,0.035,0.0,0.035,0.7000000000000002,0.96,61.599999999999994,60.10000000000001,0,0.0,0.0,0.0,0.0,0,2.4,7664.3,8279.0,46.4,639.4,614.7,192
2023-07-05,Rambler,40.69544569999999,-111.4874682,77.9,49.1,63.7,0.004,0.004,0.0,0.004,0.051000000000000004,0.09400000000000011,63.23333333333334,61.91428571428571,0,0.0,0.0,0.0,0.0,1,2.1,6766.9,7064.2,131.3,319.7,297.3,167
2023-07-05,Ripple Trail,40.63461739999999,-111.47774560000002,73.1,50.0,61.2,0.035,0.035,0.0,0.035,0.7000000000000002,0.96,61.599999999999994,60.10000000000001,0,0.0,0.0,0.0,0.0,0,2.3,7239.6,7860.8,5.0,621.8,621.3,189
2023-07-05,Round Valley Express,40.68866779999999,-111.4899257,77.7,48.9,63.5,0.004,0.004,0.0,0.004,0.051000000000000004,0.09400000000000011,63.03333333333333,61.714285714285715,0,0.0,0.0,0.0,0.0,1,1.3,6716.9,6963.5,250.4,26.0,246.6,104
2023-07-05,Solamere,40.65173099999999,-111.472688,76.9,45.4,60.8,0.0,0.0,0.0,0.0,0.165,0.31499999999999984,60.9,59.61428571428571,0,0.0,0.0,0.0,0.0,1,0.4,7231.7,7422.9,178.9,29.9,191.2,32
2023-07-05,Spiro Trail,40.64795199999999,-111.524792,71.5,48.7,60.6,0.008,0.008,0.0,0.008,1.1100000000000003,1.208,61.13333333333333,59.6,0,0.0,0.0,0.0,0.0,1,3.1,6935.6,8185.2,1283.2,48.2,1249.6,250
2023-07-05,Tidal Wave,40.61150069999999,-111.4904225,70.3,47.2,58.4,0.035,0.035,0.0,0.035,0.7000000000000002,0.96,58.800000000000004,57.285714285714285,0,0.0,0.0,0.0,0.0,0,2.7,8128.9,9254.0,5.3,1120.5,1125.1,217
2023-07-06,9K Trail,40.6156847,-111.5370738,62.6,47.3,57.1,0.327,0.327,0.0,0.327,0.7519999999999998,0.9140000000000004,56.9,57.95714285714286,0,0.0,0.0,0.0,0.0,0,4.7,9101.3,9443.5,623.0,487.0,342.2,383
2023-07-06,Apex,40.6249077,-111.5331572,63.2,47.9,57.7,0.327,0.327,0.0,0.327,0.7519999999999998,0.9140000000000004,57.46666666666666,58.5,0,0.0,0.0,0.0,0.0,0,2.2,8754.8,9605.0,33.7,843.5,850.2,179
2023-07-06,Armstrong,40.6520798,-111.52831220000002,71.6,50.5,61.2,0.394,0.394,0.0,0.394,0.9330000000000005,1.504,61.76666666666666,62.857142857142854,0,0.0,0.0,0.0,0.0,0,3.0,6947.7,7900.9,10.6,956.3,953.2,243
2023-07-06,Big Easy,40.68756230000001,-111.4890656,74.9,49.7,63.3,0.087,0.087,0.0,0.087,0.138,0.13800000000000012,63.0,63.04285714285714,0,0.0,0.0,0.0,0.0,0,1.2,6758.6,6824.3,86.4,30.1,65.6,94
2023-07-06,CMG,40.64492680000001,-111.5159166,69.4,48.3,59.0,0.394,0.394,0.0,0.394,0.9330000000000005,1.504,59.56666666666667,60.65714285714286,0,0.0,0.0,0.0,0.0,0,2.9,7013.4,8235.3,3.6,1214.5,1221.9,238
2023-07-06,Cyn City,40.62087939999999,-111.5211681,66.8,45.7,56.4,0.394,0.394,0.0,0.394,0.9330000000000005,1.504,56.96666666666666,58.05714285714286,0,0.0,0.0,0.0,0.0,0,2.6,8371.9,9047.9,11.3,675.5,676.0,212
2023-07-06,Empire Link,40.624661,-111.5080778,66.8,47.2,57.8,0.303,0.303,0.0,0.303,0.8970000000000001,1.003,58.5,59.699999999999996,0,0.0,0.0,0.0,0.0,0,2.2,7855.6,8275.8,544.3,208.7,420.2,179
2023-07-06,Flagstaff Loop,40.60789630000001,-111.4971378,63.7,44.2,54.7,0.303,0.303,0.0,0.303,0.8970000000000001,1.003,55.4,56.6,0,0.0,0.0,0.0,0.0,0,2.2,8782.4,8935.8,230.3,236.2,153.4,181
2023-07-06,Jenni's Trail upper,40.6395667,-111.5112078,68.1,48.6,59.1,0.303,0.303,0.0,0.303,0.8970000000000001,1.003,59.79999999999999,61.0,0,0.0,0.0,0.0,0.0,0,3.1,7491.0,8170.4,150.1,805.3,679.5,253
2023-07-06,Keystone Trail,40.62398249999998,-111.5280761,64.0,48.7,58.5,0.327,0.327,0.0,0.327,0.7519999999999998,0.9140000000000004,58.26666666666667,59.3,0,0.0,0.0,0.0,0.0,0,2.6,8568.0,9029.7,99.2,553.8,461.7,211
2023-07-06,Lost Prospector,40.65901600000001,-111.490176,74.2,49.0,62.6,0.087,0.087,0.0,0.087,0.138,0.13800000000000012,62.26666666666667,62.31428571428571,0,0.0,0.0,0.0,0.0,0,3.2,6868.8,7160.7,336.0,271.2,291.9,256
2023-07-06,Mid-Mountain Trail,40.62806400000001,-111.51399,68.1,47.1,57.7,0.394,0.394,0.0,0.394,0.9330000000000005,1.504,58.333333333333336,59.4,0,0.0,0.0,0.0,0.0,0,7.4,8096.5,8520.7,868.9,751.7,424.2,597
2023-07-06,Mother Urban,40.63643319999999,-111.5009833,68.1,48.6,59.1,0.303,0.303,0.0,0.303,0.8970000000000001,1.003,59.79999999999999,61.0,0,0.0,0.0,0.0,0.0,0,2.4,7664.3,8279.0,46.4,639.4,614.7,192
2023-07-06,Rambler,40.69544569999999,-111.4874682,75.0,49.8,63.4,0.087,0.087,0.0,0.087,0.138,0.13800000000000012,63.06666666666667,63.12857142857143,0,0.0,0.0,0.0,0.0,0,2.1,6766.9,7064.2,131.3,319.7,297.3,167
2023-07-06,Ripple Trail,40.63461739999999,-111.47774560000002,68.1,48.6,59.1,0.303,0.303,0.0,0.303,0.8970000000000001,1.003,59.79999999999999,61.0,0,0.0,0.0,0.0,0.0,0,2.3,7239.6,7860.8,5.0,621.8,621.3,189
2023-07-06,Round Valley Express,40.68866779999999,-111.4899257,74.8,49.6,63.2,0.087,0.087,0.0,0.087,0.138,0.13800000000000012,62.86666666666667,62.92857142857143,0,0.0,0.0,0.0,0.0,0,1.3,6716.9,6963.5,250.4,26.0,246.6,104
2023-07-06,Solamere,40.65173099999999,-111.472688,73.1,47.8,60.0,0.059,0.059,0.0,0.059,0.224,0.2239999999999999,60.099999999999994,60.65714285714285,0,0.0,0.0,0.0,0.0,0,0.4,7231.7,7422.9,178.9,29.9,191.2,32
2023-07-06,Spiro Trail,40.64795199999999,-111.524792,69.4,48.3,59.0,0.394,0.394,0.0,0.394,0.9330000000000005,1.504,59.56666666666667,60.65714285714286,0,0.0,0.0,0.0,0.0,0,3.1,6935.6,8185.2,1283.2,48.2,1249.6,250
2023-07-06,Tidal Wave,40.61150069999999,-111.4904225,65.3,45.7,56.3,0.303,0.303,0.0,0.303,0.8970000000000001,1.003,57.0,58.199999999999996,0,0.0,0.0,0.0,0.0,0,2.7,8128.9,9254.0,5.3,1120.5,1125.1,217
2023-07-07,9K Trail,40.6156847,-111.5370738,65.9,47.4,57.7,0.067,0.067,0.0,0.067,0.46099999999999974,0.8980000000000004,57.43333333333334,58.785714285714285,0,0.0,0.0,0.0,0.0,0,4.7,9101.3,9443.5,623.0,487.0,342.2,383
2023-07-07,Apex,40.6249077,-111.5331572,66.4,48.0,58.2,0.067,0.067,0.0,0.067,0.46099999999999974,0.8980000000000004,58.0,59.31428571428571,0,0.0,0.0,0.0,0.0,0,2.2,8754.8,9605.0,33.7,843.5,850.2,179
