trail_name,distance_miles,minimum_elevation_feet,maximum_elevation_feet,elevation_gain_feet,elevation_loss_feet,net_elevation_change_feet,average_net_grade_percent
Armstrong,3.0,6948.0,7901.0,11.0,956.0,-946.0,-6.0
