trail_name,final_area,latitude,longitude,mean_elevation_feet,latitude_grid,longitude_grid,elevation_band,weather_group_key,weather_group_id,representative_latitude,representative_longitude,representative_elevation_feet,trail_count,minimum_elevation_feet,maximum_elevation_feet,elevation_difference_from_group_feet
Full Steam Billy,Park City / PCMR,40.64842922650065,-111.4945100220623,7246.4,1625,-3717,14,1625_-3717_14,WG031,40.63884335537556,-111.49565802295125,7395.846153846154,13,7246.4,7482.8,149.44615384615463
Gambel Oak Trail,Park City / PCMR,40.64847351910524,-111.48419757905585,7408.0,1625,-3717,14,1625_-3717_14,WG031,40.63884335537556,-111.49565802295125,7395.846153846154,13,7246.4,7482.8,12.153846153845734
Loose Moose,Park City / PCMR,40.64358346695202,-111.50940341630726,7446.3,1625,-3717,14,1625_-3717_14,WG031,40.63884335537556,-111.49565802295125,7395.846153846154,13,7246.4,7482.8,50.453846153845916
McHenry Avenue,Deer Valley,40.640126864152855,-111.49219625319049,7274.9,1625,-3717,14,1625_-3717_14,WG031,40.63884335537556,-111.49565802295125,7395.846153846154,13,7246.4,7482.8,120.94615384615463
Pointy Rocks,Deer Valley,40.63679995846106,-111.48172224533342,7428.0,1625,-3717,14,1625_-3717_14,WG031,40.63884335537556,-111.49565802295125,7395.846153846154,13,7246.4,7482.8,32.153846153845734
Prospect,Deer Valley,40.63405408516434,-111.49547333835608,7482.8,1625,-3717,14,1625_-3717_14,WG031,40.63884335537556,-111.49565802295125,7395.846153846154,13,7246.4,7482.8,86.95384615384592
Rossi Hill Trail,Deer Valley,40.63808222920599,-111.4919292526201,7341.8,1625,-3717,14,1625_-3717_14,WG031,40.63884335537556,-111.49565802295125,7395.846153846154,13,7246.4,7482.8,54.046153846154084
South Sweeney,Park City / PCMR,40.64194117786604,-111.49870009761844,7400.1,1625,-3717,14,1625_-3717_14,WG031,40.63884335537556,-111.49565802295125,7395.846153846154,13,7246.4,7482.8,4.253846153846098
Sweeney Switchbacks,Park City / PCMR,40.64428684826398,-111.50263935593632,7442.9,1625,-3717,14,1625_-3717_14,WG031,40.63884335537556,-111.49565802295125,7395.846153846154,13,7246.4,7482.8,47.05384615384537
Trappers Gate,Deer Valley,40.63197509989361,-111.497026036245,7462.8,1625,-3717,14,1625_-3717_14,WG031,40.63884335537556,-111.49565802295125,7395.846153846154,13,7246.4,7482.8,66.95384615384592
4:20,Deer Valley,40.63850725810498,-111.5016215026881,7810.7,1625,-3717,15,1625_-3717_15,WG032,40.63316129859746,-111.4972094920929,7772.594999999999,20,7565.4,7992.5,38.10500000000047
Devo,Deer Valley,40.6296740826892,-111.48374523511592,7963.4,1625,-3717,15,1625_-3717_15,WG032,40.63316129859746,-111.4972094920929,7772.594999999999,20,7565.4,7992.5,190.8050000000003
Empire Alternate,Deer Valley,40.62635819528807,-111.50016350153602,7943.1,1625,-3717,15,1625_-3717_15,WG032,40.63316129859746,-111.4972094920929,7772.594999999999,20,7565.4,7992.5,170.50500000000102
Flat Cable,Park City / PCMR,40.644102718034645,-111.505628746172,7565.4,1625,-3717,15,1625_-3717_15,WG032,40.63316129859746,-111.4972094920929,7772.594999999999,20,7565.4,7992.5,207.1949999999997
Grave Digger,Deer Valley,40.62962271716946,-111.50201210924322,7682.6,1625,-3717,15,1625_-3717_15,WG032,40.63316129859746,-111.4972094920929,7772.594999999999,20,7565.4,7992.5,89.99499999999898
Lower Devo Trail,Deer Valley,40.63290230557317,-111.48205615844142,7656.5,1625,-3717,15,1625_-3717_15,WG032,40.63316129859746,-111.4972094920929,7772.594999999999,20,7565.4,7992.5,116.09499999999935
Moose Poop,Deer Valley,40.633538239133244,-111.50120248027572,7607.1,1625,-3717,15,1625_-3717_15,WG032,40.63316129859746,-111.4972094920929,7772.594999999999,20,7565.4,7992.5,165.49499999999898
Moosehouse,Park City / PCMR,40.63204398195126,-111.5038481086022,7902.6,1625,-3717,15,1625_-3717_15,WG032,40.63316129859746,-111.4972094920929,7772.594999999999,20,7565.4,7992.5,130.00500000000102
Mother Urban,Deer Valley,40.63167066031289,-111.5034058570439,7904.1,1625,-3717,15,1625_-3717_15,WG032,40.63316129859746,-111.4972094920929,7772.594999999999,20,7565.4,7992.5,131.50500000000102
NCS,Deer Valley,40.62911396321707,-111.4803727621932,7992.5,1625,-3717,15,1625_-3717_15,WG032,40.63316129859746,-111.4972094920929,7772.594999999999,20,7565.4,7992.5,219.90500000000065
OMG,Deer Valley,40.631226274970665,-111.4973428195913,7571.3,1625,-3717,15,1625_-3717_15,WG032,40.63316129859746,-111.4972094920929,7772.594999999999,20,7565.4,7992.5,201.29499999999916
Old Skool,Deer Valley,40.631898683587,-111.48423208918877,7827.2,1625,-3717,15,1625_-3717_15,WG032,40.63316129859746,-111.4972094920929,7772.594999999999,20,7565.4,7992.5,54.60500000000047
Ontario Ridge,Deer Valley,40.62821582013441,-111.49780973717266,7815.3,1625,-3717,15,1625_-3717_15,WG032,40.63316129859746,-111.4972094920929,7772.594999999999,20,7565.4,7992.5,42.70500000000084
Sweeneys,Park City / PCMR,40.6416793962084,-111.50380066992643,7712.4,1625,-3717,15,1625_-3717_15,WG032,40.63316129859746,-111.4972094920929,7772.594999999999,20,7565.4,7992.5,60.19499999999971
TDS Ontario Bypass,Deer Valley,40.62591563844938,-111.49801252893096,7889.0,1625,-3717,15,1625_-3717_15,WG032,40.63316129859746,-111.4972094920929,7772.594999999999,20,7565.4,7992.5,116.40500000000065
The Lookout,Deer Valley,40.62921554675458,-111.4942829189022,7693.2,1625,-3717,15,1625_-3717_15,WG032,40.63316129859746,-111.4972094920929,7772.594999999999,20,7565.4,7992.5,79.39499999999953
Tour De Homes,Deer Valley,40.63205110837411,-111.48826887414292,7813.1,1625,-3717,15,1625_-3717_15,WG032,40.63316129859746,-111.4972094920929,7772.594999999999,20,7565.4,7992.5,40.50500000000102
Upper Loose,Park City / PCMR,40.64060205866311,-111.5081407284332,7678.0,1625,-3717,15,1625_-3717_15,WG032,40.63316129859746,-111.4972094920929,7772.594999999999,20,7565.4,7992.5,94.59499999999935
Upper Loose Moose,Park City / PCMR,40.64060459750891,-111.5062344507794,7788.9,1625,-3717,15,1625_-3717_15,WG032,40.63316129859746,-111.4972094920929,7772.594999999999,20,7565.4,7992.5,16.30500000000029
Woodside Gulch,Deer Valley,40.63428272582461,-111.50200856347875,7635.5,1625,-3717,15,1625_-3717_15,WG032,40.63316129859746,-111.4972094920929,7772.594999999999,20,7565.4,7992.5,137.09499999999935
Johns '99,Park City / PCMR,40.62911828578874,-111.50998374795329,8128.2,1625,-3717,16,1625_-3717_16,WG033,40.63109424472188,-111.4959053166989,8111.05,6,8033.8,8293.6,17.149999999999636
Johns Trail,Park City / PCMR,40.63760825426597,-111.50539626371148,8041.4,1625,-3717,16,1625_-3717_16,WG033,40.63109424472188,-111.4959053166989,8111.05,6,8033.8,8293.6,69.65000000000055
Regulator Trail,Deer Valley,40.62910164594688,-111.48142418804063,8033.8,1625,-3717,16,1625_-3717_16,WG033,40.63109424472188,-111.4959053166989,8111.05,6,8033.8,8293.6,77.25
Secret of My Success Trail,Deer Valley,40.62597453280468,-111.48566192002252,8293.6,1625,-3717,16,1625_-3717_16,WG033,40.63109424472188,-111.4959053166989,8111.05,6,8033.8,8293.6,182.55000000000018
Trestle,Park City / PCMR,40.63650074050743,-111.50791633233914,8071.5,1625,-3717,16,1625_-3717_16,WG033,40.63109424472188,-111.4959053166989,8111.05,6,8033.8,8293.6,39.55000000000018
Upper Devo Trail,Deer Valley,40.62826200901757,-111.4850494481263,8097.8,1625,-3717,16,1625_-3717_16,WG033,40.63109424472188,-111.4959053166989,8111.05,6,8033.8,8293.6,13.25
Jenni's Trail,Park City / PCMR,40.64869166733497,-111.51220769740809,7207.7,1625,-3718,14,1625_-3718_14,WG034,40.64881052825521,-111.51396193116209,7321.65,2,7207.7,7435.6,113.94999999999982
Seldom Seen,Park City / PCMR,40.64892938917546,-111.51571616491609,7435.6,1625,-3718,14,1625_-3718_14,WG034,40.64881052825521,-111.51396193116209,7321.65,2,7207.7,7435.6,113.95000000000073
CMG,Park City / PCMR,40.645848884326966,-111.51679268892973,7606.5,1625,-3718,15,1625_-3718_15,WG035,40.64346516526096,-111.51780426216148,7690.628571428571,7,7598.1,7789.7,84.12857142857138
Gotcha Cuttoff,Park City / PCMR,40.64587964864319,-111.5166123821088,7673.2,1625,-3718,15,1625_-3718_15,WG035,40.64346516526096,-111.51780426216148,7690.628571428571,7,7598.1,7789.7,17.42857142857156
H.A.M.,Park City / PCMR,40.64547382276132,-111.53139851516626,7780.5,1625,-3718,15,1625_-3718_15,WG035,40.64346516526096,-111.51780426216148,7690.628571428571,7,7598.1,7789.7,89.87142857142862
Jenni's Trail upper,Park City / PCMR,40.63937813819639,-111.5112423147728,7789.7,1625,-3718,15,1625_-3718_15,WG035,40.64346516526096,-111.51780426216148,7690.628571428571,7,7598.1,7789.7,99.07142857142844
Payday,Park City / PCMR,40.64053545819342,-111.51124538504462,7598.1,1625,-3718,15,1625_-3718_15,WG035,40.64346516526096,-111.51780426216148,7690.628571428571,7,7598.1,7789.7,92.52857142857101
Red Bull,Park City / PCMR,40.63958635838598,-111.51326842477698,7769.0,1625,-3718,15,1625_-3718_15,WG035,40.64346516526096,-111.51780426216148,7690.628571428571,7,7598.1,7789.7,78.37142857142862
Spiro Trail,Park City / PCMR,40.64755384631944,-111.52407012433112,7617.4,1625,-3718,15,1625_-3718_15,WG035,40.64346516526096,-111.51780426216148,7690.628571428571,7,7598.1,7789.7,73.22857142857174
Claim Jumper,Park City / PCMR,40.63958065995946,-111.52518162563226,8147.6,1625,-3718,16,1625_-3718_16,WG036,40.63482220181402,-111.52269875786169,8332.390000000001,10,8147.6,8474.2,184.79000000000087
Crescent Ridge,Park City / PCMR,40.64328062856461,-111.5205999025961,8289.2,1625,-3718,16,1625_-3718_16,WG036,40.63482220181402,-111.52269875786169,8332.390000000001,10,8147.6,8474.2,43.19000000000051
Flat Iron,Park City / PCMR,40.62696082564811,-111.51719430456902,8393.5,1625,-3718,16,1625_-3718_16,WG036,40.63482220181402,-111.52269875786169,8332.390000000001,10,8147.6,8474.2,61.10999999999876
Mid-Mountain Connect,Park City / PCMR,40.63223012461414,-111.51309555497544,8201.7,1625,-3718,16,1625_-3718_16,WG036,40.63482220181402,-111.52269875786169,8332.390000000001,10,8147.6,8474.2,130.6900000000005
Mid-Mountain Trail,Park City / PCMR,40.64534582424172,-111.53118141177607,8168.3,1625,-3718,16,1625_-3718_16,WG036,40.63482220181402,-111.52269875786169,8332.390000000001,10,8147.6,8474.2,164.09000000000106
Miner's Mile,Park City / PCMR,40.62728968091632,-111.51804021102016,8457.0,1625,-3718,16,1625_-3718_16,WG036,40.63482220181402,-111.52269875786169,8332.390000000001,10,8147.6,8474.2,124.60999999999876
Powerline Trail,Park City / PCMR,40.63015217582808,-111.53743024085954,8362.6,1625,-3718,16,1625_-3718_16,WG036,40.63482220181402,-111.52269875786169,8332.390000000001,10,8147.6,8474.2,30.209999999999127
Rosebud,Park City / PCMR,40.63966083548988,-111.52257618003053,8390.4,1625,-3718,16,1625_-3718_16,WG036,40.63482220181402,-111.52269875786169,8332.390000000001,10,8147.6,8474.2,58.0099999999984
Short Fuse,Park City / PCMR,40.6346970517688,-111.52339576593836,8439.4,1625,-3718,16,1625_-3718_16,WG036,40.63482220181402,-111.52269875786169,8332.390000000001,10,8147.6,8474.2,107.0099999999984
Tommys Two Step,Park City / PCMR,40.629024211109055,-111.51829238121942,8474.2,1625,-3718,16,1625_-3718_16,WG036,40.63482220181402,-111.52269875786169,8332.390000000001,10,8147.6,8474.2,141.8099999999995
Keystone Trail,Park City / PCMR,40.62506440637064,-111.53055382777043,8890.7,1625,-3718,17,1625_-3718_17,WG037,40.630145247916666,-111.52468860288081,8645.783333333333,6,8520.6,8890.7,244.91666666666788
Mojave,Park City / PCMR,40.634971780917176,-111.5211432294971,8540.4,1625,-3718,17,1625_-3718_17,WG037,40.630145247916666,-111.52468860288081,8645.783333333333,6,8520.6,8890.7,105.38333333333321
Silver Queen,Park City / PCMR,40.63391819864852,-111.51755091640152,8558.9,1625,-3718,17,1625_-3718_17,WG037,40.630145247916666,-111.52468860288081,8645.783333333333,6,8520.6,8890.7,86.88333333333321
Steps,Park City / PCMR,40.63116043759045,-111.5173271228493,8520.8,1625,-3718,17,1625_-3718_17,WG037,40.630145247916666,-111.52468860288081,8645.783333333333,6,8520.6,8890.7,124.98333333333358
Thaynes Canyon,Park City / PCMR,40.62644528922062,-111.539067377105,8520.6,1625,-3718,17,1625_-3718_17,WG037,40.630145247916666,-111.52468860288081,8645.783333333333,6,8520.6,8890.7,125.18333333333248
Three Candles,Park City / PCMR,40.62931137475258,-111.52248914366156,8843.3,1625,-3718,17,1625_-3718_17,WG037,40.630145247916666,-111.52468860288081,8645.783333333333,6,8520.6,8890.7,197.51666666666642
Apex,Park City / PCMR,40.62520958876211,-111.53395003281469,9146.4,1625,-3718,18,1625_-3718_18,WG038,40.62520958876211,-111.53395003281469,9146.4,1,9146.4,9146.4,0.0
Pinecone Ridge,Park City / PCMR,40.63337906740186,-111.54644099265712,9084.9,1625,-3719,18,1625_-3719_18,WG039,40.63337906740186,-111.54644099265712,9084.9,1,9084.9,9084.9,0.0
Longview,Jordanelle,40.65785550770212,-111.4151527495857,6299.6,1626,-3714,12,1626_-3714_12,WG040,40.65713842615569,-111.41562559900821,6288.733333333334,3,6267.2,6299.6,10.866666666666788
Sven,Jordanelle,40.66216079919324,-111.41880056586604,6299.4,1626,-3714,12,1626_-3714_12,WG040,40.65713842615569,-111.41562559900821,6288.733333333334,3,6267.2,6299.6,10.66666666666606
Wada Way,Jordanelle,40.65139897157171,-111.41292348157292,6267.2,1626,-3714,12,1626_-3714_12,WG040,40.65713842615569,-111.41562559900821,6288.733333333334,3,6267.2,6299.6,21.533333333333758
North Ross Creek Trail,Jordanelle,40.66585897507511,-111.42082357173696,6405.0,1626,-3715,12,1626_-3715_12,WG041,40.664116323629585,-111.42100453705811,6404.05,2,6403.1,6405.0,0.9499999999998181
Oh Deer Flow,Jordanelle,40.66237367218405,-111.42118550237925,6403.1,1626,-3715,12,1626_-3715_12,WG041,40.664116323629585,-111.42100453705811,6404.05,2,6403.1,6405.0,0.9499999999998181
Big Dipper,Jordanelle,40.66018548005414,-111.43175307695702,6961.2,1626,-3715,13,1626_-3715_13,WG042,40.65947466871637,-111.43052245198787,6771.633333333334,3,6558.6,6961.2,189.5666666666657
Milky Way,Jordanelle,40.65767372971338,-111.43373089841624,6795.1,1626,-3715,13,1626_-3715_13,WG042,40.65947466871637,-111.43052245198787,6771.633333333334,3,6558.6,6961.2,23.466666666666242
Milky Way / Two Rocks,Jordanelle,40.66056479638159,-111.42608338059031,6558.6,1626,-3715,13,1626_-3715_13,WG042,40.65947466871637,-111.43052245198787,6771.633333333334,3,6558.6,6961.2,213.03333333333376
Skyridge Peak Trail / Milky Way,Jordanelle,40.65984634182248,-111.4368345884266,7139.2,1626,-3715,14,1626_-3715_14,WG043,40.65984634182248,-111.4368345884266,7139.2,1,7139.2,7139.2,0.0
Cousin Eddy Trail,Clark Ranch,40.66170094764518,-111.45386933866466,6817.2,1626,-3716,13,1626_-3716_13,WG044,40.66389305957432,-111.45939962414351,6833.714285714285,7,6689.8,6920.8,16.514285714285506
Family Truckster Trail,Clark Ranch,40.66038172048119,-111.452885753204,6847.4,1626,-3716,13,1626_-3716_13,WG044,40.66389305957432,-111.45939962414351,6833.714285714285,7,6689.8,6920.8,13.685714285714312
Lower Sparky Trail,Clark Ranch,40.66761130235187,-111.4559551589961,6689.8,1626,-3716,13,1626_-3716_13,WG044,40.66389305957432,-111.45939962414351,6833.714285714285,7,6689.8,6920.8,143.91428571428514
Lynx #2,Round Valley,40.66734087696376,-111.46694625830712,6898.8,1626,-3716,13,1626_-3716_13,WG044,40.66389305957432,-111.45939962414351,6833.714285714285,7,6689.8,6920.8,65.08571428571486
Skid Row,Park City / PCMR,40.66845831872771,-111.47381352761975,6920.8,1626,-3716,13,1626_-3716_13,WG044,40.66389305957432,-111.45939962414351,6833.714285714285,7,6689.8,6920.8,87.08571428571486
Sparky's Return,Clark Ranch,40.6617858998794,-111.45698342605078,6783.6,1626,-3716,13,1626_-3716_13,WG044,40.66389305957432,-111.45939962414351,6833.714285714285,7,6689.8,6920.8,50.11428571428496
Upper Sparky Trail,Clark Ranch,40.6599723509711,-111.45534390616216,6878.4,1626,-3716,13,1626_-3716_13,WG044,40.66389305957432,-111.45939962414351,6833.714285714285,7,6689.8,6920.8,44.68571428571431
Fox Tail Trail,Round Valley,40.66564803508002,-111.47503092801368,7133.0,1626,-3716,14,1626_-3716_14,WG045,40.65708639962564,-111.47654910263404,7252.25,4,7133.0,7331.1,119.25
Gambel Oak Cut,Round Valley,40.65967079074984,-111.47871602858976,7240.9,1626,-3716,14,1626_-3716_14,WG045,40.65708639962564,-111.47654910263404,7252.25,4,7133.0,7331.1,11.350000000000364
Solamere,Deer Valley,40.65168830951934,-111.47267426337083,7304.0,1626,-3716,14,1626_-3716_14,WG045,40.65708639962564,-111.47654910263404,7252.25,4,7133.0,7331.1,51.75
Solamere Connector,Deer Valley,40.651338463153365,-111.4797751905619,7331.1,1626,-3716,14,1626_-3716_14,WG045,40.65708639962564,-111.47654910263404,7252.25,4,7133.0,7331.1,78.85000000000036
Bonanza Trail,Deer Valley,40.661614248984336,-111.49584605339936,6814.3,1626,-3717,13,1626_-3717_13,WG046,40.66187492867717,-111.49796460025475,6885.5,6,6803.8,6970.8,71.19999999999982
Boot Hill,Park City / PCMR,40.66311538182378,-111.50841776480048,6853.1,1626,-3717,13,1626_-3717_13,WG046,40.66187492867717,-111.49796460025475,6885.5,6,6803.8,6970.8,32.399999999999636
Boot Hill Connect,Park City / PCMR,40.66384832032967,-111.50809692977944,6921.4,1626,-3717,13,1626_-3717_13,WG046,40.66187492867717,-111.49796460025475,6885.5,6,6803.8,6970.8,35.899999999999636
Freemason,Park City / PCMR,40.65768683021079,-111.49819012622744,6949.6,1626,-3717,13,1626_-3717_13,WG046,40.66187492867717,-111.49796460025475,6885.5,6,6803.8,6970.8,64.10000000000036
Hang Time South,Park City / PCMR,40.65853660632904,-111.49606808644194,6970.8,1626,-3717,13,1626_-3717_13,WG046,40.66187492867717,-111.49796460025475,6885.5,6,6803.8,6970.8,85.30000000000018
SOS,Park City / PCMR,40.666448184385416,-111.48116864087982,6803.8,1626,-3717,13,1626_-3717_13,WG046,40.66187492867717,-111.49796460025475,6885.5,6,6803.8,6970.8,81.69999999999982
April Mountain Trail,Deer Valley,40.650711302598815,-111.4870593388075,7472.0,1626,-3717,14,1626_-3717_14,WG047,40.65621958820662,-111.48837624533832,7181.333333333333,6,7044.5,7472.0,290.66666666666697
Euston,Round Valley,40.65772556817424,-111.48315877249176,7062.9,1626,-3717,14,1626_-3717_14,WG047,40.65621958820662,-111.48837624533832,7181.333333333333,6,7044.5,7472.0,118.4333333333334
Gambel Oak North,Park City / PCMR,40.65915752473873,-111.48180315635692,7112.6,1626,-3717,14,1626_-3717_14,WG047,40.65621958820662,-111.48837624533832,7181.333333333333,6,7044.5,7472.0,68.73333333333267
Lost Prospector,Park City / PCMR,40.659849225736586,-111.4888557229514,7044.5,1626,-3717,14,1626_-3717_14,WG047,40.65621958820662,-111.48837624533832,7181.333333333333,6,7044.5,7472.0,136.83333333333303
Lower Masonic,Park City / PCMR,40.65358630670372,-111.49972319928794,7113.0,1626,-3717,14,1626_-3717_14,WG047,40.65621958820662,-111.48837624533832,7181.333333333333,6,7044.5,7472.0,68.33333333333303
Masonic,Park City / PCMR,40.65628760128763,-111.48965728213436,7283.0,1626,-3717,14,1626_-3717_14,WG047,40.65621958820662,-111.48837624533832,7181.333333333333,6,7044.5,7472.0,101.66666666666697
Eagle Way,Park City / PCMR,40.65295946154777,-111.48775315119684,7538.9,1626,-3717,15,1626_-3717_15,WG048,40.65295946154777,-111.48775315119684,7538.9,1,7538.9,7538.9,0.0
Silver Spur,Park City / PCMR,40.65266965116334,-111.5117818738982,6980.8,1626,-3718,13,1626_-3718_13,WG049,40.65266965116334,-111.5117818738982,6980.8,1,6980.8,6980.8,0.0
First Time,Park City / PCMR,40.65050878239233,-111.51048291433958,7041.1,1626,-3718,14,1626_-3718_14,WG050,40.65036146579588,-111.51069487384395,7057.450000000001,2,7041.1,7073.8,16.350000000000364
First Time Return,Park City / PCMR,40.65021414919943,-111.51090683334832,7073.8,1626,-3718,14,1626_-3718_14,WG050,40.65036146579588,-111.51069487384395,7057.450000000001,2,7041.1,7073.8,16.349999999999454
Armstrong,Park City / PCMR,40.65248508262897,-111.52994268919429,7566.3,1626,-3718,15,1626_-3718_15,WG051,40.651420023019774,-111.52500717135881,7578.966666666667,3,7505.7,7664.9,12.66666666666697
Dawns Trail,Park City / PCMR,40.65039115727101,-111.52578815180028,7505.7,1626,-3718,15,1626_-3718_15,WG051,40.651420023019774,-111.52500717135881,7578.966666666667,3,7505.7,7664.9,73.26666666666733
Eagle Trail,Park City / PCMR,40.65138382915936,-111.51929067308184,7664.9,1626,-3718,15,1626_-3718_15,WG051,40.651420023019774,-111.52500717135881,7578.966666666667,3,7505.7,7664.9,85.93333333333248
Colony Mid Mountain Connector,Park City / PCMR,40.65011049975458,-111.53932673410868,8429.2,1626,-3718,16,1626_-3718_16,WG052,40.65011049975458,-111.53932673410868,8429.2,1,8429.2,8429.2,0.0
Gold Finger,Park City / PCMR,40.65997467243904,-111.55431689925648,8081.9,1626,-3719,16,1626_-3719_16,WG053,40.65926335963832,-111.54978679743493,8193.849999999999,2,8081.9,8305.8,111.94999999999891
Iron Man,Park City / PCMR,40.6585520468376,-111.5452566956134,8305.8,1626,-3719,16,1626_-3719_16,WG053,40.65926335963832,-111.54978679743493,8193.849999999999,2,8081.9,8305.8,111.95000000000073
Iron Mountain Trail,Park City / PCMR,40.65649532455427,-111.54475504732362,8753.8,1626,-3719,17,1626_-3719_17,WG054,40.65649532455427,-111.54475504732362,8753.8,1,8753.8,8753.8,0.0
Fairway Hills Trail,Round Valley,40.67853348641883,-111.47699791832557,6747.4,1627,-3716,13,1627_-3716_13,WG055,40.68630759141558,-111.47157098419667,6782.863636363636,11,6677.5,6977.4,35.4636363636364
Fast Pitch Trail,Round Valley,40.6798165110769,-111.47671870073196,6759.1,1627,-3716,13,1627_-3716_13,WG055,40.68630759141558,-111.47157098419667,6782.863636363636,11,6677.5,6977.4,23.76363636363567
Hat Trick Trail,Round Valley,40.678830976721535,-111.47596646172724,6757.0,1627,-3716,13,1627_-3716_13,WG055,40.68630759141558,-111.47157098419667,6782.863636363636,11,6677.5,6977.4,25.863636363636033
High Side,Round Valley,40.69388247977245,-111.4770589235944,6909.3,1627,-3716,13,1627_-3716_13,WG055,40.68630759141558,-111.47157098419667,6782.863636363636,11,6677.5,6977.4,126.43636363636415
Kari's,Round Valley,40.69160040530727,-111.47515847036864,6850.2,1627,-3716,13,1627_-3716_13,WG055,40.68630759141558,-111.47157098419667,6782.863636363636,11,6677.5,6977.4,67.33636363636379
Practice Loops,Round Valley,40.68336469607561,-111.47532267974417,6752.0,1627,-3716,13,1627_-3716_13,WG055,40.68630759141558,-111.47157098419667,6782.863636363636,11,6677.5,6977.4,30.863636363636033
Quinn's Connect,Round Valley,40.68185946906874,-111.4726829059293,6720.8,1627,-3716,13,1627_-3716_13,WG055,40.68630759141558,-111.47157098419667,6782.863636363636,11,6677.5,6977.4,62.06363636363585
RocMon,Round Valley,40.68788668982749,-111.4548390225179,6677.5,1627,-3716,13,1627_-3716_13,WG055,40.68630759141558,-111.47157098419667,6782.863636363636,11,6677.5,6977.4,105.36363636363603
SQ Connector Trail,Round Valley,40.68949659271035,-111.47067515084642,6728.8,1627,-3716,13,1627_-3716_13,WG055,40.68630759141558,-111.47157098419667,6782.863636363636,11,6677.5,6977.4,54.06363636363585
Somewhere Elks,Round Valley,40.68702802029736,-111.47813858810876,6977.4,1627,-3716,13,1627_-3716_13,WG055,40.68630759141558,-111.47157098419667,6782.863636363636,11,6677.5,6977.4,194.5363636363636
South Canyon,Round Valley,40.697084178294816,-111.45372200426904,6732.0,1627,-3716,13,1627_-3716_13,WG055,40.68630759141558,-111.47157098419667,6782.863636363636,11,6677.5,6977.4,50.86363636363603
Rambler DT,Round Valley,40.699080350519786,-111.50674680507665,6485.7,1627,-3717,12,1627_-3717_12,WG056,40.699080350519786,-111.50674680507665,6485.7,1,6485.7,6485.7,0.0
Ashley Avenue,Round Valley,40.68155854272997,-111.50389122653404,6794.6,1627,-3717,13,1627_-3717_13,WG057,40.69125203345058,-111.49243801916333,6866.7875,16,6681.3,6974.3,72.1875
Backslide,Round Valley,40.686236769495366,-111.49111386346571,6972.4,1627,-3717,13,1627_-3717_13,WG057,40.69125203345058,-111.49243801916333,6866.7875,16,6681.3,6974.3,105.61249999999927
Big Easy,Round Valley,40.696128326880846,-111.48285293654745,6776.5,1627,-3717,13,1627_-3717_13,WG057,40.69125203345058,-111.49243801916333,6866.7875,16,6681.3,6974.3,90.28750000000036
Cammy's,Round Valley,40.69072662264133,-111.49673800313964,6953.5,1627,-3717,13,1627_-3717_13,WG057,40.69125203345058,-111.49243801916333,6866.7875,16,6681.3,6974.3,86.71249999999964
Downward Dog,Round Valley,40.68865758594976,-111.48489883261024,6958.5,1627,-3717,13,1627_-3717_13,WG057,40.69125203345058,-111.49243801916333,6866.7875,16,6681.3,6974.3,91.71249999999964
Eagle Cove,Round Valley,40.68665016051084,-111.49786169389527,6799.6,1627,-3717,13,1627_-3717_13,WG057,40.69125203345058,-111.49243801916333,6866.7875,16,6681.3,6974.3,67.1875
La Dee Duh,Round Valley,40.69261799590889,-111.5001632592338,6864.5,1627,-3717,13,1627_-3717_13,WG057,40.69125203345058,-111.49243801916333,6866.7875,16,6681.3,6974.3,2.287500000000364
Matt's Flat,Round Valley,40.68924275786925,-111.49221205396208,6921.6,1627,-3717,13,1627_-3717_13,WG057,40.69125203345058,-111.49243801916333,6866.7875,16,6681.3,6974.3,54.8125
Nick NAC,Round Valley,40.69210865876878,-111.490120990647,6959.3,1627,-3717,13,1627_-3717_13,WG057,40.69125203345058,-111.49243801916333,6866.7875,16,6681.3,6974.3,92.51249999999982
Pulp Friction,Round Valley,40.69884233324062,-111.50344523686547,6681.3,1627,-3717,13,1627_-3717_13,WG057,40.69125203345058,-111.49243801916333,6866.7875,16,6681.3,6974.3,185.48750000000018
Rademan Ridge,Round Valley,40.69522706920315,-111.49835765815162,6895.6,1627,-3717,13,1627_-3717_13,WG057,40.69125203345058,-111.49243801916333,6866.7875,16,6681.3,6974.3,28.8125
Rambler,Round Valley,40.69772226627651,-111.49065578495473,6809.2,1627,-3717,13,1627_-3717_13,WG057,40.69125203345058,-111.49243801916333,6866.7875,16,6681.3,6974.3,57.587500000000546
Round Valley Express,Round Valley,40.69308554123404,-111.4897696424948,6812.1,1627,-3717,13,1627_-3717_13,WG057,40.69125203345058,-111.49243801916333,6866.7875,16,6681.3,6974.3,54.6875
Rusty Shovel,Round Valley,40.69776625143012,-111.4804885556652,6868.8,1627,-3717,13,1627_-3717_13,WG057,40.69125203345058,-111.49243801916333,6866.7875,16,6681.3,6974.3,2.012499999999818
Seventy 101,Round Valley,40.68968411592925,-111.49103639156762,6974.3,1627,-3717,13,1627_-3717_13,WG057,40.69125203345058,-111.49243801916333,6866.7875,16,6681.3,6974.3,107.51249999999982
Sunny Slopes Trail,Round Valley,40.68377753714063,-111.48540217687854,6826.8,1627,-3717,13,1627_-3717_13,WG057,40.69125203345058,-111.49243801916333,6866.7875,16,6681.3,6974.3,39.98750000000018
