u,v,key,osmid,trail_name,highway,length_meters,length_miles
2670679244,10101958087,0,1103896219,Deer Valley Service,track,86.08464537554798,0.053490518730332344
2670679421,11895872249,0,1103896217,Old NCS Access,track,15.093528205443903,0.009378683616084505
2670679421,12958020478,0,1103896217,Old NCS Access,track,5.957502753889728,0.003701820588941661
2670679421,8939372176,0,966240032,Undertow Trail,path,587.4691727226947,0.36503642025738103
2670679493,11895879140,0,36744119,Deer Valley Service,track,91.52478288455839,0.056870863460241186
2670679493,11895879140,1,1281843745,Regulator Trail,path,246.10987774390512,0.1529255881551148
2670679493,10101652038,0,36744119,Deer Valley Service,track,83.1938237342356,0.05169424544052458
2670679493,11895879093,0,1281843750,Secret of My Success Trail,path,481.91757125177463,0.2994496958088355
2670679493,12958020478,0,1281843750,Secret of My Success Trail,path,91.77160882711317,0.05702423399044155
2670679587,11895879236,0,1281829093,Deer Valley Service,track,11.409053750366441,0.0070892573311650215
2670679587,10101958055,0,1103896219,Deer Valley Service,track,91.22941267697506,0.05668732892220374
2670679699,12958555080,0,1103896219,Deer Valley Service,track,66.9021912916132,0.041571094366159876
2670679699,11895879007,0,1103896221,Little Stick,track,378.7993962248265,0.23537503245100272
2670679802,11895872249,0,1103896217,Old NCS Access,track,9.117197171617404,0.005665163676390755
2670679802,11895872250,0,1281829093,Deer Valley Service,track,82.71344957707709,0.051395754777770995
2670679834,10101652128,0,36744119,Deer Valley Service,track,264.4292833727167,0.16430873907176882
2670679834,10101969992,0,36744119,Deer Valley Service,track,15.869120378911898,0.00986061424960226
2670679834,11895900423,0,1103930188,Pointy Rocks,path,192.1190884723969,0.1193772670556431
2672230115,9894519959,0,36744565,Ontario Canyon,track,41.65338714686022,0.025882214832167776
2672230115,2672230181,0,36744565,Ontario Canyon,track,38.05629644856619,0.02364708629638299
2672230115,12120669623,0,518525841,Twist and Shout,path,1102.9983811668073,0.6853714191414684
2672230115,8939371981,0,518525841,Twist and Shout,path,202.44982332728372,0.1257964880891119
2672230165,2672230201,0,1103861727,Trump,track,53.03191363371727,0.032952503401210226
2672230165,2674883014,0,1103861727,Trump,track,107.05295367116949,0.06651962145518266
2672230169,2672230269,0,36744565,Ontario Canyon,track,658.2529914637271,0.4090194460996077
2672230181,9894519948,0,36744565,Ontario Canyon,track,221.73861833410692,0.13778198963932317
2672230181,8939371981,0,518525855,Sunset,path,207.3886591893659,0.12886533841699843
2672230201,2672230269,0,36744565,Ontario Canyon,track,106.63469844608899,0.0662597297073149
2672230238,2672230248,0,1103861727,Trump,track,39.3124848268687,0.024427645566683504
2672230238,5057896501,0,518525921,Flagstaff Loop,path,79.30687956410426,0.04927901030737012
2672230238,5057896511,0,1103861727,Trump,track,175.60825493242774,0.10911791073408031
2672230238,9894397551,0,1103861754,Road to Ruby,path,79.37854572923743,0.049323541597842
2672230248,9869032490,0,518525926,Flagstaff Loop,path,115.67208884130282,0.07187530375190315
2672230248,9894397572,0,1103861727,Trump,track,80.06615918202293,0.04975080478879775
2672230269,5057896885,0,518525821,Tidal Wave,path,1021.8195586496862,0.6349292374095818
2672230269,5057896898,0,518525821,Tidal Wave,path,632.8491396432502,0.3932342244064974
2674871741,10101254501,0,518350730,Team Big Bear,path,1788.9189107019927,1.11158267635881
2674871741,9869032723,0,1103861737,Team Big Bear,track,18.457355999231357,0.011468869302791297
2674871794,2674871805,0,518568232,Sam's Trail,path,557.918505703098,0.3466744870600058
2674871805,9881426802,0,518568232,Sam's Trail,path,43.65544239253713,0.02712623428709905
2674883014,5057896898,0,1103861727,Trump,track,24.371368863889717,0.015143666527410993
2790415975,2790449338,0,1103600520,Shadow Lake Cutoff,path,133.8592873730261,0.08317630498701713
2790449246,2790449253,0,274287058,Jupiter Access,track,248.85761139343822,0.15463295068887584
2790449246,6349743885,0,274287066,Jupiter Access,track,166.93406409784828,0.10372801843350352
2790449246,5058404584,0,274287066,Jupiter Access,track,668.0909995735985,0.4151325009280791
2790449253,2790449330,0,274287058,Jupiter Access,track,120.61044156527886,0.07494385387168863
2790449283,2790449330,0,274287058,Jupiter Access,track,222.72116523701152,0.13839251597981012
2790449283,2790449338,0,274287066,Jupiter Access,track,52.21048350113264,0.032442090380386444
2790449283,6349743885,0,274287066,Jupiter Access,track,126.03199311530156,0.0783126498221024
2790449330,6349743885,0,274287061,Shadow Lake,path,101.73474985672777,0.06321504281044188
2790449342,5058404584,0,274287066,Jupiter Access,track,355.4358110149368,0.220857573654195
2790449342,2790449366,0,274292134,Pioneer Ridge,track,84.72246438727868,0.05264409870560842
2790449342,7986709148,0,"[1466925443, 1036071253, 1103583263]",Meadow Road,track,356.65865753876983,0.2216174152566324
2790449366,13315833674,0,274292134,Pioneer Ridge,track,119.4234146476307,0.07420626954065178
2790472937,9499107977,0,1464159580,Crescent Ridge,track,9.67428651565328,0.006011322946277042
2790472937,9898526052,0,10158573,Crescent Ridge,track,548.6677858974641,0.3409263562653256
2790472937,10098548063,0,1103583256,Rosebud,track,34.38124467451633,0.021363514994007703
2790472944,9898526052,0,1464159581,Crescent Ridge,track,34.948012405649536,0.02171568813482359
2790472944,9499107978,0,1464159581,Crescent Ridge,track,375.9577379945254,0.23360930788850948
2790472948,5058231164,0,1298662540,Seldom Seen,path,362.2709017832726,0.22510470215396622
2790472948,3057941664,0,1298662540,Seldom Seen,path,292.51469029420616,0.18176020185504538
2841057070,5056474020,0,518568222,Gravel Road,track,92.01553083179542,0.05717580009730388
3052566316,5056473201,0,518350713,Moosebones,path,493.53063114996655,0.3066657166832986
3057927614,3057927618,0,1103646550,Silver Star Access,path,209.96414925419361,0.1304656737491758
3057927614,6835823201,0,"[1144841745, 301715486]",Armstrong,path,2417.6819584415075,1.502277920967492
3057936180,9546183932,0,240427892,Silver Spur,path,187.61796343439036,0.11658039762436767
3057936180,3732774711,0,369488639,PCMR Road,track,611.620548790067,0.3800433895985364
3057941664,3057941673,0,240425466,Spiro Trail,path,472.70375350613784,0.2937244948911717
3057941664,6835788479,0,1298662541,Spiro Trail,path,432.7300202821123,0.26888596861958186
3057941673,5058406863,0,240425466,Spiro Trail,path,171.5811929752249,0.10661561044451956
3058087859,3058087897,0,301716765,CMG,path,1167.8243517256903,0.7256524097555839
3058087859,9898350440,0,1080124236,Short Fuse,path,510.4110556576787,0.317154726185128
3058087897,3148162062,0,302343124,Thaynes Road,track,568.0446005449376,0.352966550684588
3058087897,5058406823,0,302343124,Thaynes Road,track,615.9464916429183,0.38273140586656323
3058125149,5058406823,0,302343124,Thaynes Road,track,138.09886951144998,0.08581065919495769
3058133583,9029207753,0,274287061,Shadow Lake,path,76.08537300519507,0.04727725893606032
3064995868,3724762020,0,256667273,Skid Row,path,666.7049486156548,0.41427124879183985
3064995868,10102156345,0,302251013,Lost Prospector,path,728.7027472010262,0.45279489481492224
3065003049,3065003278,0,302251013,Lost Prospector,path,6.642370521935309,0.004127377690497065
3065003049,3065003280,0,302251013,Lost Prospector,path,13.761665423642103,0.00855110245145979
3065003049,3065065759,0,302253802,Euston,track,287.21994531852613,0.17847019985691445
3065003049,3065065734,0,302253802,Euston,track,292.6248844969191,0.18182867335816275
3065003058,3065003093,0,302251013,Lost Prospector,path,425.355663183211,0.26430375555705365
3065003058,3065003280,0,302251013,Lost Prospector,path,1455.115553633071,0.9041668864040695
3065003058,4984146500,0,509297830,Hang Time South,path,224.21406932574183,0.13932016357332044
3065003073,4985467258,0,302251013,Lost Prospector,path,653.7642871108551,0.40623029452426274
3065003073,4985467258,1,509297832,Lower Masonic,path,698.8132147693788,0.43422240041245297
3065003073,3065003093,0,302251013,Lost Prospector,path,109.0000489024613,0.06772949034045009
3065003093,3065022367,0,302252594,Masonic,path,476.88669061122937,0.2963236515072162
3065003271,10102156393,0,302251013,Lost Prospector,path,22.681521451040542,0.014093644025789727
3065003271,3065003278,0,302251013,Lost Prospector,path,186.13524837733019,0.11565908120161393
3065003271,3065065751,0,302253803,Gambel Oak North,path,220.167916283132,0.13680600063325926
3065022367,3065068510,0,302252594,Masonic,path,892.3337455572636,0.5544704833505226
3065022397,3065068510,0,302252594,Masonic,path,677.2338523071271,0.4208136062315621
3065022397,3065023761,0,302252595,Gambel Oak Trail,path,212.37944132623625,0.13196646666358233
3065022397,3065065032,0,302253786,April Mountain Summit Trail,path,149.7038960164384,0.09302168835030819
3065023761,10102156413,0,302252595,Gambel Oak Trail,path,1172.2643801242202,0.7284113154951459
3065023761,3065031609,0,302252800,Solamere Connector,path,1687.371787856948,1.0484842195683135
3065023761,3065065542,0,302253790,April Mountain Trail,path,78.05274698061633,0.04849972844874454
3065023769,5057861773,0,302252595,Gambel Oak Trail,path,51.6197013347897,0.032074995361333375
3065065032,3065065542,0,302253790,April Mountain Trail,path,185.02694995542407,0.11497041648983938
3065065032,3065065733,0,302253790,April Mountain Trail,path,100.47420136380921,0.06243177429052409
3065065603,3065065733,0,302253790,April Mountain Trail,path,620.4837161266057,0.3855507064534405
3065065759,10102156393,0,302253810,Gambel Oak North,path,383.8921393447738,0.23853951631520284
3065081718,3065081730,0,302255827,Gambel Oak Cut,path,454.7607892418704,0.28257525379401194
3065085737,5057861599,0,302255828,Solamere,path,256.39489486564753,0.1593164015062333
3065085737,3065085757,0,302255829,Solamere,path,617.617464307256,0.3837697001431987
3065085757,12958779296,0,302255830,Solamere,path,205.96937868976255,0.12798343840084067
3065085771,3065085933,0,302255830,Solamere,path,468.959716493412,0.29139805814879355
3065085771,12958779296,0,302255830,Solamere,path,333.72017064703994,0.20736410030859775
3065085771,3065088154,0,302255957,Solamere,path,455.5736021345417,0.28308031231019704
3065085783,3065085933,0,302255831,Snowtop,path,2630.0230959732,1.6342205867565913
3065913309,3065913318,0,302331627,Daly Avenue,track,556.1420478836682,0.34557064734678733
3065913309,5058230755,0,302331627,Daly Avenue,track,315.8804914418245,0.19627903757172147
3065913309,9900483906,0,1080113484,Daily Overlook,path,447.0044952414336,0.27775571614361727
3065913309,3727622721,0,1080118136,Trappers Gate,path,466.7022681996102,0.28999534481105976
3065913318,3065913538,0,302331628,Ontario Ridge Road,track,375.6925239267955,0.23344451150704604
3065913318,5058230592,0,302331628,Ontario Ridge Road,track,263.24528308966944,0.1635730354042824
3065913538,3727622697,0,368924259,OMG,path,86.42788842208574,0.05370380007138669
3065913558,5058230508,0,302331630,Empire Link,path,983.9505467475527,0.6113985243351034
3065913558,9869072831,0,302331630,Empire Link,path,339.25589066222886,0.21080383725432775
3065913558,5058230592,0,1080106710,Daly Grind,track,527.256671378523,0.32762210650956103
3065913614,9869072831,0,302331630,Empire Link,path,851.3762362281279,0.529020666947606
3065913614,3147502031,0,302331630,Empire Link,path,19.86495710232288,0.012343512078413863
3065913614,5058230558,0,518568233,Johns 99,path,999.6957306531583,0.6211821280305256
3065916318,11057493673,0,302331630,Empire Link,path,198.83811827467053,0.12355227861456004
3065916318,11057493673,1,1190906567,Empire Alternate,path,176.22924550980517,0.10950377638951347
3065916318,10099187287,0,302331630,Empire Link,path,222.20298666918862,0.13807053474533015
3065968775,11057493673,0,302331630,Empire Link,path,24.46467849536012,0.015201646444364982
3065968775,3065968814,0,302339851,TDS Ontario Bypass,path,32.76178643607909,0.02035723029761138
3065968775,11057493639,0,302339851,TDS Ontario Bypass,path,628.9806510751092,0.39083045705275515
3065968775,3065968819,0,302339857,TDS Ontario Bypass,path,169.68273752897645,0.1054359649204747
3065968803,3065968814,0,302339854,Ontario Ridge,path,211.5628649704811,0.13145906963985393
3065968803,3065970041,0,302339854,Ontario Ridge,path,150.03132247281604,0.09322514171787762
3065968803,3065970041,1,302339857,TDS Ontario Bypass,path,407.20655698406154,0.2530264238000462
3065968803,3065968819,0,302339857,TDS Ontario Bypass,path,251.23364092700453,0.15610934699293907
3065968814,3065968819,0,302339851,TDS Ontario Bypass,path,65.53229990386454,0.04071988332131884
3065980732,9898803437,0,702340529,Trestle,path,2.908147812420289,0.0018070392734059896
3065980732,9898803437,1,302341119,Johns Trail,path,3.31721265606865,0.0020612203830061506
3065980732,3065981126,0,302341119,Johns Trail,path,2069.8456140291696,1.2861424369365217
3065980732,10099187207,0,702340529,Trestle,path,928.0008148247387,0.5766329727048652
3065981121,6595563369,0,10159683,Trestle,track,112.88105264453587,0.07014103426274051
3066001889,10099170102,0,302343123,Miner's Mile,track,220.12714523080314,0.13678066667586491
3066001889,9546183764,0,304758337,Steps Access,path,168.97979683186625,0.1049991778214392
3066001896,3066001913,0,1079868975,Thaynes Road,track,27.231962275829165,0.01692115686629407
3066001896,10098548112,0,1144872316,McConkeys,track,423.7967801680833,0.26333511055938524
3066002047,9546183763,0,304758337,Steps Access,path,24.01014705644859,0.014919213702259175
3066002047,3066008873,0,304758337,Steps Access,path,350.9238305130007,0.21805395895035537
3066002047,9546183749,0,1036126452,Steps Access,path,17.534005388195503,0.010895125832758878
3066008873,3066008879,0,518350723,Mid-Mountain Trail,path,118.51877395904856,0.0736441518774411
3066008873,9898609402,0,518350723,Mid-Mountain Trail,path,188.78703653461338,0.11730682597046584
3066008879,3066008884,0,518350723,Mid-Mountain Trail,path,125.33711603457478,0.07788087322199279
3066008884,12962089120,0,518350723,Mid-Mountain Trail,path,344.48114441296156,0.21405065940716314
3066009256,3717274365,0,302343850,Jenni's Trail upper,path,21.21924735261633,0.0131850290258741
3066009256,10098548091,0,302343850,Jenni's Trail upper,path,677.8376926916013,0.4211888152511839
3066009256,9898591287,0,518568240,Upper Loose Moose,path,285.3821211609181,0.17732822886897895
3093559608,3147502046,0,309420639,King Road,track,596.2288441676717,0.37047942774675374
3093559608,3093562868,0,518350723,Mid-Mountain Trail,path,161.49925780901395,0.10035098637023157
3093559608,9898312441,0,"[1103583265, 10158170]",Drift Road / King Road,track,181.57981993113276,0.11282846919684837
3093559608,3093559610,0,1368810677,Mid-Mountain Trail,path,171.61053944340716,0.10663384549444194
3093559610,10167373287,0,1103646570,Mother Urban,path,831.753976360197,0.5168279599390789
3093559610,3147492426,0,1368810677,Mid-Mountain Trail,path,503.7985871979779,0.31304592877469195
3093562853,9900437884,0,445054473,Corvair,path,146.7756979575139,0.09120219043132723
3093562853,9868843068,0,1368810677,Mid-Mountain Trail,path,244.40402922583544,0.15186562302766557
3093562853,9900437828,0,1368810677,Mid-Mountain Trail,path,130.3253209466534,0.0809804000553352
3093562861,3694521626,0,304758338,Mid-Mountain Trail,path,75.63215697738053,0.046995643552516134
3093562861,9868843071,0,1368810677,Mid-Mountain Trail,path,58.427918340627684,0.036305425279261415
3093562868,9898312600,0,10158170,Drift Road,track,403.83850200403566,0.2509336114615866
3093562868,9898312441,0,10158170,Drift Road,track,34.933366449907794,0.021706587559842887
3093562868,12962089120,0,518350723,Mid-Mountain Trail,path,55.76183534365073,0.03464879810882616
3093562889,10655639863,0,1079868975,Thaynes Road,track,146.68832118044864,0.09114789701918834
3093562889,10098713536,0,1079868975,Thaynes Road,track,74.49061224103009,0.046286320538697814
3093562889,3093562894,0,1368810677,Mid-Mountain Trail,path,260.2643850460051,0.16172079123295274
3093562889,10098713542,0,1368810677,Mid-Mountain Trail,path,58.45714707212355,0.03632358717099858
3093562894,9869072944,0,518568253,Link,path,148.78393984053895,0.09245005408448345
3093562894,10655736055,0,518568253,Link,path,304.26164029217256,0.18905941818043412
3093562894,3714945409,0,1368810677,Mid-Mountain Trail,path,107.5410833200178,0.06682293115705393
3147492426,3147502031,0,302331630,Empire Link,path,383.4635674802354,0.23827321410477523
3147492426,10098713542,0,1368810677,Mid-Mountain Trail,path,605.4035034908363,0.3761802967487599
3147502031,10167373287,0,309420638,Johns '99,path,998.1832476301058,0.6202423146512528
3147502046,9898312600,0,309420638,Johns '99,path,707.5704657041993,0.4396639038665439
3147502046,10167373287,0,309420638,Johns '99,path,139.08118437723581,0.08642104135426348
3147502046,5058230701,0,309420639,King Road,track,28.597028162261626,0.017769369483629123
3147502100,5058230616,0,309420640,Woodside Gulch,track,542.8352960098488,0.33730221507014585
3147502100,5058230624,0,"[10162890, 1103583268]",King Road,"['residential', 'track']",794.7574694272528,0.49383939631753854
3147502100,5058230701,0,"[1103583268, 309420639]",King Road,track,491.4872249022334,0.30539600290691943
3147502196,10098548063,0,518350723,Mid-Mountain Trail,path,330.16280382812687,0.2051536550471042
3147502196,3147526997,0,518350723,Mid-Mountain Trail,path,1029.3347613695826,0.6395989678835492
3147502196,10098548064,0,309422805,Mojave,path,108.76747214206839,0.06758497384155804
3147526997,5058231153,0,302345047,CMG,path,1569.9757334004103,0.9755376932466957
3147526997,10098548055,0,1080124233,Claim Jumper,track,124.53896047510847,0.07738492235041636
3147526997,9900613576,0,1080124233,Claim Jumper,track,468.2810907066471,0.29097637963458844
3147530599,3147530603,0,309422805,Mojave,path,647.5928149139303,0.4023955194874
3147530599,3147530602,0,309422805,Mojave,path,29.81419786049024,0.018525683670172592
3147530602,3635410626,0,302343124,Thaynes Road,track,27.113465051890074,0.016847526104978222
3147530602,3148162062,0,302343124,Thaynes Road,track,954.7598000548666,0.593260235260371
3147530603,10098548064,0,309422805,Mojave,path,742.6683813181378,0.4614727375366222
3147530603,9898350444,0,1080124233,Claim Jumper,track,195.66785113005955,0.12158236593920227
3147530603,9898350440,0,1080124233,Claim Jumper,track,128.23896349604036,0.07968399763881455
3635410626,9898395956,0,302343124,Thaynes Road,track,16.63932578896021,0.010339197703511624
3635410650,9546183616,0,358640064,Tommys Two Step,path,610.245059989455,0.379188700482591
3635410650,9546183764,0,358640064,Tommys Two Step,path,1100.2786301614312,0.6836814442166691
3635410674,9898209242,0,1036099764,Keystone Trail,path,28.653985803399607,0.017804761321010054
3635410683,9869072987,0,309481196,Keystone Trail,path,173.61655859116613,0.10788032800393584
3635410683,10655645617,0,518568259,Fat Lip,path,241.21661303349023,0.14988505442807146
3635410727,9546183763,0,302343125,Steps,path,16.25870439744384,0.010102690535674063
3635410727,9546183764,0,358640064,Tommys Two Step,path,9.474288992355056,0.005887050246780711
3635410727,3635410731,0,358640064,Tommys Two Step,path,142.3896798228058,0.08847684511378909
3635410731,12962089120,0,358640064,Tommys Two Step,path,620.0699582229925,0.3852936092115747
3635410731,10099170102,0,1103646540,Riser,path,21.339961730747675,0.013260037462933763
3684911105,10919385291,0,1175104405,Old Ranch Access,path,53.24438356060224,0.03308452609299332
3684911106,13117144029,0,364444504,Rambler,path,17.54495502169445,0.01090192961958068
3684911106,9139124394,0,988778057,Pulp Friction,path,606.3941218937365,0.37679583848682224
3684911258,10608855952,0,938142026,Rademan Ridge,path,4.5975686997029355,0.002856796744327462
3684911258,4996335578,0,938142026,Rademan Ridge,path,258.99491067437987,0.16093197642914123
3684911258,9139124394,0,988778057,Pulp Friction,path,1619.376756765181,1.0062340660326077
3684911274,8691262408,0,988775667,Rambler,path,149.38727898253313,0.09282495164646783
3684911274,13117143648,0,1175104402,Big Easy,path,1840.8753362139214,1.1438669024235473
3684911380,13120540241,0,367557830,Rambler,path,636.920373151187,0.3957639716252007
3684911380,9139065761,0,367557830,Rambler,path,211.23877373157964,0.13125768868034407
3684911380,9139065761,1,367557840,Ramble On,path,225.5007916795769,0.14011969577640138
3694521626,3696258271,0,518350716,Tour De Suds (Upper),path,16.252398206748733,0.010098772050443369
3694521626,3694521661,0,304758338,Mid-Mountain Trail,path,383.79337440411575,0.2384781466262749
3694521629,5056474000,0,304758338,Mid-Mountain Trail,path,632.5433259252274,0.393044200571927
3694521661,9869032723,0,304758338,Mid-Mountain Trail,path,74.11409521732332,0.04605236370677948
3694521681,9869032723,0,304758338,Mid-Mountain Trail,path,471.5507767031649,0.2930080683204864
3694521681,5056474000,0,304758338,Mid-Mountain Trail,path,247.7883850784064,0.153968564258733
3694521681,9895874055,0,1103861738,Shenanigans,path,243.80816345359824,0.15149536920235712
3694546060,12958383403,0,365438456,Deer Crest,path,611.087337882433,0.3797120677011459
3694546060,11895879003,0,365438456,Deer Crest,path,160.31303184810668,0.09961389973063974
3694546060,11895879003,1,1281843748,Ripple Trail,path,464.0603169102648,0.2883537123885663
3694546077,11895879003,0,365438456,Deer Crest,path,212.77554974457613,0.1322125970237414
3694546077,11895879003,1,1281843748,Ripple Trail,path,247.5368873619225,0.15381229082279643
3694546077,3694546148,0,365438456,Deer Crest,path,398.1076015358942,0.24737259500510408
3694546077,11895879005,0,1281843748,Ripple Trail,path,823.0210434184468,0.5114015669853349
3694546127,5057861505,0,365438456,Deer Crest,path,338.57358625552297,0.21037987295166413
3694546148,11895879004,0,365438456,Deer Crest,path,391.45200348444183,0.24323699810882063
3694546148,11895879005,0,518521584,Outlook,path,117.16142027575286,0.07280073140096391
3694650360,5056473201,0,1076178708,Moosebones,path,159.3818021176947,0.09903526040280679
3694650360,3696258211,0,1103861739,Boulder,path,388.5061773119436,0.24140654658789146
3694650360,5057896511,0,"[1103861739, 1079358020, 1079358013, 1103861727]",Trump / Boulder,"['path', 'track']",671.1472983229748,0.41703159692581254
3696258211,3696258219,0,518350713,Moosebones,path,33.501091886966734,0.020816613407056993
3696258211,5056473968,0,518350713,Moosebones,path,466.1952332958686,0.28968028792841594
3696258219,5056473974,0,365450636,Boulder,path,472.3535184055804,0.293506868889175
3696258219,5056473201,0,518350713,Moosebones,path,305.1457937666109,0.18960880567896662
3696258271,5056473974,0,365450636,Boulder,path,1811.5034329255848,1.1256160478589938
3696258271,5058219053,0,518350716,Tour De Suds (Upper),path,1181.1937964479937,0.7339597975622326
3714741465,3714741467,0,510673545,Round Valley Express,path,153.6086035356148,0.09544796111683693
3714741465,10286112007,0,510673545,Round Valley Express,path,455.1792603477058,0.28283527968396177
3714741465,4996336017,0,988767072,Cammy Connector,path,130.63129147988204,0.08117052133035699
3714741467,13117143648,0,988789990,Cammy's,path,10.156160679252144,0.006310745669820836
3714741467,3714741468,0,1426932543,Round Valley Express,path,22.392543618959422,0.01391408152573932
3714741467,10286293084,0,988790004,Round Valley Express,path,23.82649595154212,0.014805098196247738
3714741467,9139024206,0,"[1427027426, 1103979611]",Big Easy,path,313.2830986335605,0.19466509250574177
3714741468,10286293084,0,367557846,Round Valley Express,path,15.09615992116958,0.0093803188884226
3714945351,5058230799,0,367584510,T&G 2,path,1033.2400208296826,0.6420255836102676
3714945409,5058230799,0,367584510,T&G 2,path,342.81079421028807,0.21301275191027402
3714945409,9869072944,0,367584510,T&G 2,path,40.52947130891594,0.025183845907969914
3717274365,9898591179,0,302343850,Jenni's Trail upper,path,975.1581219017505,0.6059351648260102
3717274365,9898591173,0,367851681,Upper Loose,path,530.7195943987514,0.32977386711526646
3724208706,4985467306,0,368565996,Lost Prospector,path,7.497670487921355,0.004658836450082366
3724660622,3727506349,0,10158170,Drift Road,track,76.57323791044021,0.04758040413388325
3724660622,5058230657,0,518568238,Flat Cable,path,126.7994914406953,0.07878955117159246
3724660622,5058230652,0,1103646558,Flat Cable,path,82.76063151777188,0.05142507227651259
3724661527,9898605291,0,518568238,Flat Cable,path,204.8997362046528,0.12731879337460034
3724661527,3727506414,0,1079891447,Flat Cable,track,154.45263099343845,0.09597241546458585
3724761955,3724762020,0,368624969,Fox Tail Trail,path,828.2161573915498,0.5146296611486108
3724762020,5057861751,0,368624969,Fox Tail Trail,path,322.088181041721,0.20013631705944843
3726127311,10287881026,0,368769824,High Side,path,893.0458189222618,0.5549129452262921
3726127311,13120540241,0,368769832,Kari's,path,711.6422281986213,0.4421939797822102
3726127311,10287880946,0,368769832,Kari's,path,614.8021024915594,0.3820203154151998
3727506339,9898803525,0,368909392,South Sweeney,path,109.61723568867754,0.0681129924296344
3727506349,9898609197,0,10158170,Drift Road,track,24.371402579367025,0.015143687477237324
3727506387,6595557870,0,702340528,Sweeney Switchbacks Access,track,400.5936416333834,0.24891734870443075
3727506387,3727506397,0,1103646564,Sweeney Switchbacks Access,path,64.88341774193873,0.04031668663874145
3727506387,12030042982,0,1103646566,Sweeneys Connector,path,100.18073918396456,0.062249425345957454
3727506397,6595557870,0,724801977,Mother Urban,path,791.3675312737853,0.4917329864055076
3727506397,3727506418,0,1103646565,Mother Urban,path,203.94191189563688,0.1267236289417532
3727506402,10167373523,0,368909392,South Sweeney,path,240.1671414478793,0.14923294301770118
3727506402,3727506414,0,368909393,Sweeney Switchbacks,path,447.73728750261927,0.2782110521446125
3727506414,3727506418,0,368909393,Sweeney Switchbacks,path,569.2197840048731,0.3536967758321857
3727506418,10167373523,0,1111162145,Mother Urban,path,901.4972809298695,0.5601644402501078
3727622697,3727622721,0,368924259,OMG,path,352.42280444296745,0.21898537816835148
3727622697,3727622704,0,368924261,Root Cellar,path,126.39829200276753,0.07854025739852234
3727622704,3727626125,0,368924260,Prospect,path,361.58226071632305,0.22467680043317217
3727622721,3727626125,0,1080118136,Trappers Gate,path,81.30841280160423,0.05052270540145813
3727626125,9900508063,0,1080118136,Trappers Gate,path,237.32622806512398,0.1474676812820155
3729228701,5057861446,0,365438456,Deer Crest,path,20.213484556722193,0.012560076998281407
3729228701,5057861514,0,365438456,Deer Crest,path,199.26434202236774,0.12381712177282653
3729228701,3729228856,0,1103930219,Deer Crest Connect,path,81.20610109721721,0.05045913185572333
3729228708,5057861445,0,369100751,Pipeline,path,674.7189708775015,0.41925093135930014
3729228708,11895879005,0,518521584,Outlook,path,20.654872186389905,0.012834342555966844
3729228844,3729228868,0,369100751,Pipeline,path,134.05344597331828,0.08329694954796381
3729228844,3729228856,0,369100751,Pipeline,path,131.31438024576119,0.08159497301121524
3729228844,5057861513,0,1103930222,St. Regis Connector,path,122.32039393568787,0.07600636901475873
3729228856,5057861445,0,369100751,Pipeline,path,109.4453218817398,0.06800617014245543
3729228868,5057861449,0,369100751,Pipeline,path,1635.225887383665,1.0160822592209402
3729228868,5057861480,0,1103930221,Village Pipeline Connector,path,267.64803171274656,0.16630877656532508
3732774704,3732774711,0,1079883746,Gotcha Cuttoff,track,178.20001605935212,0.11072835643551168
3732774704,12876205927,0,1298662540,Seldom Seen,path,174.71736723583433,0.10856433878389848
3732774704,5058231164,0,1298662540,Seldom Seen,path,913.4551081233054,0.567594689589861
3732774711,9898547973,0,1079883746,Gotcha Cuttoff,track,61.40927998888064,0.038157957521127016
3732774721,9898527664,0,369488637,First Time,track,162.31501922900955,0.10085787701635544
3732774721,9546183948,0,369488637,First Time,track,96.66593594773519,0.060065427868581975
3732774721,12876205926,0,1079883746,Gotcha Cuttoff,track,202.85041444192515,0.12604540386761634
3732774857,9546183948,0,369488637,First Time,track,135.82875583461245,0.08440007595306687
3732774857,3732774893,0,369488637,First Time,track,177.56743014918445,0.11033528577431825
3732774857,9898548306,0,629315104,Jenni's Trail,path,133.22997467380074,0.08278526820480937
3732774857,9898548232,0,629315104,Jenni's Trail,path,569.074919144512,0.35360676098118987
3732774893,9898547821,0,240427892,Silver Spur,path,140.28350097684861,0.08716812625321163
3732774893,9546183932,0,240427892,Silver Spur,path,35.700304197019136,0.022183140582137276
3732774893,9898547809,0,369488637,First Time,track,89.1852938325582,0.055417172358773636
3732774909,9898547809,0,369488637,First Time,track,74.15991975812534,0.04608083775633136
3732774909,3732774914,0,369488637,First Time,track,55.51441370666041,0.03449505743126417
3732774910,9898548237,0,369488636,Drift Road,track,124.53723415149906,0.07738384966265699
3732774914,9898526112,0,369488637,First Time,track,75.94334729571194,0.04718900825163044
3732774914,9898526084,0,369488639,PCMR Road,track,47.06836176530717,0.02924692406676706
4425059851,9900437884,0,445054473,Corvair,path,962.3230292334742,0.5979598079922467
4425059851,5058230223,0,518568229,Corvair,path,351.04292998800975,0.21812796393313658
4425059851,9900437949,0,1535281720,T&G,path,453.86043233185035,0.2820157979473937
4425059851,12958784001,0,1535281721,T&G,path,576.0048412865265,0.35791281496468524
4984146476,4984146478,0,1103954332,Freemason,path,103.2471380819052,0.06415479728504608
