date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,snowfall_sum,precip_1d,precip_3d,precip_7d,mean_temp_3d,mean_temp_7d,freeze_thaw,freeze_thaw_3d,freeze_thaw_7d,snowfall_3d,snowfall_7d,days_since_precip
2023-03-23,31.4,22.7,27.0,0.295,0.0,2.122,0.295,0.7840000000000003,1.516,27.0,24.814285714285717,0,1.0,3.0,5.567,10.721,0
2023-03-24,25.8,15.9,20.5,0.445,0.0,3.142,0.445,1.1420000000000003,1.9609999999999999,24.833333333333332,24.95714285714286,0,0.0,3.0,8.103,13.863,0
2023-03-25,20.0,11.3,15.3,0.094,0.0,0.661,0.094,0.8340000000000002,2.055,20.933333333333334,24.099999999999998,0,0.0,3.0,5.924999999999999,14.524000000000001,0
2023-03-26,18.8,6.3,12.4,0.173,0.0,1.213,0.173,0.7120000000000002,2.1889999999999996,16.066666666666666,22.357142857142858,0,0.0,2.0,5.016,15.461,0
2023-03-27,23.2,9.7,15.3,0.134,0.0,0.937,0.134,0.40100000000000025,1.63,14.333333333333334,20.642857142857142,0,0.0,1.0,2.811,11.520000000000001,0
2023-03-28,35.8,9.7,22.3,0.0,0.0,0.0,0.0,0.3070000000000003,1.543,16.666666666666668,19.97142857142857,1,1.0,1.0,2.1500000000000004,10.914000000000001,1
2023-03-29,38.9,25.2,31.1,0.091,0.0,0.634,0.091,0.22500000000000023,1.2320000000000002,22.900000000000002,20.557142857142857,1,2.0,2.0,1.5710000000000002,8.709,0
2023-03-30,29.3,19.9,25.5,0.327,0.0,2.315,0.327,0.41800000000000026,1.264,26.3,20.342857142857145,0,2.0,2.0,2.949,8.902000000000001,0
2023-03-31,31.1,19.7,25.4,0.413,0.0,2.894,0.413,0.8310000000000002,1.232,27.333333333333332,21.042857142857144,0,1.0,2.0,5.843,8.654000000000002,0
2023-04-01,40.6,19.1,28.6,0.0,0.0,0.0,0.0,0.7400000000000002,1.138,26.5,22.942857142857147,1,1.0,3.0,5.209,7.993000000000002,1
2023-04-02,40.5,25.9,32.7,0.063,0.0,0.441,0.063,0.47600000000000015,1.028,28.900000000000002,25.842857142857145,1,2.0,4.0,3.3350000000000004,7.221000000000001,0
2023-04-03,31.8,21.1,28.0,0.594,0.0,4.189,0.594,0.6570000000000001,1.488,29.76666666666667,27.657142857142855,0,2.0,4.0,4.630000000000001,10.473000000000003,0
2023-04-04,20.8,16.4,19.1,0.437,0.0,3.059,0.437,1.094,1.9249999999999998,26.600000000000005,27.200000000000006,0,1.0,3.0,7.689000000000001,13.532000000000002,0
2023-04-05,22.8,11.4,17.6,0.091,0.0,0.634,0.091,1.122,1.9249999999999998,21.566666666666666,25.271428571428572,0,0.0,2.0,7.8820000000000014,13.532000000000002,0
2023-04-06,33.3,7.9,21.0,0.0,0.0,0.0,0.0,0.5280000000000001,1.5979999999999999,19.233333333333334,24.62857142857143,1,1.0,3.0,3.693000000000001,11.217000000000002,1
2023-04-07,43.2,18.8,31.0,0.0,0.0,0.0,0.0,0.09100000000000011,1.1849999999999998,23.2,25.428571428571427,1,2.0,4.0,0.6340000000000009,8.323000000000002,2
2023-04-08,46.6,24.2,33.5,0.0,0.0,0.0,0.0,0.0,1.1849999999999998,28.5,26.12857142857143,1,3.0,4.0,0.0,8.323000000000002,3
2023-04-09,51.2,31.4,38.7,0.0,0.0,0.0,0.0,0.0,1.1219999999999999,34.4,26.985714285714288,1,3.0,4.0,0.0,7.8820000000000014,4
2023-04-10,54.2,31.4,41.7,0.0,0.0,0.0,0.0,0.0,0.5279999999999999,37.96666666666667,28.942857142857147,1,3.0,5.0,0.0,3.693000000000001,5
2023-04-11,54.8,36.4,44.6,0.0,0.0,0.0,0.0,0.0,0.09099999999999989,41.666666666666664,32.58571428571428,0,2.0,5.0,0.0,0.6340000000000009,6
2023-04-12,52.6,35.6,43.6,0.0,0.0,0.0,0.0,0.0,0.0,43.300000000000004,36.3,0,1.0,5.0,0.0,0.0,7
2023-04-13,36.8,22.3,31.7,0.165,0.0,1.157,0.165,0.16500000000000012,0.1649999999999999,39.96666666666667,37.82857142857143,1,1.0,5.0,1.157000000000001,1.157000000000001,0
2023-04-14,31.6,18.0,25.7,0.098,0.004,0.661,0.098,0.2630000000000001,0.2629999999999999,33.666666666666664,37.07142857142857,0,1.0,4.0,1.818000000000001,1.818000000000001,0
2023-04-15,42.2,19.9,29.6,0.0,0.0,0.0,0.0,0.2630000000000001,0.2629999999999999,29.0,36.51428571428571,1,2.0,4.0,1.818000000000001,1.818000000000001,1
2023-04-16,47.9,25.9,36.5,0.0,0.0,0.0,0.0,0.09800000000000011,0.2629999999999999,30.599999999999998,36.2,1,2.0,4.0,0.6610000000000009,1.818000000000001,2
2023-04-17,49.8,31.4,40.4,0.0,0.0,0.0,0.0,0.0,0.2629999999999999,35.5,36.01428571428571,1,3.0,4.0,0.0,1.818000000000001,3
