date,trail_name,trail_latitude,trail_longitude,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,snowfall_sum
2024-09-15,Apex,40.6249077,-111.5331572,61.1,45.8,54.2,0.126,0.126,0.0
2024-09-16,Apex,40.6249077,-111.5331572,57.3,41.8,49.3,0.197,0.161,0.248
2024-09-17,Apex,40.6249077,-111.5331572,42.7,32.1,37.5,0.378,0.201,1.24
2024-09-18,Apex,40.6249077,-111.5331572,48.7,30.8,38.9,0.004,0.004,0.0
2024-09-19,Apex,40.6249077,-111.5331572,55.4,34.7,46.7,0.0,0.0,0.0
2024-09-20,Apex,40.6249077,-111.5331572,55.4,40.6,49.7,0.067,0.067,0.0
2024-09-21,Apex,40.6249077,-111.5331572,56.1,42.1,49.4,0.173,0.154,0.138
2024-09-22,Apex,40.6249077,-111.5331572,55.3,41.8,49.7,0.024,0.024,0.0
2024-09-23,Apex,40.6249077,-111.5331572,55.6,40.9,47.4,0.0,0.0,0.0
2024-09-24,Apex,40.6249077,-111.5331572,62.3,42.0,51.7,0.0,0.0,0.0
2024-09-25,Apex,40.6249077,-111.5331572,65.3,49.6,56.8,0.0,0.0,0.0
2024-09-26,Apex,40.6249077,-111.5331572,64.8,50.0,58.8,0.0,0.0,0.0
2024-09-27,Apex,40.6249077,-111.5331572,65.8,49.6,58.2,0.0,0.0,0.0
2024-09-28,Apex,40.6249077,-111.5331572,69.4,50.2,60.1,0.0,0.0,0.0
2024-09-29,Apex,40.6249077,-111.5331572,67.2,53.6,60.4,0.173,0.173,0.0
2024-09-30,Apex,40.6249077,-111.5331572,59.8,43.9,52.3,0.0,0.0,0.0
2024-10-01,Apex,40.6249077,-111.5331572,61.0,40.1,50.1,0.0,0.0,0.0
2024-10-02,Apex,40.6249077,-111.5331572,61.6,48.5,54.3,0.0,0.0,0.0
2024-10-03,Apex,40.6249077,-111.5331572,61.0,47.2,52.9,0.0,0.0,0.0
2024-10-04,Apex,40.6249077,-111.5331572,65.6,51.8,57.9,0.0,0.0,0.0
2024-10-05,Apex,40.6249077,-111.5331572,56.2,45.6,51.5,0.0,0.0,0.0
2024-10-06,Apex,40.6249077,-111.5331572,59.3,44.8,51.5,0.0,0.0,0.0
2024-10-07,Apex,40.6249077,-111.5331572,60.9,43.7,52.6,0.051,0.051,0.0
2024-10-08,Apex,40.6249077,-111.5331572,60.0,42.2,50.3,0.165,0.165,0.0
2024-10-09,Apex,40.6249077,-111.5331572,60.7,46.4,53.4,0.083,0.083,0.0
2024-10-10,Apex,40.6249077,-111.5331572,61.3,48.0,55.1,0.0,0.0,0.0
2024-10-11,Apex,40.6249077,-111.5331572,60.7,47.7,54.1,0.0,0.0,0.0
2024-10-12,Apex,40.6249077,-111.5331572,58.9,47.2,53.1,0.0,0.0,0.0
2024-10-13,Apex,40.6249077,-111.5331572,60.5,41.9,51.6,0.106,0.098,0.055
2024-10-14,Apex,40.6249077,-111.5331572,57.2,39.5,49.6,0.063,0.063,0.0
2024-10-15,Apex,40.6249077,-111.5331572,59.8,45.7,53.3,0.0,0.0,0.0
2024-10-16,Apex,40.6249077,-111.5331572,53.3,39.0,47.4,0.453,0.291,1.13
2024-10-17,Apex,40.6249077,-111.5331572,40.8,28.4,34.2,0.748,0.205,3.803
2024-10-18,Apex,40.6249077,-111.5331572,29.1,24.2,26.6,0.512,0.004,3.555
2024-10-19,Apex,40.6249077,-111.5331572,42.0,20.6,31.9,0.0,0.0,0.0
2024-10-20,Apex,40.6249077,-111.5331572,43.7,29.6,38.8,0.051,0.028,0.165
2024-10-21,Apex,40.6249077,-111.5331572,42.6,28.6,35.4,0.0,0.0,0.0
2024-10-22,Apex,40.6249077,-111.5331572,44.2,33.8,39.8,0.0,0.0,0.0
2024-10-23,Apex,40.6249077,-111.5331572,51.7,41.1,44.0,0.0,0.0,0.0
2024-10-24,Apex,40.6249077,-111.5331572,42.7,21.9,32.2,0.012,0.012,0.0
2024-10-25,Apex,40.6249077,-111.5331572,45.2,22.3,33.8,0.0,0.0,0.0
2024-10-26,Apex,40.6249077,-111.5331572,46.7,31.8,41.1,0.0,0.0,0.0
2024-10-27,Apex,40.6249077,-111.5331572,47.7,39.4,44.0,0.0,0.0,0.0
2024-10-28,Apex,40.6249077,-111.5331572,42.7,24.1,37.1,0.539,0.039,3.5
2024-10-29,Apex,40.6249077,-111.5331572,25.0,15.2,21.5,0.65,0.004,4.52
2024-10-30,Apex,40.6249077,-111.5331572,22.9,8.2,15.4,0.02,0.0,0.138
2024-10-31,Apex,40.6249077,-111.5331572,27.6,15.2,22.7,0.024,0.0,0.165
2024-11-01,Apex,40.6249077,-111.5331572,33.2,15.3,23.9,0.0,0.0,0.0
2024-11-02,Apex,40.6249077,-111.5331572,32.6,23.2,29.0,0.094,0.004,0.634
2024-11-03,Apex,40.6249077,-111.5331572,23.4,8.8,19.0,0.189,0.0,1.35
2024-11-04,Apex,40.6249077,-111.5331572,21.8,2.2,11.8,0.0,0.0,0.0
2024-11-05,Apex,40.6249077,-111.5331572,24.9,9.0,17.1,0.268,0.024,1.709
2024-11-06,Apex,40.6249077,-111.5331572,17.5,1.3,10.6,0.0,0.0,0.0
2024-11-07,Apex,40.6249077,-111.5331572,26.4,7.4,17.1,0.0,0.0,0.0
2024-11-08,Apex,40.6249077,-111.5331572,30.1,8.1,21.7,0.0,0.0,0.0
2024-11-09,Apex,40.6249077,-111.5331572,35.0,13.8,23.7,0.0,0.0,0.0
2024-11-10,Apex,40.6249077,-111.5331572,40.1,21.5,31.1,0.0,0.0,0.0
2024-11-11,Apex,40.6249077,-111.5331572,41.3,29.5,35.9,0.0,0.0,0.0
2024-11-12,Apex,40.6249077,-111.5331572,34.8,11.9,22.2,0.516,0.004,3.583
2024-11-13,Apex,40.6249077,-111.5331572,36.5,2.8,20.6,0.0,0.0,0.0
2024-11-14,Apex,40.6249077,-111.5331572,34.8,19.3,27.4,0.0,0.0,0.0
2024-11-15,Apex,40.6249077,-111.5331572,32.3,12.0,22.2,0.189,0.0,1.323
2024-11-16,Apex,40.6249077,-111.5331572,19.8,5.0,15.8,0.157,0.004,1.075
2024-11-17,Apex,40.6249077,-111.5331572,29.0,3.2,15.8,0.0,0.0,0.0
2024-11-18,Apex,40.6249077,-111.5331572,26.0,3.0,16.6,0.043,0.008,0.248
2024-11-19,Apex,40.6249077,-111.5331572,13.0,-2.1,6.0,0.016,0.0,0.11
2024-11-20,Apex,40.6249077,-111.5331572,34.9,4.8,22.4,0.0,0.0,0.0
2024-11-21,Apex,40.6249077,-111.5331572,41.0,25.4,31.8,0.0,0.0,0.0
2024-11-22,Apex,40.6249077,-111.5331572,43.9,29.9,35.4,0.0,0.0,0.0
2024-11-23,Apex,40.6249077,-111.5331572,38.1,22.2,33.9,0.004,0.0,0.028
2024-11-24,Apex,40.6249077,-111.5331572,23.3,1.9,15.0,0.315,0.0,2.205
2024-11-25,Apex,40.6249077,-111.5331572,25.4,4.9,15.7,0.063,0.004,0.413
2024-11-26,Apex,40.6249077,-111.5331572,24.7,15.5,21.8,0.811,0.0,5.677
2024-11-27,Apex,40.6249077,-111.5331572,20.6,-0.8,13.4,0.02,0.0,0.138
2024-11-28,Apex,40.6249077,-111.5331572,22.8,0.6,10.6,0.0,0.0,0.0
2024-11-29,Apex,40.6249077,-111.5331572,27.5,11.0,16.7,0.0,0.0,0.0
2024-11-30,Apex,40.6249077,-111.5331572,32.7,12.1,20.9,0.0,0.0,0.0
2024-12-01,Apex,40.6249077,-111.5331572,39.0,17.9,27.5,0.0,0.0,0.0
2024-12-02,Apex,40.6249077,-111.5331572,42.5,26.5,32.3,0.0,0.0,0.0
2024-12-03,Apex,40.6249077,-111.5331572,43.1,29.4,34.4,0.043,0.0,0.303
2024-12-04,Apex,40.6249077,-111.5331572,41.5,26.6,31.7,0.0,0.0,0.0
2024-12-05,Apex,40.6249077,-111.5331572,38.4,24.6,29.1,0.0,0.0,0.0
2024-12-06,Apex,40.6249077,-111.5331572,36.7,21.2,27.2,0.0,0.0,0.0
2024-12-07,Apex,40.6249077,-111.5331572,37.7,18.5,26.4,0.0,0.0,0.0
2024-12-08,Apex,40.6249077,-111.5331572,28.5,12.1,22.7,0.016,0.004,0.083
2024-12-09,Apex,40.6249077,-111.5331572,13.1,2.0,8.4,0.031,0.0,0.22
2024-12-10,Apex,40.6249077,-111.5331572,18.4,1.7,8.1,0.0,0.0,0.0
2024-12-11,Apex,40.6249077,-111.5331572,31.7,4.9,18.7,0.0,0.0,0.0
2024-12-12,Apex,40.6249077,-111.5331572,37.0,22.1,28.2,0.004,0.0,0.028
2024-12-13,Apex,40.6249077,-111.5331572,20.8,12.1,16.9,0.24,0.004,1.654
2024-12-14,Apex,40.6249077,-111.5331572,32.8,15.3,25.3,0.28,0.0,1.957
2024-12-15,Apex,40.6249077,-111.5331572,19.6,4.8,14.8,0.433,0.0,3.031
2024-12-16,Apex,40.6249077,-111.5331572,35.9,9.9,25.1,0.031,0.0,0.22
2024-12-17,Apex,40.6249077,-111.5331572,30.2,9.3,21.0,0.028,0.004,0.165
2024-12-18,Apex,40.6249077,-111.5331572,39.2,14.9,26.2,0.0,0.0,0.0
2024-12-19,Apex,40.6249077,-111.5331572,40.9,22.8,29.9,0.0,0.0,0.0
2024-12-20,Apex,40.6249077,-111.5331572,43.6,29.1,35.0,0.0,0.0,0.0
2024-12-21,Apex,40.6249077,-111.5331572,43.3,31.3,35.7,0.0,0.0,0.0
2024-12-22,Apex,40.6249077,-111.5331572,37.6,28.0,32.7,0.016,0.0,0.11
2024-12-23,Apex,40.6249077,-111.5331572,32.1,16.9,25.6,0.024,0.0,0.165
2024-12-24,Apex,40.6249077,-111.5331572,40.7,17.1,27.2,0.028,0.0,0.193
2024-12-25,Apex,40.6249077,-111.5331572,26.6,8.6,20.8,0.161,0.004,1.102
2024-12-26,Apex,40.6249077,-111.5331572,27.8,5.9,17.5,0.217,0.004,1.488
2024-12-27,Apex,40.6249077,-111.5331572,25.7,13.9,20.2,0.563,0.004,3.913
2024-12-28,Apex,40.6249077,-111.5331572,30.8,19.8,25.3,0.567,0.012,3.886
2024-12-29,Apex,40.6249077,-111.5331572,35.6,21.2,29.5,0.618,0.0,4.354
2024-12-30,Apex,40.6249077,-111.5331572,19.6,-3.1,10.5,0.213,0.0,1.488
2024-12-31,Apex,40.6249077,-111.5331572,12.3,-5.1,2.3,0.0,0.0,0.0
2025-01-01,Apex,40.6249077,-111.5331572,22.9,-0.7,14.8,0.13,0.0,0.909
2025-01-02,Apex,40.6249077,-111.5331572,31.6,22.2,26.1,0.252,0.02,1.626
2025-01-03,Apex,40.6249077,-111.5331572,40.0,29.6,34.8,0.0,0.0,0.0
2025-01-04,Apex,40.6249077,-111.5331572,34.4,11.1,19.6,0.878,0.0,6.146
2025-01-05,Apex,40.6249077,-111.5331572,20.4,10.9,15.8,0.043,0.004,0.276
2025-01-06,Apex,40.6249077,-111.5331572,23.4,12.7,18.9,0.059,0.012,0.358
2025-01-07,Apex,40.6249077,-111.5331572,18.7,-1.2,12.2,0.0,0.0,0.0
2025-01-08,Apex,40.6249077,-111.5331572,23.4,-1.2,12.0,0.0,0.0,0.0
2025-01-09,Apex,40.6249077,-111.5331572,19.2,4.0,10.8,0.0,0.0,0.0
2025-01-10,Apex,40.6249077,-111.5331572,27.0,4.5,15.3,0.031,0.0,0.22
2025-01-11,Apex,40.6249077,-111.5331572,19.9,1.3,12.2,0.469,0.016,3.169
2025-01-12,Apex,40.6249077,-111.5331572,13.9,2.6,7.9,0.028,0.004,0.165
2025-01-13,Apex,40.6249077,-111.5331572,11.9,-2.8,4.3,0.0,0.0,0.0
2025-01-14,Apex,40.6249077,-111.5331572,17.5,-0.8,6.6,0.0,0.0,0.0
2025-01-15,Apex,40.6249077,-111.5331572,31.3,6.0,18.3,0.0,0.0,0.0
2025-01-16,Apex,40.6249077,-111.5331572,35.8,17.1,25.2,0.0,0.0,0.0
2025-01-17,Apex,40.6249077,-111.5331572,25.5,8.5,17.0,0.059,0.008,0.358
2025-01-18,Apex,40.6249077,-111.5331572,7.7,-11.3,1.2,0.37,0.004,2.563
2025-01-19,Apex,40.6249077,-111.5331572,9.6,-5.0,1.7,0.031,0.0,0.22
2025-01-20,Apex,40.6249077,-111.5331572,2.2,-18.6,-7.2,0.012,0.0,0.083
2025-01-21,Apex,40.6249077,-111.5331572,21.1,-10.4,7.8,0.0,0.0,0.0
2025-01-22,Apex,40.6249077,-111.5331572,16.4,-5.6,6.8,0.0,0.0,0.0
2025-01-23,Apex,40.6249077,-111.5331572,18.3,-3.9,5.6,0.0,0.0,0.0
2025-01-24,Apex,40.6249077,-111.5331572,23.8,9.9,16.8,0.051,0.0,0.358
2025-01-25,Apex,40.6249077,-111.5331572,18.7,9.0,13.2,0.165,0.0,1.157
2025-01-26,Apex,40.6249077,-111.5331572,25.5,3.8,14.1,0.0,0.0,0.0
2025-01-27,Apex,40.6249077,-111.5331572,30.6,6.1,16.3,0.0,0.0,0.0
2025-01-28,Apex,40.6249077,-111.5331572,30.6,4.7,16.7,0.0,0.0,0.0
2025-01-29,Apex,40.6249077,-111.5331572,32.0,9.5,19.4,0.0,0.0,0.0
2025-01-30,Apex,40.6249077,-111.5331572,29.8,9.6,17.2,0.0,0.0,0.0
2025-01-31,Apex,40.6249077,-111.5331572,36.4,11.4,24.7,0.043,0.0,0.303
2025-02-01,Apex,40.6249077,-111.5331572,27.9,21.7,24.0,0.492,0.0,3.445
2025-02-02,Apex,40.6249077,-111.5331572,38.4,27.4,32.9,0.169,0.0,1.185
2025-02-03,Apex,40.6249077,-111.5331572,40.1,32.3,35.9,0.0,0.0,0.0
2025-02-04,Apex,40.6249077,-111.5331572,40.5,31.1,36.8,0.197,0.0,1.378
2025-02-05,Apex,40.6249077,-111.5331572,35.5,17.1,27.7,1.146,0.0,8.047
2025-02-06,Apex,40.6249077,-111.5331572,33.7,13.2,24.3,0.0,0.0,0.0
2025-02-07,Apex,40.6249077,-111.5331572,30.3,9.6,23.0,0.634,0.012,4.354
2025-02-08,Apex,40.6249077,-111.5331572,11.3,2.0,8.0,0.173,0.0,1.213
2025-02-09,Apex,40.6249077,-111.5331572,17.0,-5.4,4.7,0.0,0.0,0.0
2025-02-10,Apex,40.6249077,-111.5331572,19.6,2.9,8.9,0.0,0.0,0.0
2025-02-11,Apex,40.6249077,-111.5331572,11.6,-10.3,3.6,0.035,0.0,0.248
2025-02-12,Apex,40.6249077,-111.5331572,4.0,-16.0,-6.6,0.0,0.0,0.0
2025-02-13,Apex,40.6249077,-111.5331572,25.5,-5.3,13.7,0.657,0.0,4.602
2025-02-14,Apex,40.6249077,-111.5331572,27.4,19.5,23.8,0.827,0.004,5.76
2025-02-15,Apex,40.6249077,-111.5331572,19.8,4.4,13.0,0.5,0.012,3.417
2025-02-16,Apex,40.6249077,-111.5331572,25.6,10.9,20.3,0.224,0.004,1.543
2025-02-17,Apex,40.6249077,-111.5331572,24.8,15.7,21.0,0.22,0.0,1.543
2025-02-18,Apex,40.6249077,-111.5331572,19.3,12.3,16.4,0.059,0.0,0.413
2025-02-19,Apex,40.6249077,-111.5331572,27.6,11.6,18.5,0.028,0.0,0.193
2025-02-20,Apex,40.6249077,-111.5331572,25.1,16.6,20.2,0.39,0.004,2.701
2025-02-21,Apex,40.6249077,-111.5331572,27.2,6.0,16.9,0.004,0.0,0.028
2025-02-22,Apex,40.6249077,-111.5331572,31.9,11.2,20.9,0.0,0.0,0.0
2025-02-23,Apex,40.6249077,-111.5331572,38.9,20.5,30.5,0.004,0.0,0.028
2025-02-24,Apex,40.6249077,-111.5331572,41.5,31.0,35.7,0.012,0.0,0.083
2025-02-25,Apex,40.6249077,-111.5331572,37.3,12.7,28.3,0.067,0.0,0.469
2025-02-26,Apex,40.6249077,-111.5331572,25.5,10.5,17.2,0.0,0.0,0.0
2025-02-27,Apex,40.6249077,-111.5331572,41.4,15.9,28.7,0.0,0.0,0.0
2025-02-28,Apex,40.6249077,-111.5331572,44.5,27.2,34.9,0.0,0.0,0.0
2025-03-01,Apex,40.6249077,-111.5331572,47.9,29.4,38.6,0.0,0.0,0.0
2025-03-02,Apex,40.6249077,-111.5331572,40.3,26.6,35.3,0.063,0.0,0.441
2025-03-03,Apex,40.6249077,-111.5331572,25.5,15.6,20.0,0.205,0.0,1.433
2025-03-04,Apex,40.6249077,-111.5331572,27.2,15.0,21.5,0.374,0.004,2.591
2025-03-05,Apex,40.6249077,-111.5331572,30.4,13.3,21.5,0.335,0.0,2.343
2025-03-06,Apex,40.6249077,-111.5331572,26.8,17.5,23.8,1.161,0.0,8.13
2025-03-07,Apex,40.6249077,-111.5331572,18.4,13.1,16.8,0.169,0.008,1.13
2025-03-08,Apex,40.6249077,-111.5331572,30.4,10.5,19.3,0.0,0.0,0.0
2025-03-09,Apex,40.6249077,-111.5331572,40.9,17.0,28.7,0.0,0.0,0.0
2025-03-10,Apex,40.6249077,-111.5331572,38.9,26.2,31.7,0.0,0.0,0.0
2025-03-11,Apex,40.6249077,-111.5331572,37.3,25.6,31.0,0.0,0.0,0.0
2025-03-12,Apex,40.6249077,-111.5331572,34.6,21.5,28.4,0.0,0.0,0.0
2025-03-13,Apex,40.6249077,-111.5331572,31.7,16.6,26.2,0.846,0.0,5.925
2025-03-14,Apex,40.6249077,-111.5331572,20.6,10.8,15.5,0.181,0.004,1.24
2025-03-15,Apex,40.6249077,-111.5331572,19.6,11.8,15.0,0.146,0.004,0.992
2025-03-16,Apex,40.6249077,-111.5331572,35.3,10.1,24.1,0.0,0.0,0.0
2025-03-17,Apex,40.6249077,-111.5331572,36.6,26.1,30.3,0.028,0.0,0.193
2025-03-18,Apex,40.6249077,-111.5331572,24.8,9.1,14.5,1.043,0.0,7.331
2025-03-19,Apex,40.6249077,-111.5331572,23.2,2.3,14.0,0.0,0.0,0.0
2025-03-20,Apex,40.6249077,-111.5331572,28.1,11.9,21.2,0.004,0.0,0.028
2025-03-21,Apex,40.6249077,-111.5331572,30.5,12.9,21.9,0.106,0.0,0.744
2025-03-22,Apex,40.6249077,-111.5331572,30.0,22.8,26.0,0.177,0.008,1.213
2025-03-23,Apex,40.6249077,-111.5331572,34.7,21.7,28.1,0.0,0.0,0.0
2025-03-24,Apex,40.6249077,-111.5331572,41.3,27.8,35.3,0.0,0.0,0.0
2025-03-25,Apex,40.6249077,-111.5331572,46.5,31.9,38.8,0.0,0.0,0.0
2025-03-26,Apex,40.6249077,-111.5331572,51.1,34.8,43.9,0.02,0.02,0.0
2025-03-27,Apex,40.6249077,-111.5331572,49.2,36.6,42.9,0.008,0.008,0.0
2025-03-28,Apex,40.6249077,-111.5331572,39.6,27.0,33.0,0.157,0.0,1.102
2025-03-29,Apex,40.6249077,-111.5331572,33.6,21.4,27.6,0.366,0.008,2.508
2025-03-30,Apex,40.6249077,-111.5331572,31.8,17.0,24.6,0.13,0.0,0.937
2025-03-31,Apex,40.6249077,-111.5331572,34.2,20.4,28.4,0.445,0.0,3.142
2025-04-01,Apex,40.6249077,-111.5331572,19.2,6.7,15.3,0.417,0.0,2.921
2025-04-02,Apex,40.6249077,-111.5331572,23.3,7.6,14.9,0.138,0.0,0.965
2025-04-03,Apex,40.6249077,-111.5331572,25.3,11.2,17.5,0.248,0.0,1.764
2025-04-04,Apex,40.6249077,-111.5331572,27.2,11.8,18.6,0.079,0.0,0.551
2025-04-05,Apex,40.6249077,-111.5331572,31.6,8.3,20.1,0.0,0.0,0.0
2025-04-06,Apex,40.6249077,-111.5331572,36.8,17.0,26.4,0.0,0.0,0.0
2025-04-07,Apex,40.6249077,-111.5331572,44.5,22.6,35.2,0.0,0.0,0.0
2025-04-08,Apex,40.6249077,-111.5331572,42.2,31.9,37.7,0.0,0.0,0.0
2025-04-09,Apex,40.6249077,-111.5331572,44.2,30.9,37.4,0.0,0.0,0.0
2025-04-10,Apex,40.6249077,-111.5331572,52.1,36.2,43.8,0.0,0.0,0.0
2025-04-11,Apex,40.6249077,-111.5331572,54.6,38.9,48.2,0.0,0.0,0.0
2025-04-12,Apex,40.6249077,-111.5331572,50.2,32.9,43.1,0.067,0.0,0.469
2025-04-13,Apex,40.6249077,-111.5331572,36.8,21.1,30.6,0.035,0.0,0.248
2025-04-14,Apex,40.6249077,-111.5331572,44.1,19.8,32.0,0.0,0.0,0.0
2025-04-15,Apex,40.6249077,-111.5331572,47.8,33.2,40.4,0.0,0.0,0.0
2025-04-16,Apex,40.6249077,-111.5331572,45.6,30.4,39.8,0.339,0.024,2.205
2025-04-17,Apex,40.6249077,-111.5331572,34.5,11.4,26.0,0.85,0.016,5.843
2025-04-18,Apex,40.6249077,-111.5331572,25.6,9.4,17.0,0.031,0.0,0.248
2025-04-19,Apex,40.6249077,-111.5331572,31.7,7.8,19.7,0.0,0.0,0.0
2025-04-20,Apex,40.6249077,-111.5331572,40.0,24.1,32.2,0.02,0.0,0.138
2025-04-21,Apex,40.6249077,-111.5331572,38.2,27.4,33.4,0.039,0.0,0.276
2025-04-22,Apex,40.6249077,-111.5331572,43.6,28.3,35.4,0.0,0.0,0.0
2025-04-23,Apex,40.6249077,-111.5331572,47.9,31.9,39.1,0.201,0.028,1.213
2025-04-24,Apex,40.6249077,-111.5331572,43.1,27.7,35.0,0.457,0.016,3.087
2025-04-25,Apex,40.6249077,-111.5331572,46.4,29.8,38.3,0.028,0.012,0.11
2025-04-26,Apex,40.6249077,-111.5331572,48.1,29.4,39.0,0.0,0.0,0.0
2025-04-27,Apex,40.6249077,-111.5331572,35.5,19.9,29.1,0.122,0.0,0.854
2025-04-28,Apex,40.6249077,-111.5331572,36.2,18.9,27.4,0.161,0.0,1.13
2025-04-29,Apex,40.6249077,-111.5331572,41.0,23.0,32.2,0.031,0.0,0.22
2025-04-30,Apex,40.6249077,-111.5331572,39.4,26.3,32.4,0.26,0.004,1.791
2025-05-01,Apex,40.6249077,-111.5331572,42.4,24.7,33.7,0.012,0.0,0.083
2025-05-02,Apex,40.6249077,-111.5331572,49.2,27.4,39.0,0.0,0.0,0.0
2025-05-03,Apex,40.6249077,-111.5331572,52.8,34.7,43.7,0.043,0.043,0.0
2025-05-04,Apex,40.6249077,-111.5331572,48.2,31.0,39.9,0.299,0.075,1.571
2025-05-05,Apex,40.6249077,-111.5331572,40.0,29.3,33.7,0.839,0.11,5.098
2025-05-06,Apex,40.6249077,-111.5331572,41.4,26.5,33.2,0.354,0.047,2.15
2025-05-07,Apex,40.6249077,-111.5331572,43.9,22.0,34.4,0.016,0.016,0.0
2025-05-08,Apex,40.6249077,-111.5331572,50.8,34.0,42.6,0.0,0.0,0.0
2025-05-09,Apex,40.6249077,-111.5331572,54.6,39.2,46.7,0.0,0.0,0.0
2025-05-10,Apex,40.6249077,-111.5331572,57.9,42.9,49.9,0.0,0.0,0.0
2025-05-11,Apex,40.6249077,-111.5331572,57.6,40.4,48.1,0.185,0.185,0.0
2025-05-12,Apex,40.6249077,-111.5331572,60.0,40.7,49.1,0.0,0.0,0.0
2025-05-13,Apex,40.6249077,-111.5331572,44.2,21.1,31.6,0.197,0.0,1.378
2025-05-14,Apex,40.6249077,-111.5331572,30.0,18.1,25.2,0.417,0.0,2.949
2025-05-15,Apex,40.6249077,-111.5331572,35.5,24.7,30.5,0.307,0.0,2.15
2025-05-16,Apex,40.6249077,-111.5331572,40.8,29.2,34.9,0.087,0.012,0.524
2025-05-17,Apex,40.6249077,-111.5331572,48.6,32.3,39.0,0.315,0.075,1.681
2025-05-18,Apex,40.6249077,-111.5331572,32.0,25.2,29.7,0.882,0.008,6.118
2025-05-19,Apex,40.6249077,-111.5331572,29.2,19.4,24.4,0.067,0.0,0.469
2025-05-20,Apex,40.6249077,-111.5331572,44.0,23.4,36.1,0.0,0.0,0.0
2025-05-21,Apex,40.6249077,-111.5331572,46.3,28.8,37.3,0.0,0.0,0.0
2025-05-22,Apex,40.6249077,-111.5331572,58.6,34.9,47.5,0.051,0.051,0.0
2025-05-23,Apex,40.6249077,-111.5331572,56.3,42.0,47.5,0.071,0.071,0.0
2025-05-24,Apex,40.6249077,-111.5331572,52.8,38.2,45.2,0.067,0.051,0.11
2025-05-25,Apex,40.6249077,-111.5331572,53.1,36.6,45.8,0.051,0.051,0.0
2025-05-26,Apex,40.6249077,-111.5331572,57.1,38.8,48.8,0.028,0.028,0.0
2025-05-27,Apex,40.6249077,-111.5331572,59.4,44.2,51.4,0.012,0.012,0.0
2025-05-28,Apex,40.6249077,-111.5331572,60.3,45.7,53.0,0.071,0.071,0.0
2025-05-29,Apex,40.6249077,-111.5331572,63.2,46.7,54.6,0.012,0.012,0.0
2025-05-30,Apex,40.6249077,-111.5331572,65.1,50.1,57.7,0.0,0.0,0.0
2025-05-31,Apex,40.6249077,-111.5331572,66.3,48.9,57.8,0.0,0.0,0.0
2025-06-01,Apex,40.6249077,-111.5331572,69.5,50.2,60.2,0.004,0.004,0.0
2025-06-02,Apex,40.6249077,-111.5331572,59.0,40.5,51.7,0.079,0.079,0.0
2025-06-03,Apex,40.6249077,-111.5331572,50.2,34.6,43.1,0.0,0.0,0.0
2025-06-04,Apex,40.6249077,-111.5331572,55.3,37.9,45.4,0.004,0.004,0.0
2025-06-05,Apex,40.6249077,-111.5331572,55.4,38.5,47.1,0.094,0.091,0.028
2025-06-06,Apex,40.6249077,-111.5331572,55.2,42.2,47.6,0.24,0.228,0.083
2025-06-07,Apex,40.6249077,-111.5331572,61.3,47.0,53.6,0.0,0.0,0.0
2025-06-08,Apex,40.6249077,-111.5331572,64.8,50.4,57.2,0.0,0.0,0.0
2025-06-09,Apex,40.6249077,-111.5331572,66.1,49.6,58.2,0.024,0.024,0.0
2025-06-10,Apex,40.6249077,-111.5331572,67.9,53.7,60.2,0.11,0.11,0.0
2025-06-11,Apex,40.6249077,-111.5331572,71.3,53.5,60.5,0.193,0.193,0.0
2025-06-12,Apex,40.6249077,-111.5331572,68.4,50.1,59.3,0.008,0.008,0.0
2025-06-13,Apex,40.6249077,-111.5331572,69.7,51.4,60.1,0.0,0.0,0.0
2025-06-14,Apex,40.6249077,-111.5331572,71.4,49.3,60.2,0.0,0.0,0.0
2025-06-15,Apex,40.6249077,-111.5331572,71.5,54.4,62.6,0.0,0.0,0.0
2025-06-16,Apex,40.6249077,-111.5331572,68.9,53.0,61.6,0.004,0.004,0.0
2025-06-17,Apex,40.6249077,-111.5331572,61.2,48.2,55.6,0.0,0.0,0.0
2025-06-18,Apex,40.6249077,-111.5331572,69.1,50.7,59.9,0.0,0.0,0.0
2025-06-19,Apex,40.6249077,-111.5331572,76.4,55.8,66.1,0.0,0.0,0.0
2025-06-20,Apex,40.6249077,-111.5331572,70.6,51.8,61.2,0.0,0.0,0.0
2025-06-21,Apex,40.6249077,-111.5331572,61.5,33.4,48.3,0.0,0.0,0.0
2025-06-22,Apex,40.6249077,-111.5331572,46.1,27.0,35.5,0.0,0.0,0.0
2025-06-23,Apex,40.6249077,-111.5331572,55.9,31.1,43.7,0.0,0.0,0.0
2025-06-24,Apex,40.6249077,-111.5331572,58.5,43.4,50.5,0.024,0.024,0.0
2025-06-25,Apex,40.6249077,-111.5331572,60.3,45.7,53.0,0.012,0.012,0.0
2025-06-26,Apex,40.6249077,-111.5331572,67.0,46.5,58.3,0.059,0.059,0.0
2025-06-27,Apex,40.6249077,-111.5331572,70.4,52.6,61.1,0.0,0.0,0.0
2025-06-28,Apex,40.6249077,-111.5331572,68.8,54.4,60.6,0.154,0.154,0.0
2025-06-29,Apex,40.6249077,-111.5331572,69.3,55.0,61.9,0.031,0.031,0.0
2025-06-30,Apex,40.6249077,-111.5331572,72.2,55.3,63.1,0.008,0.008,0.0
